Deployment,Date,Generation Date,Generation Time,Item Code,Item Name,Super Category Code,Super Category Name,Category Code,Category Name,Unit Name,Average Price,GK2 Main Store,Total Qty,Total Amt
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING001,Coffee Beans,SUP-RAW,Raw Material,CAT-COF,Coffee Inputs,kg,980.0,1.3516,1.3516,1324.57
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING002,Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,72.86,52.4799,52.4799,3823.69
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING003,Oat Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy Alternative,litre,185.0,7.629,7.629,1411.37
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING004,Cream,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,210.37,84.6019,84.6019,17797.7
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING005,Paneer,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,360.28,58.238,58.238,20981.99
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING006,Cheese,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,485.59,87.4209,87.4209,42450.71
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING007,Chicken,SUP-RAW,Raw Material,CAT-PRO,Protein,kg,335.94,22.6677,22.6677,7614.99
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING008,Egg,SUP-RAW,Raw Material,CAT-PRO,Protein,pcs,7.09,262.992,262.992,1864.61
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING009,Bread,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,12.0,94.16,94.16,1129.92
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING010,Bagel,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,28.0,108.75,108.75,3045.0
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING011,Tortilla,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,14.44,525.093,525.093,7582.34
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING012,Croissant Base,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,42.66,468.604,468.604,19990.65
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING013,Brownie Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,33.38,223.212,223.212,7450.82
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING014,Cake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,45.74,100.7505,100.7505,4608.33
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING015,Cheesecake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,74.96,341.902,341.902,25628.97
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING016,Chocolate Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,256.62,45.1409,45.1409,11584.06
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING017,Caramel Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,252.66,60.1806,60.1806,15205.23
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING018,Vanilla Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,237.73,61.5405,61.5405,14630.02
ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING019,Sugar Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,91.16,41.9196,41.9196,3821.39
