Deployment,Store Name,Vendor Name,PO Number,PR Number,PR Deployment,PO Date,Expected Delivery,PO Close Date/Partial Recieve Date,PO Status,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Total Processed Qty,Remaining Balance Qty,Quantity,Unit,Unit Price,Subtotal,Item Wise Discount Amount,Bill Wise Discount Amount,New Subtotal,Tax,Total Item Cost,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260201-OUT002-0035,,,2026-02-01,2026-02-04,2026-02-04,Closed,ING010,Bagel,,Bakery,Raw Material,,145.0,0.0,145.0,pcs,27.75,4023.75,0,0,4023.75,201.19,4224.94,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260201-OUT002-0035,,,2026-02-01,2026-02-04,2026-02-05,Closed,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,38.26,0.0,38.26,litre,251.88,9636.93,0,0,9636.93,1734.65,11371.58,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260201-OUT002-0035,,,2026-02-01,2026-02-03,2026-02-03,Partially Received,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,23.78,24.26,48.04,litre,88.93,4272.2,0,0,4272.2,769.0,5041.2,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260201-OUT002-0035,,,2026-02-01,2026-02-04,2026-02-04,Closed,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,10.8,0.0,10.8,litre,415.88,4491.5,0,0,4491.5,808.47,5299.97,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260201-OUT002-0035,,,2026-02-01,2026-02-02,2026-02-01,Partially Received,ING037,Hot Cup,,Packaging,Consumable,,864.15,200.85,1065.0,pcs,2.7,2875.5,0,0,2875.5,517.59,3393.09,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260201-OUT002-0035,,,2026-02-01,2026-02-03,2026-02-03,Partially Received,ING040,Napkin,,Packaging,Consumable,,1436.26,458.74,1895.0,pcs,0.32,606.4,0,0,606.4,109.16,715.56,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260201-OUT002-0035,,,2026-02-01,2026-02-03,2026-02-04,Closed,ING042,Sandwich Box,,Packaging,Consumable,,340.0,0.0,340.0,pcs,6.4,2176.0,0,0,2176.0,391.68,2567.68,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260201-OUT002-0035,,,2026-02-01,2026-02-03,2026-02-03,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,660.0,0.0,660.0,pcs,6.15,4059.0,0,0,4059.0,730.62,4789.62,
ABNAH Cafe Hauz Khas,Main Store,BeanCraft Roasters Delhi,PO-20260204-OUT002-0038,,,2026-02-04,2026-02-05,2026-02-06,Closed,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,11.06,0.0,11.06,kg,1016.58,11243.37,0,0,11243.37,562.17,11805.54,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260204-OUT002-0038,,,2026-02-04,2026-02-07,2026-02-09,Closed,ING005,Paneer,,Dairy,Raw Material,,41.43,0.0,41.43,kg,364.53,15102.48,0,0,15102.48,755.12,15857.6,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260204-OUT002-0038,,,2026-02-04,2026-02-05,2026-02-06,Closed,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,,36.61,0.0,36.61,litre,249.14,9121.02,0,0,9121.02,1641.78,10762.8,
ABNAH Cafe Hauz Khas,Main Store,TeaLeaf Traders NCR,PO-20260204-OUT002-0038,,,2026-02-04,2026-02-05,2026-02-05,Closed,ING021,Matcha Powder,,Tea Inputs,Raw Material,,10.56,0.0,10.56,kg,2134.18,22536.94,0,0,22536.94,4056.65,26593.59,
ABNAH Cafe Hauz Khas,Main Store,FrozenBerry Traders,PO-20260204-OUT002-0038,,,2026-02-04,2026-02-06,2026-02-08,Closed,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,29.82,0.0,29.82,kg,419.09,12497.26,0,0,12497.26,2249.51,14746.77,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260204-OUT002-0038,,,2026-02-04,2026-02-05,2026-02-07,Closed,ING030,Capsicum,,Produce,Raw Material,,32.42,0.0,32.42,kg,87.24,2828.32,0,0,2828.32,141.42,2969.74,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260204-OUT002-0038,,,2026-02-04,2026-02-06,2026-02-07,Closed,ING036,Cold Cup,,Packaging,Consumable,,1025.0,0.0,1025.0,pcs,3.4,3485.0,0,0,3485.0,627.3,4112.3,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260204-OUT002-0038,,,2026-02-04,2026-02-06,2026-02-05,Closed,ING042,Sandwich Box,,Packaging,Consumable,,460.0,0.0,460.0,pcs,6.91,3178.6,0,0,3178.6,572.15,3750.75,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260207-OUT002-0041,,,2026-02-07,2026-02-08,2026-02-09,Closed,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,115.0,0.0,115.0,pcs,73.68,8473.2,0,0,8473.2,1525.18,9998.38,
ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260207-OUT002-0041,,,2026-02-07,2026-02-10,,Pending,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,0.0,38.36,38.36,litre,261.04,10013.49,0,0,10013.49,1802.43,11815.92,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260207-OUT002-0041,,,2026-02-07,2026-02-08,2026-02-09,Partially Received,ING030,Capsicum,,Produce,Raw Material,,15.55,10.62,26.17,kg,83.8,2193.05,0,0,2193.05,109.65,2302.7,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260207-OUT002-0041,,,2026-02-07,2026-02-08,2026-02-09,Partially Received,ING040,Napkin,,Packaging,Consumable,,953.26,646.74,1600.0,pcs,0.32,512.0,0,0,512.0,92.16,604.16,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260207-OUT002-0041,,,2026-02-07,2026-02-09,2026-02-08,Closed,ING041,Dessert Box,,Packaging,Consumable,,445.0,0.0,445.0,pcs,5.05,2247.25,0,0,2247.25,404.5,2651.75,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260210-OUT002-0044,,,2026-02-10,2026-02-12,2026-02-14,Closed,ING004,Cream,,Dairy,Raw Material,,45.96,0.0,45.96,litre,208.06,9562.44,0,0,9562.44,478.12,10040.56,
ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260210-OUT002-0044,,,2026-02-10,2026-02-11,2026-02-13,Closed,ING008,Egg,,Protein,Raw Material,,360.0,0.0,360.0,pcs,7.11,2559.6,0,0,2559.6,127.98,2687.58,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260210-OUT002-0044,,,2026-02-10,2026-02-11,,Pending,ING010,Bagel,,Bakery,Raw Material,,0.0,245.0,245.0,pcs,28.47,6975.15,0,0,6975.15,348.76,7323.91,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260210-OUT002-0044,,,2026-02-10,2026-02-13,2026-02-12,Closed,ING011,Tortilla,,Bakery,Raw Material,,425.0,0.0,425.0,pcs,15.71,6676.75,0,0,6676.75,333.84,7010.59,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260210-OUT002-0044,,,2026-02-10,2026-02-12,2026-02-13,Closed,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,140.0,0.0,140.0,pcs,71.88,10063.2,0,0,10063.2,1811.38,11874.58,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260210-OUT002-0044,,,2026-02-10,2026-02-13,2026-02-14,Closed,ING028,Lettuce,,Produce,Raw Material,,30.37,0.0,30.37,kg,94.09,2857.51,0,0,2857.51,142.88,3000.39,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260210-OUT002-0044,,,2026-02-10,2026-02-11,2026-02-10,Closed,ING037,Hot Cup,,Packaging,Consumable,,2405.0,0.0,2405.0,pcs,2.87,6902.35,0,0,6902.35,1242.42,8144.77,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260210-OUT002-0044,,,2026-02-10,2026-02-12,2026-02-11,Closed,ING040,Napkin,,Packaging,Consumable,,1595.0,0.0,1595.0,pcs,0.31,494.45,0,0,494.45,89.0,583.45,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260213-OUT002-0047,,,2026-02-13,2026-02-15,2026-02-16,Closed,ING005,Paneer,,Dairy,Raw Material,,40.71,0.0,40.71,kg,353.83,14404.42,0,0,14404.42,720.22,15124.64,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260213-OUT002-0047,,,2026-02-13,2026-02-16,2026-02-17,Closed,ING014,Cake Base,,Dessert Inputs,Raw Material,,175.0,0.0,175.0,pcs,44.98,7871.5,0,0,7871.5,1416.87,9288.37,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260213-OUT002-0047,,,2026-02-13,2026-02-14,2026-02-14,Closed,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,69.06,0.0,69.06,litre,89.36,6171.2,0,0,6171.2,1110.82,7282.02,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260213-OUT002-0047,,,2026-02-13,2026-02-15,2026-02-14,Closed,ING038,Lid,,Packaging,Consumable,,2130.0,0.0,2130.0,pcs,1.13,2406.9,0,0,2406.9,433.24,2840.14,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260213-OUT002-0047,,,2026-02-13,2026-02-14,2026-02-14,Partially Received,ING040,Napkin,,Packaging,Consumable,,1829.86,1520.14,3350.0,pcs,0.34,1139.0,0,0,1139.0,205.02,1344.02,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260213-OUT002-0047,,,2026-02-13,2026-02-14,2026-02-14,Closed,ING042,Sandwich Box,,Packaging,Consumable,,620.0,0.0,620.0,pcs,6.62,4104.4,0,0,4104.4,738.79,4843.19,
ABNAH Cafe Hauz Khas,Main Store,BeanCraft Roasters Delhi,PO-20260216-OUT002-0050,,,2026-02-16,2026-02-19,2026-02-18,Closed,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,16.07,0.0,16.07,kg,1010.79,16243.4,0,0,16243.4,812.17,17055.57,
ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260216-OUT002-0050,,,2026-02-16,2026-02-19,2026-02-19,Closed,ING008,Egg,,Protein,Raw Material,,270.0,0.0,270.0,pcs,6.97,1881.9,0,0,1881.9,94.09,1975.99,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260216-OUT002-0050,,,2026-02-16,2026-02-17,2026-02-18,Closed,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,175.0,0.0,175.0,pcs,70.75,12381.25,0,0,12381.25,2228.62,14609.87,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260216-OUT002-0050,,,2026-02-16,2026-02-18,2026-02-20,Closed,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,71.91,0.0,71.91,litre,88.26,6346.78,0,0,6346.78,1142.42,7489.2,
ABNAH Cafe Hauz Khas,Main Store,FrozenBerry Traders,PO-20260216-OUT002-0050,,,2026-02-16,2026-02-17,2026-02-19,Closed,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,27.26,0.0,27.26,kg,446.66,12175.95,0,0,12175.95,2191.67,14367.62,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260216-OUT002-0050,,,2026-02-16,2026-02-18,2026-02-21,Closed,ING030,Capsicum,,Produce,Raw Material,,34.57,0.0,34.57,kg,83.61,2890.4,0,0,2890.4,144.52,3034.92,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260216-OUT002-0050,,,2026-02-16,2026-02-19,2026-02-19,Closed,ING036,Cold Cup,,Packaging,Consumable,,1515.0,0.0,1515.0,pcs,3.24,4908.6,0,0,4908.6,883.55,5792.15,
ABNAH Cafe Hauz Khas,Main Store,BeanCraft Roasters Delhi,PO-20260219-OUT002-0053,,,2026-02-19,2026-02-20,2026-02-20,Partially Received,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,9.44,8.57,18.01,kg,956.53,17227.11,0,0,17227.11,861.35,18088.46,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260219-OUT002-0053,,,2026-02-19,2026-02-22,2026-02-22,Closed,ING002,Milk,,Dairy,Raw Material,,189.7,0.0,189.7,litre,72.65,13781.7,0,0,13781.7,689.09,14470.79,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260219-OUT002-0053,,,2026-02-19,2026-02-22,2026-02-23,Closed,ING004,Cream,,Dairy,Raw Material,,47.01,0.0,47.01,litre,214.17,10068.13,0,0,10068.13,503.41,10571.54,
ABNAH Cafe Hauz Khas,Main Store,Metro Wholesale Delhi,PO-20260219-OUT002-0053,,,2026-02-19,2026-02-22,2026-02-22,Partially Received,ING022,Ice,,Beverage Inputs,Raw Material,,254.62,264.17,518.79,kg,12.03,6241.04,0,0,6241.04,312.05,6553.09,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260219-OUT002-0053,,,2026-02-19,2026-02-20,2026-02-22,Partially Received,ING023,Lemon,,Produce,Raw Material,,23.23,7.83,31.06,kg,106.18,3297.95,0,0,3297.95,164.9,3462.85,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260219-OUT002-0053,,,2026-02-19,2026-02-20,2026-02-20,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,430.0,0.0,430.0,pcs,5.71,2455.3,0,0,2455.3,441.95,2897.25,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260222-OUT002-0056,,,2026-02-22,2026-02-23,,Pending,ING010,Bagel,,Bakery,Raw Material,,0.0,210.0,210.0,pcs,28.25,5932.5,0,0,5932.5,296.62,6229.12,
