Deployment,Date,Generation Date,Generation Time,Item Code,Item Name,Super Category Code,Super Category Name,Category Code,Category Name,Unit Name,Average Price,GK2 Main Store,Total Qty,Total Amt
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING001,Coffee Beans,SUP-RAW,Raw Material,CAT-COF,Coffee Inputs,kg,1004.16,0.6834,0.6834,686.24
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING002,Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,77.44,13.0332,13.0332,1009.29
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING003,Oat Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy Alternative,litre,185.54,98.3807,98.3807,18253.56
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING004,Cream,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,212.58,-2.0,-2.0,-425.16
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING005,Paneer,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,387.46,285.001,285.001,110426.49
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING006,Cheese,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,501.64,232.168,232.168,116464.76
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING007,Chicken,SUP-RAW,Raw Material,CAT-PRO,Protein,kg,352.76,176.7095,176.7095,62336.04
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING008,Egg,SUP-RAW,Raw Material,CAT-PRO,Protein,pcs,7.24,1251.0,1251.0,9057.24
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING009,Bread,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,12.55,1828.4229,1828.4229,22946.71
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING010,Bagel,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,28.7,400.879,400.879,11505.23
ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,23:59:00,ING011,Tortilla,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,14.9,998.985,998.985,14884.88
