Deployment Name,Store/Kitchen Name,User Name,Vendor Name,Date,Transaction Number,Invoice Number,Batch Number,PR Number,PO Number,Invoice Date,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,MRP,Unit Price,Charges Name,Amount,Discount,GST/IGST Rate,GST/IGST Value,CESS Rate,CESS Value,Other Taxes Rate,Other Taxes Value,Total Tax,Item Charges Amount,Total,Source
ABNAH Cafe Connaught Place,Main Store,store.manager,ChocoCraft Ingredients,2026-02-01,GRN-OUT001-260201-00167,INV-2602-00167,,,PO-20260128-OUT001-0028,2026-02-01,ING013,Brownie Base,,Dessert Inputs,Raw Material,,175.0,pcs,0,33.43,,5850.25,0.0,18.0,1053.05,,,,,1053.05,0,6903.3,
ABNAH Cafe Connaught Place,Main Store,ops.saket,FreshDairy Foods NCR,2026-02-01,GRN-OUT001-260201-00181,INV-2602-00181,,,PO-20260131-OUT001-0031,2026-02-01,ING002,Milk,,Dairy,Raw Material,,56.8,litre,0,71.79,,4077.67,0.0,5.0,203.88,,,,,203.88,0,4281.55,
ABNAH Cafe Connaught Place,Main Store,store.manager,ChocoCraft Ingredients,2026-02-03,GRN-OUT001-260203-00182,INV-2602-00182,,,PO-20260131-OUT001-0031,2026-02-03,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,26.88,litre,0,254.25,,6834.24,0.0,18.0,1230.16,,,,,1230.16,0,8064.4,
ABNAH Cafe Connaught Place,Main Store,ops.cp,FreshDairy Foods NCR,2026-02-01,GRN-OUT001-260201-00183,INV-2602-00183,,,PO-20260131-OUT001-0031,2026-02-01,ING027,Butter,,Dairy,Raw Material,,21.58,kg,0,510.89,,11025.01,0.0,12.0,1323.0,,,,,1323.0,0,12348.01,
ABNAH Cafe Connaught Place,Main Store,ops.saket,GreenLeaf Produce Delhi,2026-02-03,GRN-OUT001-260203-00184,INV-2602-00184,,,PO-20260131-OUT001-0031,2026-02-03,ING029,Onion,,Produce,Raw Material,,39.36,kg,0,43.24,,1701.93,0.0,5.0,85.1,,,,,85.1,0,1787.03,
ABNAH Cafe Connaught Place,Main Store,ops.cp,SpiceRoot Foods,2026-02-03,GRN-OUT001-260203-00185,INV-2602-00185,,,PO-20260131-OUT001-0031,2026-02-03,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,18.68,kg,0,280.19,,5233.95,0.0,18.0,942.11,,,,,942.11,0,6176.06,
ABNAH Cafe Connaught Place,Main Store,ops.cp,PackPro Disposables,2026-02-03,GRN-OUT001-260203-00186,INV-2602-00186,,,PO-20260131-OUT001-0031,2026-02-03,ING036,Cold Cup,,Packaging,Consumable,,1665.0,pcs,0,3.21,,5344.65,0.0,18.0,962.04,,,,,962.04,0,6306.69,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-02-01,GRN-OUT001-260201-00187,INV-2602-00187,,,PO-20260131-OUT001-0031,2026-02-01,ING037,Hot Cup,,Packaging,Consumable,,1685.0,pcs,0,2.79,,4701.15,47.01,18.0,837.75,,,,,837.75,0,5491.89,
ABNAH Cafe Connaught Place,Main Store,ops.cp,PackPro Disposables,2026-02-02,GRN-OUT001-260202-00188,INV-2602-00188,,,PO-20260131-OUT001-0031,2026-02-02,ING043,Wrap Packaging,,Packaging,Consumable,,385.0,pcs,0,5.78,,2225.3,0.0,18.0,400.55,,,,,400.55,0,2625.85,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-02-01,GRN-OUT001-260201-00202,INV-2602-00202,,,PO-20260201-OUT001-0034,2026-02-01,ING010,Bagel,,Bakery,Raw Material,,140.0,pcs,0,29.24,,4093.6,0.0,5.0,204.68,,,,,204.68,0,4298.28,
ABNAH Cafe Connaught Place,Main Store,ops.hk,ChocoCraft Ingredients,2026-02-03,GRN-OUT001-260203-00203,INV-2602-00203,,,PO-20260201-OUT001-0034,2026-02-03,ING013,Brownie Base,,Dessert Inputs,Raw Material,,150.0,pcs,0,35.43,,5314.5,0.0,18.0,956.61,,,,,956.61,0,6271.11,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,SweetBase Foods,2026-02-04,GRN-OUT001-260204-00204,INV-2602-00204,,,PO-20260201-OUT001-0034,2026-02-04,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,35.74,litre,0,233.63,,8349.94,0.0,18.0,1502.99,,,,,1502.99,0,9852.93,
ABNAH Cafe Connaught Place,Main Store,ops.cp,SweetBase Foods,2026-02-04,GRN-OUT001-260204-00205,INV-2602-00205,,,PO-20260201-OUT001-0034,2026-02-04,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,9.94,litre,0,397.19,,3948.07,0.0,18.0,710.65,,,,,710.65,0,4658.72,
ABNAH Cafe Connaught Place,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-02-03,GRN-OUT001-260203-00206,INV-2602-00206,,,PO-20260201-OUT001-0034,2026-02-03,ING030,Capsicum,,Produce,Raw Material,,47.56,kg,0,85.12,,4048.31,0.0,5.0,202.42,,,,,202.42,0,4250.73,
ABNAH Cafe Connaught Place,Main Store,ops.hk,GreenLeaf Produce Delhi,2026-02-07,GRN-OUT001-260207-00207,INV-2602-00207,,,PO-20260201-OUT001-0034,2026-02-07,ING031,Tomato,,Produce,Raw Material,,40.19,kg,0,51.15,,2055.72,0.0,5.0,102.79,,,,,102.79,0,2158.51,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-02-05,GRN-OUT001-260205-00208,INV-2602-00208,,,PO-20260201-OUT001-0034,2026-02-05,ING039,Straw,,Packaging,Consumable,,1140.0,pcs,0,0.57,,649.8,0.0,18.0,116.96,,,,,116.96,0,766.76,
ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-02-06,GRN-OUT001-260206-00221,INV-2602-00221,,,PO-20260204-OUT001-0037,2026-02-06,ING012,Croissant Base,,Bakery,Raw Material,,255.0,pcs,0,41.37,,10549.35,0.0,5.0,527.47,,,,,527.47,0,11076.82,
ABNAH Cafe Connaught Place,Main Store,ops.cp,ChocoCraft Ingredients,2026-02-06,GRN-OUT001-260206-00222,INV-2602-00222,,,PO-20260204-OUT001-0037,2026-02-06,ING013,Brownie Base,,Dessert Inputs,Raw Material,,155.0,pcs,0,33.04,Freight,5121.2,0.0,18.0,921.82,,,,,921.82,0,6043.02,
ABNAH Cafe Connaught Place,Main Store,store.manager,TeaLeaf Traders NCR,2026-02-05,GRN-OUT001-260205-00223,INV-2602-00223,,,PO-20260204-OUT001-0037,2026-02-05,ING020,Tea Leaves,,Tea Inputs,Raw Material,,15.64,kg,0,611.66,,9566.36,0.0,5.0,478.32,,,,,478.32,0,10044.68,
ABNAH Cafe Connaught Place,Main Store,store.manager,FreshDairy Foods NCR,2026-02-08,GRN-OUT001-260208-00224,INV-2602-00224,,,PO-20260204-OUT001-0037,2026-02-08,ING027,Butter,,Dairy,Raw Material,,24.28,kg,0,560.57,,13610.64,0.0,12.0,1633.28,,,,,1633.28,0,15243.92,
ABNAH Cafe Connaught Place,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-02-09,GRN-OUT001-260209-00225,INV-2602-00225,,,PO-20260204-OUT001-0037,2026-02-09,ING031,Tomato,,Produce,Raw Material,,78.13,kg,0,55.24,,4315.9,0.0,5.0,215.79,,,,,215.79,0,4531.69,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,FreshDairy Foods NCR,2026-02-08,GRN-OUT001-260208-00241,INV-2602-00241,,,PO-20260207-OUT001-0040,2026-02-08,ING002,Milk,,Dairy,Raw Material,,135.7,litre,0,71.81,,9744.62,0.0,5.0,487.23,,,,,487.23,0,10231.85,
ABNAH Cafe Connaught Place,Main Store,ops.saket,Delhi Bakery Supply Co,2026-02-09,GRN-OUT001-260209-00242,INV-2602-00242,,,PO-20260207-OUT001-0040,2026-02-09,ING010,Bagel,,Bakery,Raw Material,,205.0,pcs,0,27.64,,5666.2,0.0,5.0,283.31,,,,,283.31,0,5949.51,
ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-02-10,GRN-OUT001-260210-00243,INV-2602-00243,,,PO-20260207-OUT001-0040,2026-02-10,ING011,Tortilla,,Bakery,Raw Material,,260.0,pcs,0,15.76,,4097.6,0.0,5.0,204.88,,,,,204.88,0,4302.48,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-02-09,GRN-OUT001-260209-00244,INV-2602-00244,,,PO-20260207-OUT001-0040,2026-02-09,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,65.0,pcs,0,71.1,,4621.5,0.0,18.0,831.87,,,,,831.87,0,5453.37,
