Deployment Name,Store/Kitchen Name,User Name,Vendor Name,Date,Transaction Number,Invoice Number,Batch Number,PR Number,PO Number,Invoice Date,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,MRP,Unit Price,Charges Name,Amount,Discount,GST/IGST Rate,GST/IGST Value,CESS Rate,CESS Value,Other Taxes Rate,Other Taxes Value,Total Tax,Item Charges Amount,Total,Source
ABNAH Cafe Saket Premium,Main Store,ops.hk,Delhi Bakery Supply Co,2026-03-01,GRN-OUT003-260301-00364,INV-2603-00364,,,PO-20260225-OUT003-0060,2026-03-01,ING014,Cake Base,,Dessert Inputs,Raw Material,,165.0,pcs,0,48.31,,7971.15,0.0,18.0,1434.81,,,,,1434.81,0,9405.96,
ABNAH Cafe Saket Premium,Main Store,ops.saket,GreenLeaf Produce Delhi,2026-03-02,GRN-OUT003-260302-00366,INV-2603-00366,,,PO-20260225-OUT003-0060,2026-03-02,ING031,Tomato,,Produce,Raw Material,,38.85,kg,0,53.79,,2089.74,0.0,5.0,104.49,,,,,104.49,0,2194.23,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,FreshDairy Foods NCR,2026-03-03,GRN-OUT003-260303-00381,INV-2603-00381,,,PO-20260228-OUT003-0063,2026-03-03,ING006,Cheese,,Dairy,Raw Material,,15.98,kg,0,483.37,,7724.25,0.0,5.0,386.21,,,,,386.21,0,8110.46,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-03-04,GRN-OUT003-260304-00382,INV-2603-00382,,,PO-20260228-OUT003-0063,2026-03-04,ING010,Bagel,,Bakery,Raw Material,,125.0,pcs,0,28.98,,3622.5,36.23,5.0,179.31,,,,,179.31,0,3765.58,
ABNAH Cafe Saket Premium,Main Store,ops.cp,Delhi Bakery Supply Co,2026-03-02,GRN-OUT003-260302-00383,INV-2603-00383,,,PO-20260228-OUT003-0063,2026-03-02,ING012,Croissant Base,,Bakery,Raw Material,,255.0,pcs,0,43.94,,11204.7,112.05,5.0,554.63,,,,,554.63,0,11647.28,
ABNAH Cafe Saket Premium,Main Store,ops.saket,Delhi Bakery Supply Co,2026-03-03,GRN-OUT003-260303-00384,INV-2603-00384,,,PO-20260228-OUT003-0063,2026-03-03,ING014,Cake Base,,Dessert Inputs,Raw Material,,180.0,pcs,0,48.45,,8721.0,0.0,18.0,1569.78,,,,,1569.78,0,10290.78,
ABNAH Cafe Saket Premium,Main Store,store.manager,SweetBase Foods,2026-03-04,GRN-OUT003-260304-00385,INV-2603-00385,,,PO-20260228-OUT003-0063,2026-03-04,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,25.1,litre,0,251.83,,6320.93,63.21,18.0,1126.39,,,,,1126.39,0,7384.11,
ABNAH Cafe Saket Premium,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-03-05,GRN-OUT003-260305-00386,INV-2603-00386,,,PO-20260228-OUT003-0063,2026-03-05,ING028,Lettuce,,Produce,Raw Material,,28.69,kg,0,94.01,,2697.15,0.0,5.0,134.86,,,,,134.86,0,2832.01,
ABNAH Cafe Saket Premium,Main Store,ops.hk,GreenLeaf Produce Delhi,2026-03-04,GRN-OUT003-260304-00387,INV-2603-00387,,,PO-20260228-OUT003-0063,2026-03-04,ING031,Tomato,,Produce,Raw Material,,72.21,kg,0,54.44,,3931.11,39.31,5.0,194.59,,,,,194.59,0,4086.39,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,FreshDairy Foods NCR,2026-03-05,GRN-OUT003-260305-00399,INV-2603-00399,,,PO-20260301-OUT003-0066,2026-03-05,ING002,Milk,,Dairy,Raw Material,,68.52,litre,0,73.08,,5007.44,0.0,5.0,250.37,,,,,250.37,0,5257.81,
