row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260102_00002,ABNAH Cafe Connaught Place,Main Store,inventory.lead,FreshDairy Foods NCR,2026-01-02,GRN-20260102-00002,INV-260101-00002,2026-01-02,ING002,Milk,Dairy,Raw Material,161.22,litre,87.37,74.49,12009.28,0.0,5,600.46,600.46,18.0,12627.74,0.0,0.0,12627.74
ENT_20260102_00004,ABNAH Cafe Connaught Place,Main Store,store.manager,FreshDairy Foods NCR,2026-01-02,GRN-20260102-00004,INV-260101-00004,2026-01-02,ING004,Cream,Dairy,Raw Material,21.24,litre,239.11,214.02,4545.78,68.19,5,223.88,223.88,12.0,4713.47,0.0,0.0,4713.47
ENT_20260102_00005,ABNAH Cafe Connaught Place,Main Store,store.manager,NorthStar Poultry,2026-01-02,GRN-20260102-00005,INV-260101-00005,2026-01-02,ING008,Egg,Protein,Raw Material,390.0,pcs,7.9,6.93,2702.7,40.54,5,133.11,133.11,0.0,2795.27,0.0,0.0,2795.27
ENT_20260103_00001,ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-01-03,GRN-20260103-00001,INV-260101-00001,2026-01-03,ING041,Dessert Box,Packaging,Consumable,435.0,pcs,5.53,5.1,2218.5,33.28,18,393.34,393.34,25.0,2603.56,33.33,169.98,2433.58
ENT_20260103_00007,ABNAH Cafe Connaught Place,Main Store,ops.saket,FreshDairy Foods NCR,2026-01-03,GRN-20260103-00007,INV-260101-00007,2026-01-03,ING003,Oat Milk,Dairy Alternative,Raw Material,37.73,litre,202.81,181.86,6861.58,0.0,5,343.08,343.08,0.0,7204.66,0.0,0.0,7204.66
ENT_20260104_00003,ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-04,GRN-20260104-00003,INV-260101-00003,2026-01-04,ING009,Bread,Bakery,Raw Material,435.0,pcs,12.84,11.51,5006.85,75.1,5,246.59,246.59,0.0,5178.34,0.0,0.0,5178.34
ENT_20260104_00006,ABNAH Cafe Connaught Place,Main Store,ops.cp,SweetBase Foods,2026-01-04,GRN-20260104-00006,INV-260101-00006,2026-01-04,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,42.61,litre,286.1,243.54,10377.24,0.0,18,1867.9,1867.9,18.0,12263.14,0.0,0.0,12263.14
ENT_20260105_00024,ABNAH Cafe Connaught Place,Main Store,inventory.lead,FreshDairy Foods NCR,2026-01-05,GRN-20260105-00024,INV-260104-00024,2026-01-05,ING002,Milk,Dairy,Raw Material,117.44,litre,89.39,75.86,8909.0,0.0,5,445.45,445.45,0.0,9354.45,0.0,0.0,9354.45
ENT_20260105_00026,ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-01-05,GRN-20260105-00026,INV-260104-00026,2026-01-05,ING036,Cold Cup,Packaging,Consumable,1555.0,pcs,3.63,3.23,5022.65,0.0,18,904.08,904.08,0.0,5926.73,0.0,0.0,5926.73
ENT_20260106_00023,ABNAH Cafe Connaught Place,Main Store,ops.hk,SweetBase Foods,2026-01-06,GRN-20260106-00023,INV-260104-00023,2026-01-06,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,17.71,litre,442.89,383.49,6791.61,67.92,5,336.18,336.18,25.0,7084.87,0.0,0.0,7084.87
