row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260102_00015,ABNAH Cafe Saket Premium,Main Store,inventory.lead,PackPro Disposables,2026-01-02,GRN-20260102-00015,INV-260101-00015,2026-01-02,ING043,Wrap Packaging,Packaging,Consumable,280.0,pcs,6.38,5.87,1643.6,24.65,18,291.41,291.41,25.0,1935.36,0.0,0.0,1935.36
ENT_20260102_00016,ABNAH Cafe Saket Premium,Main Store,ops.saket,PackPro Disposables,2026-01-02,GRN-20260102-00016,INV-260101-00016,2026-01-02,ING042,Sandwich Box,Packaging,Consumable,330.0,pcs,7.19,6.59,2174.7,32.62,18,385.57,385.57,18.0,2545.65,0.0,0.0,2545.65
ENT_20260102_00018,ABNAH Cafe Saket Premium,Main Store,store.manager,PackPro Disposables,2026-01-02,GRN-20260102-00018,INV-260101-00018,2026-01-02,ING037,Hot Cup,Packaging,Consumable,738.75,pcs,3.28,2.94,2171.93,0.0,18,390.95,390.95,25.0,2587.88,0.0,0.0,2587.88
ENT_20260102_00019,ABNAH Cafe Saket Premium,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-01-02,GRN-20260102-00019,INV-260101-00019,2026-01-02,ING026,Banana,Produce,Raw Material,59.52,kg,83.4,75.03,4465.79,66.99,5,219.94,219.94,25.0,4643.74,0.0,0.0,4643.74
ENT_20260102_00020,ABNAH Cafe Saket Premium,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-02,GRN-20260102-00020,INV-260101-00020,2026-01-02,ING012,Croissant Base,Bakery,Raw Material,250.0,pcs,46.43,41.05,10262.5,0.0,5,513.12,513.12,12.0,10787.62,0.0,0.0,10787.62
ENT_20260103_00021,ABNAH Cafe Saket Premium,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-03,GRN-20260103-00021,INV-260101-00021,2026-01-03,ING006,Cheese,Dairy,Raw Material,10.04,kg,588.5,502.93,5049.42,75.74,5,248.68,248.68,0.0,5222.36,0.0,0.0,5222.36
ENT_20260104_00014,ABNAH Cafe Saket Premium,Main Store,ops.saket,PackPro Disposables,2026-01-04,GRN-20260104-00014,INV-260101-00014,2026-01-04,ING040,Napkin,Packaging,Consumable,2220.0,pcs,0.36,0.31,688.2,0.0,18,123.88,123.88,25.0,837.08,0.0,0.0,837.08
ENT_20260104_00017,ABNAH Cafe Saket Premium,Main Store,ops.hk,Delhi Bakery Supply Co,2026-01-04,GRN-20260104-00017,INV-260101-00017,2026-01-04,ING015,Cheesecake Base,Dessert Inputs,Raw Material,120.0,pcs,88.63,75.43,9051.6,0.0,18,1629.29,1629.29,12.0,10692.89,2.75,207.43,10485.46
ENT_20260105_00034,ABNAH Cafe Saket Premium,Main Store,ops.hk,PackPro Disposables,2026-01-05,GRN-20260105-00034,INV-260104-00034,2026-01-05,ING038,Lid,Packaging,Consumable,926.46,pcs,1.35,1.17,1083.96,0.0,18,195.11,195.11,18.0,1297.07,0.0,0.0,1297.07
ENT_20260107_00035,ABNAH Cafe Saket Premium,Main Store,ops.saket,FreshDairy Foods NCR,2026-01-07,GRN-20260107-00035,INV-260104-00035,2026-01-07,ING005,Paneer,Dairy,Raw Material,10.75,kg,447.01,382.31,4109.83,0.0,5,205.49,205.49,25.0,4340.32,1.0,382.31,3958.01
ENT_20260107_00036,ABNAH Cafe Saket Premium,Main Store,ops.hk,SpiceRoot Foods,2026-01-07,GRN-20260107-00036,INV-260104-00036,2026-01-07,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,21.02,kg,343.59,292.58,6150.03,0.0,18,1107.01,1107.01,0.0,7257.04,0.0,0.0,7257.04
ENT_20260108_00048,ABNAH Cafe Saket Premium,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-01-08,GRN-20260108-00048,INV-260107-00048,2026-01-08,ING026,Banana,Produce,Raw Material,61.24,kg,82.87,71.64,4387.23,43.87,5,217.17,217.17,12.0,4572.53,0.0,0.0,4572.53
