Deployment Name,Store/Kitchen Name,User Name,Vendor Name,Date,Transaction Number,Invoice Number,Batch Number,PR Number,PO Number,Invoice Date,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,MRP,Unit Price,Charges Name,Amount,Discount,GST/IGST Rate,GST/IGST Value,CESS Rate,CESS Value,Other Taxes Rate,Other Taxes Value,Total Tax,Item Charges Amount,Total,Source
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-01-05,GRN-OUT002-260105-00008,INV-2601-00008,,,PO-20260101-OUT002-0002,2026-01-05,ING010,Bagel,,Bakery,Raw Material,,110.0,pcs,0,28.29,,3111.9,0.0,5.0,155.59,,,,,155.59,0,3267.49,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-02,GRN-OUT002-260102-00009,INV-2601-00009,,,PO-20260101-OUT002-0002,2026-01-02,ING011,Tortilla,,Bakery,Raw Material,,305.0,pcs,0,15.89,,4846.45,0.0,5.0,242.32,,,,,242.32,0,5088.77,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,SweetBase Foods,2026-01-04,GRN-OUT002-260104-00010,INV-2601-00010,,,PO-20260101-OUT002-0002,2026-01-04,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,27.62,litre,0,235.21,,6496.5,0.0,18.0,1169.37,,,,,1169.37,0,7665.87,
ABNAH Cafe Hauz Khas,Main Store,store.manager,FrozenBerry Traders,2026-01-05,GRN-OUT002-260105-00011,INV-2601-00011,,,PO-20260101-OUT002-0002,2026-01-05,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,37.39,kg,0,431.12,,16119.58,0.0,18.0,2901.52,,,,,2901.52,0,19021.1,
ABNAH Cafe Hauz Khas,Main Store,store.manager,FreshDairy Foods NCR,2026-01-03,GRN-OUT002-260103-00012,INV-2601-00012,,,PO-20260101-OUT002-0002,2026-01-03,ING027,Butter,,Dairy,Raw Material,,12.43,kg,0,517.08,,6427.3,0.0,12.0,771.28,,,,,771.28,0,7198.58,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-01-03,GRN-OUT002-260103-00013,INV-2601-00013,,,PO-20260101-OUT002-0002,2026-01-03,ING038,Lid,,Packaging,Consumable,,1445.0,pcs,0,1.16,,1676.2,16.76,18.0,298.7,,,,,298.7,0,1958.14,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,FreshDairy Foods NCR,2026-01-07,GRN-OUT002-260107-00027,INV-2601-00027,,,PO-20260104-OUT002-0005,2026-01-07,ING005,Paneer,,Dairy,Raw Material,,30.98,kg,0,371.83,,11519.29,0.0,5.0,575.96,,,,,575.96,0,12095.25,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-01-06,GRN-OUT002-260106-00028,INV-2601-00028,,,PO-20260104-OUT002-0005,2026-01-06,ING014,Cake Base,,Dessert Inputs,Raw Material,,215.0,pcs,0,45.71,,9827.65,0.0,18.0,1768.98,,,,,1768.98,0,11596.63,
ABNAH Cafe Hauz Khas,Main Store,store.manager,SweetBase Foods,2026-01-07,GRN-OUT002-260107-00029,INV-2601-00029,,,PO-20260104-OUT002-0005,2026-01-07,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,23.77,litre,0,254.12,,6040.43,0.0,18.0,1087.28,,,,,1087.28,0,7127.71,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,TeaLeaf Traders NCR,2026-01-07,GRN-OUT002-260107-00030,INV-2601-00030,,,PO-20260104-OUT002-0005,2026-01-07,ING021,Matcha Powder,,Tea Inputs,Raw Material,,8.69,kg,0,2082.5,,18096.92,0.0,18.0,3257.45,,,,,3257.45,0,21354.37,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,FrozenBerry Traders,2026-01-06,GRN-OUT002-260106-00031,INV-2601-00031,,,PO-20260104-OUT002-0005,2026-01-06,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,22.55,kg,0,408.33,,9207.84,0.0,18.0,1657.41,,,,,1657.41,0,10865.25,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,GreenLeaf Produce Delhi,2026-01-08,GRN-OUT002-260108-00032,INV-2601-00032,,,PO-20260104-OUT002-0005,2026-01-08,ING026,Banana,,Produce,Raw Material,,68.08,kg,0,73.69,,5016.82,0.0,5.0,250.84,,,,,250.84,0,5267.66,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,SpiceRoot Foods,2026-01-09,GRN-OUT002-260109-00033,INV-2601-00033,,,PO-20260104-OUT002-0005,2026-01-09,ING034,Salsa,,Syrups & Sauces,Raw Material,,23.04,kg,0,192.56,,4436.58,0.0,18.0,798.58,,,,,798.58,0,5235.16,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-11,GRN-OUT002-260111-00043,INV-2601-00043,,,PO-20260107-OUT002-0008,2026-01-11,ING004,Cream,,Dairy,Raw Material,,19.05,litre,0,221.53,,4220.15,0.0,5.0,211.01,,,,,211.01,0,4431.16,
ABNAH Cafe Hauz Khas,Main Store,store.manager,NorthStar Poultry,2026-01-12,GRN-OUT002-260112-00044,INV-2601-00044,,,PO-20260107-OUT002-0008,2026-01-12,ING007,Chicken,,Protein,Raw Material,,38.57,kg,0,327.72,,12640.16,0.0,5.0,632.01,,,,,632.01,0,13272.17,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,ChocoCraft Ingredients,2026-01-07,GRN-OUT002-260107-00045,INV-2601-00045,,,PO-20260107-OUT002-0008,2026-01-07,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,42.48,litre,0,266.55,,11323.04,0.0,18.0,2038.15,,,,,2038.15,0,13361.19,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Metro Wholesale Delhi,2026-01-10,GRN-OUT002-260110-00046,INV-2601-00046,,,PO-20260107-OUT002-0008,2026-01-10,ING022,Ice,,Beverage Inputs,Raw Material,,295.67,kg,0,12.57,,3716.57,0.0,5.0,185.83,,,,,185.83,0,3902.4,
ABNAH Cafe Hauz Khas,Main Store,store.manager,Delhi Bakery Supply Co,2026-01-11,GRN-OUT002-260111-00060,INV-2601-00060,,,PO-20260110-OUT002-0011,2026-01-11,ING011,Tortilla,,Bakery,Raw Material,,310.0,pcs,0,15.56,,4823.6,0.0,5.0,241.18,,,,,241.18,0,5064.78,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-10,GRN-OUT002-260110-00061,INV-2601-00061,,,PO-20260110-OUT002-0011,2026-01-10,ING012,Croissant Base,,Bakery,Raw Material,,250.0,pcs,0,44.52,,11130.0,0.0,5.0,556.5,,,,,556.5,0,11686.5,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,Metro Wholesale Delhi,2026-01-12,GRN-OUT002-260112-00062,INV-2601-00062,,,PO-20260110-OUT002-0011,2026-01-12,ING022,Ice,,Beverage Inputs,Raw Material,,499.49,kg,0,11.88,,5933.94,0.0,5.0,296.7,,,,,296.7,0,6230.64,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,FrozenBerry Traders,2026-01-13,GRN-OUT002-260113-00063,INV-2601-00063,,,PO-20260110-OUT002-0011,2026-01-13,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,30.56,kg,0,407.7,,12459.31,0.0,18.0,2242.68,,,,,2242.68,0,14701.99,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,PackPro Disposables,2026-01-12,GRN-OUT002-260112-00064,INV-2601-00064,,,PO-20260110-OUT002-0011,2026-01-12,ING036,Cold Cup,,Packaging,Consumable,,1460.0,pcs,0,3.3,,4818.0,48.18,18.0,858.57,,,,,858.57,0,5628.39,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,NorthStar Poultry,2026-01-16,GRN-OUT002-260116-00078,INV-2601-00078,,,PO-20260113-OUT002-0014,2026-01-16,ING007,Chicken,,Protein,Raw Material,,59.15,kg,0,325.47,,19251.55,0.0,5.0,962.58,,,,,962.58,0,20214.13,
ABNAH Cafe Hauz Khas,Main Store,store.manager,Delhi Bakery Supply Co,2026-01-15,GRN-OUT002-260115-00079,INV-2601-00079,,,PO-20260113-OUT002-0014,2026-01-15,ING010,Bagel,,Bakery,Raw Material,,220.0,pcs,0,27.26,,5997.2,0.0,5.0,299.86,,,,,299.86,0,6297.06,
