Deployment,Store Name,Vendor Name,PO Number,PR Number,PR Deployment,PO Date,Expected Delivery,PO Close Date/Partial Recieve Date,PO Status,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Total Processed Qty,Remaining Balance Qty,Quantity,Unit,Unit Price,Subtotal,Item Wise Discount Amount,Bill Wise Discount Amount,New Subtotal,Tax,Total Item Cost,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260301-OUT003-0066,,,2026-03-01,2026-03-04,2026-03-05,Closed,ING002,Milk,,Dairy,Raw Material,,68.52,0.0,68.52,litre,73.08,5007.44,0,0,5007.44,250.37,5257.81,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260301-OUT003-0066,,,2026-03-01,2026-03-02,2026-03-03,Closed,ING009,Bread,,Bakery,Raw Material,,450.0,0.0,450.0,pcs,12.94,5823.0,0,0,5823.0,291.15,6114.15,
ABNAH Cafe Saket Premium,Main Store,ChocoCraft Ingredients,PO-20260301-OUT003-0066,,,2026-03-01,2026-03-04,2026-03-03,Closed,ING013,Brownie Base,,Dessert Inputs,Raw Material,,215.0,0.0,215.0,pcs,35.6,7654.0,0,0,7654.0,1377.72,9031.72,
ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260301-OUT003-0066,,,2026-03-01,,2026-03-05,Partially Received,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,23.79,7.05,30.84,litre,96.21,2967.12,0,0,2967.12,534.08,3501.2,
ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260301-OUT003-0066,,,2026-03-01,2026-03-03,2026-03-04,Closed,ING026,Banana,,Produce,Raw Material,,53.52,0.0,53.52,kg,75.25,4027.38,0,0,4027.38,201.37,4228.75,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260304-OUT003-0069,,,2026-03-04,2026-03-05,2026-03-05,Closed,ING002,Milk,,Dairy,Raw Material,,177.27,0.0,177.27,litre,78.3,13880.24,0,0,13880.24,694.01,14574.25,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260304-OUT003-0069,,,2026-03-04,2026-03-06,2026-03-07,Closed,ING003,Oat Milk,,Dairy Alternative,Raw Material,,48.5,0.0,48.5,litre,183.87,8917.69,0,0,8917.69,445.89,9363.58,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260304-OUT003-0069,,,2026-03-04,2026-03-06,2026-03-08,Closed,ING005,Paneer,,Dairy,Raw Material,,22.9,0.0,22.9,kg,394.58,9035.88,0,0,9035.88,451.79,9487.67,
ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260304-OUT003-0069,,,2026-03-04,2026-03-06,2026-03-08,Closed,ING034,Salsa,,Syrups & Sauces,Raw Material,,20.5,0.0,20.5,kg,205.35,4209.68,0,0,4209.68,757.74,4967.42,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260304-OUT003-0069,,,2026-03-04,2026-03-06,2026-03-06,Closed,ING037,Hot Cup,,Packaging,Consumable,,1845.0,0.0,1845.0,pcs,2.89,5332.05,0,0,5332.05,959.77,6291.82,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260307-OUT003-0072,,,2026-03-07,2026-03-09,2026-03-11,Partially Received,ING002,Milk,,Dairy,Raw Material,,68.36,75.42,143.78,litre,79.57,11440.57,0,0,11440.57,572.03,12012.6,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260307-OUT003-0072,,,2026-03-07,2026-03-10,2026-03-10,Closed,ING004,Cream,,Dairy,Raw Material,,39.19,0.0,39.19,litre,212.58,8331.01,0,0,8331.01,416.55,8747.56,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260307-OUT003-0072,,,2026-03-07,2026-03-10,2026-03-12,Closed,ING005,Paneer,,Dairy,Raw Material,,35.26,0.0,35.26,kg,388.45,13696.75,0,0,13696.75,684.83,14381.58,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260307-OUT003-0072,,,2026-03-07,2026-03-09,2026-03-09,Partially Received,ING006,Cheese,,Dairy,Raw Material,,11.43,12.15,23.58,kg,511.4,12058.81,0,0,12058.81,602.94,12661.75,
ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260307-OUT003-0072,,,2026-03-07,2026-03-08,2026-03-09,Closed,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,,28.73,0.0,28.73,kg,339.28,9747.51,0,0,9747.51,1754.55,11502.06,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260307-OUT003-0072,,,2026-03-07,2026-03-10,2026-03-09,Closed,ING040,Napkin,,Packaging,Consumable,,1600.0,0.0,1600.0,pcs,0.33,528.0,0,0,528.0,95.04,623.04,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260307-OUT003-0072,,,2026-03-07,2026-03-10,2026-03-11,Closed,ING041,Dessert Box,,Packaging,Consumable,,375.0,0.0,375.0,pcs,5.15,1931.25,0,0,1931.25,347.63,2278.88,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260307-OUT003-0072,,,2026-03-07,2026-03-08,2026-03-09,Partially Received,ING042,Sandwich Box,,Packaging,Consumable,,388.94,106.06,495.0,pcs,6.66,3296.7,0,0,3296.7,593.41,3890.11,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260310-OUT003-0075,,,2026-03-10,2026-03-11,2026-03-12,Closed,ING003,Oat Milk,,Dairy Alternative,Raw Material,,20.05,0.0,20.05,litre,196.99,3949.65,0,0,3949.65,197.48,4147.13,
ABNAH Cafe Saket Premium,Main Store,ChocoCraft Ingredients,PO-20260310-OUT003-0075,,,2026-03-10,2026-03-13,,Cancelled,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,0.0,0.0,34.02,litre,268.36,9129.61,0,0,9129.61,1643.33,10772.94,
ABNAH Cafe Saket Premium,Main Store,TeaLeaf Traders NCR,PO-20260310-OUT003-0075,,,2026-03-10,2026-03-11,2026-03-11,Closed,ING020,Tea Leaves,,Tea Inputs,Raw Material,,14.03,0.0,14.03,kg,655.94,9202.84,0,0,9202.84,460.14,9662.98,
ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260310-OUT003-0075,,,2026-03-10,2026-03-13,2026-03-14,Closed,ING026,Banana,,Produce,Raw Material,,68.16,0.0,68.16,kg,75.77,5164.48,0,0,5164.48,258.22,5422.7,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260310-OUT003-0075,,,2026-03-10,2026-03-11,2026-03-10,Closed,ING037,Hot Cup,,Packaging,Consumable,,1115.0,0.0,1115.0,pcs,2.99,3333.85,0,0,3333.85,600.09,3933.94,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260310-OUT003-0075,,,2026-03-10,2026-03-12,2026-03-12,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,540.0,0.0,540.0,pcs,6.14,3315.6,0,0,3315.6,596.81,3912.41,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260313-OUT003-0078,,,2026-03-13,2026-03-15,2026-03-15,Closed,ING003,Oat Milk,,Dairy Alternative,Raw Material,,42.33,0.0,42.33,litre,182.02,7704.91,0,0,7704.91,385.25,8090.16,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260313-OUT003-0078,,,2026-03-13,2026-03-14,2026-03-15,Partially Received,ING009,Bread,,Bakery,Raw Material,,280.49,214.51,495.0,pcs,11.93,5905.35,0,0,5905.35,295.27,6200.62,
ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260313-OUT003-0078,,,2026-03-13,2026-03-15,2026-03-17,Closed,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,,19.79,0.0,19.79,litre,255.07,5047.84,0,0,5047.84,908.61,5956.45,
