Deployment,Store Name,Vendor Name,PO Number,PR Number,PR Deployment,PO Date,Expected Delivery,PO Close Date/Partial Recieve Date,PO Status,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Total Processed Qty,Remaining Balance Qty,Quantity,Unit,Unit Price,Subtotal,Item Wise Discount Amount,Bill Wise Discount Amount,New Subtotal,Tax,Total Item Cost,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260301-OUT001-0064,,,2026-03-01,2026-03-03,2026-03-05,Closed,ING004,Cream,,Dairy,Raw Material,,38.79,0.0,38.79,litre,213.85,8295.24,0,0,8295.24,414.76,8710.0,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260301-OUT001-0064,,,2026-03-01,,2026-03-04,Partially Received,ING005,Paneer,,Dairy,Raw Material,,29.79,8.07,37.86,kg,388.19,14696.87,0,0,14696.87,734.84,15431.71,
ABNAH Cafe Connaught Place,Main Store,SpiceRoot Foods,PO-20260301-OUT001-0064,,,2026-03-01,2026-03-03,2026-03-05,Closed,ING035,Aioli,,Syrups & Sauces,Raw Material,,29.11,0.0,29.11,kg,330.72,9627.26,0,0,9627.26,1732.91,11360.17,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260301-OUT001-0064,,,2026-03-01,2026-03-02,2026-03-01,Closed,ING037,Hot Cup,,Packaging,Consumable,,1970.0,0.0,1970.0,pcs,2.89,5693.3,0,0,5693.3,1024.79,6718.09,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260301-OUT001-0064,,,2026-03-01,2026-03-02,2026-03-01,Closed,ING038,Lid,,Packaging,Consumable,,1430.0,0.0,1430.0,pcs,1.08,1544.4,0,0,1544.4,277.99,1822.39,
ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260304-OUT001-0067,,,2026-03-04,2026-03-06,2026-03-08,Closed,ING008,Egg,,Protein,Raw Material,,505.0,0.0,505.0,pcs,7.61,3843.05,0,0,3843.05,192.15,4035.2,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260304-OUT001-0067,,,2026-03-04,2026-03-05,,Pending,ING012,Croissant Base,,Bakery,Raw Material,,0.0,300.0,300.0,pcs,42.71,12813.0,0,0,12813.0,640.65,13453.65,
ABNAH Cafe Connaught Place,Main Store,TeaLeaf Traders NCR,PO-20260304-OUT001-0067,,,2026-03-04,2026-03-07,2026-03-07,Partially Received,ING021,Matcha Powder,,Tea Inputs,Raw Material,,6.76,1.98,8.74,kg,2233.15,19517.73,0,0,19517.73,3513.19,23030.92,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260304-OUT001-0067,,,2026-03-04,2026-03-05,2026-03-06,Closed,ING036,Cold Cup,,Packaging,Consumable,,2460.0,0.0,2460.0,pcs,3.14,7724.4,0,0,7724.4,1390.39,9114.79,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260304-OUT001-0067,,,2026-03-04,2026-03-05,2026-03-06,Closed,ING037,Hot Cup,,Packaging,Consumable,,1760.0,0.0,1760.0,pcs,2.8,4928.0,0,0,4928.0,887.04,5815.04,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260307-OUT001-0070,,,2026-03-07,2026-03-09,2026-03-08,Closed,ING009,Bread,,Bakery,Raw Material,,355.0,0.0,355.0,pcs,12.85,4561.75,0,0,4561.75,228.09,4789.84,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260307-OUT001-0070,,,2026-03-07,2026-03-10,2026-03-09,Closed,ING010,Bagel,,Bakery,Raw Material,,175.0,0.0,175.0,pcs,29.33,5132.75,0,0,5132.75,256.64,5389.39,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260307-OUT001-0070,,,2026-03-07,2026-03-08,2026-03-09,Closed,ING011,Tortilla,,Bakery,Raw Material,,200.0,0.0,200.0,pcs,15.22,3044.0,0,0,3044.0,152.2,3196.2,
ABNAH Cafe Connaught Place,Main Store,ChocoCraft Ingredients,PO-20260307-OUT001-0070,,,2026-03-07,2026-03-08,2026-03-08,Closed,ING013,Brownie Base,,Dessert Inputs,Raw Material,,195.0,0.0,195.0,pcs,34.97,6819.15,0,0,6819.15,1227.45,8046.6,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260307-OUT001-0070,,,2026-03-07,2026-03-08,2026-03-09,Closed,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,70.0,0.0,70.0,pcs,76.25,5337.5,0,0,5337.5,960.75,6298.25,
ABNAH Cafe Connaught Place,Main Store,SpiceRoot Foods,PO-20260307-OUT001-0070,,,2026-03-07,2026-03-10,2026-03-11,Closed,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,,13.91,0.0,13.91,kg,359.47,5000.23,0,0,5000.23,900.04,5900.27,
