Deployment,Store Name,Vendor Name,PO Number,PR Number,PR Deployment,PO Date,Expected Delivery,PO Close Date/Partial Recieve Date,PO Status,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Total Processed Qty,Remaining Balance Qty,Quantity,Unit,Unit Price,Subtotal,Item Wise Discount Amount,Bill Wise Discount Amount,New Subtotal,Tax,Total Item Cost,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260301-OUT002-0065,,,2026-03-01,2026-03-03,2026-03-05,Closed,ING004,Cream,,Dairy,Raw Material,,31.35,0.0,31.35,litre,212.74,6669.4,0,0,6669.4,333.47,7002.87,
ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260301-OUT002-0065,,,2026-03-01,2026-03-02,2026-03-04,Closed,ING007,Chicken,,Protein,Raw Material,,51.7,0.0,51.7,kg,357.5,18482.75,0,0,18482.75,924.14,19406.89,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260301-OUT002-0065,,,2026-03-01,2026-03-03,2026-03-03,Closed,ING009,Bread,,Bakery,Raw Material,,300.0,0.0,300.0,pcs,12.19,3657.0,0,0,3657.0,182.85,3839.85,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260301-OUT002-0065,,,2026-03-01,2026-03-02,2026-03-02,Closed,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,125.0,0.0,125.0,pcs,76.45,9556.25,0,0,9556.25,1720.12,11276.37,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260301-OUT002-0065,,,2026-03-01,2026-03-03,2026-03-04,Closed,ING026,Banana,,Produce,Raw Material,,50.1,0.0,50.1,kg,79.64,3989.96,0,0,3989.96,199.5,4189.46,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260301-OUT002-0065,,,2026-03-01,,,Pending,ING036,Cold Cup,,Packaging,Consumable,,0.0,1950.0,1950.0,pcs,3.43,6688.5,0,0,6688.5,1203.93,7892.43,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260301-OUT002-0065,,,2026-03-01,2026-03-04,2026-03-03,Closed,ING039,Straw,,Packaging,Consumable,,1510.0,0.0,1510.0,pcs,0.58,875.8,0,0,875.8,157.64,1033.44,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260304-OUT002-0068,,,2026-03-04,2026-03-05,2026-03-06,Partially Received,ING004,Cream,,Dairy,Raw Material,,20.1,10.39,30.49,litre,222.76,6791.95,0,0,6791.95,339.6,7131.55,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260304-OUT002-0068,,,2026-03-04,2026-03-05,2026-03-05,Closed,ING005,Paneer,,Dairy,Raw Material,,52.83,0.0,52.83,kg,379.41,20044.23,0,0,20044.23,1002.21,21046.44,
ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260304-OUT002-0068,,,2026-03-04,2026-03-05,2026-03-06,Closed,ING013,Brownie Base,,Dessert Inputs,Raw Material,,165.0,0.0,165.0,pcs,33.57,5539.05,0,0,5539.05,997.03,6536.08,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260304-OUT002-0068,,,2026-03-04,2026-03-07,2026-03-08,Closed,ING039,Straw,,Packaging,Consumable,,1560.0,0.0,1560.0,pcs,0.58,904.8,0,0,904.8,162.86,1067.66,
