Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Indent Receive Qty,Amt,Indent Dispatch Qty,Amt,InternalIndent Receive Qty,Amt,InternalIndent Dispatch Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,PhysicalGain/Loss Qty,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Connaught Place,Main Store,ING001,Coffee Beans,Coffee Inputs,Raw Material,1017.34,2026-03-01,0.1829,kg,186.07,14.17,14415.71,0,0,0,0,0,0,0,0,0.0,0.0,10.5186,10700.99,0,0,3.48,3540.34,13.9986,14241.34,0.0,0.0,0,0,0.3543,360.44,2026-03-31,0.0,0.0,0.0,0.0,-26.4852,-26944.45,0.0,0.0
ABNAH Cafe Connaught Place,Main Store,ING002,Milk,Dairy,Raw Material,74.61,2026-03-01,343.8342,litre,25653.47,316.8,23636.45,0,0,0,0,0,0,0,0,0.0,0.0,307.5589,22946.97,0,0,13.92,1038.57,321.4789,23985.54,4.6012,343.3,0,0,0.0,0.0,2026-03-31,334.5541,24961.08,0.36,26.86,336.995,25143.2,334.9141,24987.94
ABNAH Cafe Connaught Place,Main Store,ING003,Oat Milk,Dairy Alternative,Raw Material,188.7,2026-03-01,83.0674,litre,15674.82,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,18.3527,3463.15,0,0,0.0,0.0,18.3527,3463.15,0.0,0.0,0,0,0.0,0.0,2026-03-31,64.7147,12211.66,-0.056,-10.57,64.8964,12245.95,64.6587,12201.1
ABNAH Cafe Connaught Place,Main Store,ING004,Cream,Dairy,Raw Material,213.85,2026-03-01,169.1757,litre,36178.22,38.79,8295.24,0,0,0,0,0,0,0,0,5.8,1240.33,7.5781,1620.58,0,0,0.0,0.0,7.5781,1620.58,0.0,0.0,0,0,0.0,0.0,2026-03-31,206.1876,44093.22,-0.02,-4.28,206.2477,44106.07,206.1676,44088.94
ABNAH Cafe Connaught Place,Main Store,ING005,Paneer,Dairy,Raw Material,384.25,2026-03-01,88.0528,kg,33834.29,78.79,30275.06,0,0,0,0,0,0,0,0,0.0,0.0,8.6563,3326.18,0,0,0.0,0.0,8.6563,3326.18,0.0,0.0,0,0,0.0,0.0,2026-03-31,158.1865,60783.16,-0.072,-27.67,158.3228,60835.54,158.1145,60755.5
ABNAH Cafe Connaught Place,Main Store,ING006,Cheese,Dairy,Raw Material,496.96,2026-03-01,53.0157,kg,26346.68,50.09,24892.73,0,0,0,0,0,0,0,0,0.0,0.0,8.8992,4422.55,0,0,0.0,0.0,8.8992,4422.55,0.0,0.0,0,0,0.0,0.0,2026-03-31,94.2065,46816.86,-0.06,-29.82,94.3207,46873.62,94.1465,46787.04
ABNAH Cafe Connaught Place,Main Store,ING007,Chicken,Protein,Raw Material,350.79,2026-03-01,180.0519,kg,63160.41,64.97,22790.83,0,0,0,0,0,0,0,0,0.0,0.0,13.9831,4905.13,0,0,0.0,0.0,13.9831,4905.13,0.0,0.0,0,0,0.0,0.0,2026-03-31,231.0388,81046.1,0.028,9.82,231.2319,81113.84,231.0668,81055.92
ABNAH Cafe Connaught Place,Main Store,ING008,Egg,Protein,Raw Material,7.58,2026-03-01,971.684,pcs,7365.36,1025.0,7769.5,0,0,0,0,0,0,0,0,0.0,0.0,40.48,306.84,0,0,0.0,0.0,40.48,306.84,0.0,0.0,0,0,12.625,95.7,2026-03-31,1943.579,14732.33,0.24,1.82,1944.059,14735.97,1943.819,14734.15
ABNAH Cafe Connaught Place,Main Store,ING009,Bread,Bakery,Raw Material,12.34,2026-03-01,862.4632,pcs,10642.8,1225.0,15116.5,0,0,0,0,0,0,0,0,0.0,0.0,370.326,4569.82,0,0,0.0,0.0,370.326,4569.82,2.9394,36.27,0,0,12.5,154.25,2026-03-31,1701.6978,20998.95,-0.6,-7.4,1710.0238,21101.69,1701.0978,20991.55
ABNAH Cafe Connaught Place,Main Store,ING010,Bagel,Bakery,Raw Material,29.6,2026-03-01,1271.046,pcs,37622.96,365.0,10804.0,0,0,0,0,0,0,0,0,0.0,0.0,41.08,1215.97,0,0,0.0,0.0,41.08,1215.97,0.0,0.0,0,0,0.0,0.0,2026-03-31,1594.966,47210.99,-0.36,-10.66,1596.046,47242.96,1594.606,47200.34
ABNAH Cafe Connaught Place,Main Store,ING011,Tortilla,Bakery,Raw Material,15.08,2026-03-01,1618.116,pcs,24401.19,991.6,14953.33,0,0,0,0,0,0,0,0,0.0,0.0,30.6,461.45,0,0,0.0,0.0,30.6,461.45,0.0,0.0,0,0,0.0,0.0,2026-03-31,2579.116,38893.07,0.2,3.02,2579.716,38902.12,2579.316,38896.09
ABNAH Cafe Connaught Place,Main Store,ING012,Croissant Base,Bakery,Raw Material,42.17,2026-03-01,354.2726,pcs,14939.68,295.62,12466.3,0,0,0,0,0,0,0,0,0.0,0.0,158.255,6673.61,0,0,0.0,0.0,158.255,6673.61,1.2586,53.08,0,0,0.0,0.0,2026-03-31,490.379,20679.28,0.13,5.48,493.634,20816.55,490.509,20684.76
ABNAH Cafe Connaught Place,Main Store,ING013,Brownie Base,Dessert Inputs,Raw Material,34.97,2026-03-01,1366.344,pcs,47781.05,195.0,6819.15,0,0,0,0,0,0,0,0,0.0,0.0,15.21,531.89,0,0,0.0,0.0,15.21,531.89,0.0,0.0,0,0,0.0,0.0,2026-03-31,1546.134,54068.31,0.14,4.9,1546.344,54075.65,1546.274,54073.2
ABNAH Cafe Connaught Place,Main Store,ING014,Cake Base,Dessert Inputs,Raw Material,48.17,2026-03-01,334.1203,pcs,16094.57,545.0,26252.65,0,0,0,0,0,0,0,0,0.0,0.0,127.2834,6131.24,0,0,0.0,0.0,127.2834,6131.24,1.0203,49.15,0,0,0.0,0.0,2026-03-31,750.8166,36166.84,-0.3,-14.45,752.45,36245.52,750.5166,36152.38
ABNAH Cafe Connaught Place,Main Store,ING015,Cheesecake Base,Dessert Inputs,Raw Material,74.11,2026-03-01,370.49,pcs,27457.01,500.0,37055.0,0,0,0,0,0,0,0,0,0.0,0.0,16.192,1199.99,0,0,0.0,0.0,16.192,1199.99,0.0,0.0,0,0,0.0,0.0,2026-03-31,854.298,63312.02,0.07,5.19,854.49,63326.25,854.368,63317.21
ABNAH Cafe Connaught Place,Main Store,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,265.2,2026-03-01,27.2446,litre,7225.27,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,14.1882,3762.71,0,0,0.0,0.0,14.1882,3762.71,0.0,0.0,0,0,0.0,0.0,2026-03-31,13.0564,3462.56,-0.048,-12.73,13.169,3492.42,13.0084,3449.83
ABNAH Cafe Connaught Place,Main Store,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,262.8,2026-03-01,96.4014,litre,25334.29,81.51,21420.83,0,0,0,0,0,0,0,0,0.0,0.0,4.0778,1071.65,0,0,0.0,0.0,4.0778,1071.65,0.0,0.0,0,0,0.0,0.0,2026-03-31,173.8336,45683.47,-0.04,-10.51,173.8978,45700.34,173.7936,45672.96
ABNAH Cafe Connaught Place,Main Store,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,244.8,2026-03-01,87.4334,litre,21403.7,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.5193,616.72,0,0,0.0,0.0,2.5193,616.72,0.0,0.0,0,0,0.0,0.0,2026-03-31,84.9141,20786.97,0.0,0.0,84.9489,20795.49,84.9141,20786.97
ABNAH Cafe Connaught Place,Main Store,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,96.89,2026-03-01,74.5051,litre,7218.8,36.71,3556.83,0,0,0,0,0,0,0,0,0.0,0.0,35.5247,3441.99,0,0,0.0,0.0,35.5247,3441.99,0.0,0.0,0,0,0.0,0.0,2026-03-31,75.6904,7333.64,-0.072,-6.98,76.1809,7381.17,75.6184,7326.67
ABNAH Cafe Connaught Place,Main Store,ING020,Tea Leaves,Tea Inputs,Raw Material,632.4,2026-03-01,61.9829,kg,39197.99,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5168,326.82,0,0,0.0,0.0,0.5168,326.82,0.0,0.0,0,0,0.0,0.0,2026-03-31,61.4661,38871.16,-0.02,-12.65,61.4707,38874.07,61.4461,38858.51
