Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Indent Receive Qty,Amt,Indent Dispatch Qty,Amt,InternalIndent Receive Qty,Amt,InternalIndent Dispatch Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,PhysicalGain/Loss Qty,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Hauz Khas,Main Store,ING001,Coffee Beans,Coffee Inputs,Raw Material,1035.02,2026-03-01,24.3104,kg,25161.75,37.84,39165.16,0,0,0,0,0,0,0,0,0.0,0.0,35.4206,36661.03,0,0,0.0,0.0,35.4206,36661.03,0.0,0.0,0,0,0.0,0.0,2026-03-31,26.7298,27665.88,0.048,49.68,27.9276,28905.62,26.7778,27715.56
ABNAH Cafe Hauz Khas,Main Store,ING002,Milk,Dairy,Raw Material,72.74,2026-03-01,53.3042,litre,3877.35,139.31,10133.41,0,0,0,0,0,0,0,0,13.92,1012.54,199.7493,14529.76,0,0,0.0,0.0,199.7493,14529.76,6.7849,493.53,0,0,0.0,0.0,2026-03-31,0.0,0.0,0.0,0.0,-92.7017,-6743.12,0.0,0.0
ABNAH Cafe Hauz Khas,Main Store,ING003,Oat Milk,Dairy Alternative,Raw Material,188.7,2026-03-01,5.4896,litre,1035.89,39.54,7461.2,0,0,0,0,0,0,0,0,0.0,0.0,11.3895,2149.2,0,0,0.0,0.0,11.3895,2149.2,0.0,0.0,0,0,0.0,0.0,2026-03-31,33.6401,6347.89,0.028,5.28,34.0676,6428.56,33.6681,6353.17
ABNAH Cafe Hauz Khas,Main Store,ING004,Cream,Dairy,Raw Material,216.65,2026-03-01,149.1045,litre,32303.49,51.45,11146.64,0,0,0,0,0,0,0,0,0.0,0.0,8.6305,1869.8,0,0,0.0,0.0,8.6305,1869.8,0.0,0.0,0,0,0.0,0.0,2026-03-31,191.924,41580.33,0.04,8.67,192.4125,41686.17,191.964,41589.0
ABNAH Cafe Hauz Khas,Main Store,ING005,Paneer,Dairy,Raw Material,380.57,2026-03-01,179.9115,kg,68468.92,137.31,52256.07,0,0,0,0,0,0,0,0,0.0,0.0,8.2624,3144.42,0,0,0.0,0.0,8.2624,3144.42,0.0,0.0,0,0,0.0,0.0,2026-03-31,308.9591,117580.56,0.024,9.13,309.4415,117764.15,308.9831,117589.7
ABNAH Cafe Hauz Khas,Main Store,ING006,Cheese,Dairy,Raw Material,497.73,2026-03-01,34.5512,kg,17197.17,53.8,26777.87,0,0,0,0,0,0,0,0,0.0,0.0,6.7901,3379.64,0,0,0.0,0.0,6.7901,3379.64,0.0,0.0,0,0,0.0,0.0,2026-03-31,81.5611,40595.41,0.02,9.95,81.9212,40774.64,81.5811,40605.36
ABNAH Cafe Hauz Khas,Main Store,ING007,Chicken,Protein,Raw Material,348.94,2026-03-01,173.7972,kg,60644.79,83.73,29216.75,0,0,0,0,0,0,0,0,0.0,0.0,11.5291,4022.96,0,0,0.0,0.0,11.5291,4022.96,0.0,0.0,0,0,0.0,0.0,2026-03-31,245.9981,85838.58,-0.084,-29.31,246.3772,85970.86,245.9141,85809.27
ABNAH Cafe Hauz Khas,Main Store,ING008,Egg,Protein,Raw Material,7.29,2026-03-01,1264.086,pcs,9215.19,1001.99,7304.51,0,0,0,0,0,0,0,0,0.0,0.0,31.05,226.35,0,0,0.0,0.0,31.05,226.35,0.0,0.0,0,0,0.0,0.0,2026-03-31,2235.026,16293.34,-0.72,-5.25,2236.076,16300.99,2234.306,16288.09
ABNAH Cafe Hauz Khas,Main Store,ING009,Bread,Bakery,Raw Material,11.94,2026-03-01,1227.2318,pcs,14653.15,1225.0,14626.5,0,0,0,0,0,0,0,0,0.0,0.0,219.816,2624.6,0,0,0.0,0.0,219.816,2624.6,3.4591,41.3,0,0,0.0,0.0,2026-03-31,2228.9567,26613.74,0.9,10.75,2235.7727,26695.13,2229.8567,26624.49
ABNAH Cafe Hauz Khas,Main Store,ING010,Bagel,Bakery,Raw Material,29.05,2026-03-01,796.096,pcs,23126.59,200.0,5810.0,0,0,0,0,0,0,0,0,0.0,0.0,38.184,1109.25,0,0,0.0,0.0,38.184,1109.25,0.0,0.0,0,0,0.0,0.0,2026-03-31,957.912,27827.34,0.0,0.0,959.096,27861.74,957.912,27827.34
ABNAH Cafe Hauz Khas,Main Store,ING011,Tortilla,Bakery,Raw Material,15.37,2026-03-01,1863.476,pcs,28641.63,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,68.442,1051.95,0,0,0.0,0.0,68.442,1051.95,0.0,0.0,0,0,0.0,0.0,2026-03-31,1795.034,27589.67,0.6,9.22,1797.476,27627.21,1795.634,27598.89
ABNAH Cafe Hauz Khas,Main Store,ING012,Croissant Base,Bakery,Raw Material,45.16,2026-03-01,563.8019,pcs,25461.29,270.0,12193.2,0,0,0,0,0,0,0,0,0.0,0.0,130.536,5895.01,0,0,0.0,0.0,130.536,5895.01,2.0462,92.41,0,0,0.0,0.0,2026-03-31,701.2197,31667.08,0.26,11.74,705.7557,31871.93,701.4797,31678.82
ABNAH Cafe Hauz Khas,Main Store,ING013,Brownie Base,Dessert Inputs,Raw Material,33.96,2026-03-01,158.723,pcs,5390.23,475.0,16131.0,0,0,0,0,0,0,0,0,20.88,709.08,20.74,704.33,0,0,0.0,0.0,20.74,704.33,0.0,0.0,0,0,0.0,0.0,2026-03-31,633.863,21525.99,0.28,9.51,634.603,21551.12,634.143,21535.5
