row_id,deployment,date,generation_date,generation_time,item_code,item_name,super_category_code,super_category_name,category_code,category_name,unit_name,average_price,store_stock_qty,total_qty,total_amt
INV_20260101_OUT001_ING001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING001,Coffee Beans,,Raw Material,CAT001,Coffee Inputs,kg,999.57,16.399,16.399,16391.95
INV_20260101_OUT001_ING002,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,72.78,158.4947,158.4947,11535.24
INV_20260101_OUT001_ING003,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING003,Oat Milk,,Raw Material,CAT003,Dairy Alternative,litre,181.05,44.6901,44.6901,8091.14
INV_20260101_OUT001_ING004,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,217.36,38.0398,38.0398,8268.33
INV_20260101_OUT001_ING005,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,350.37,39.8538,39.8538,13963.58
INV_20260101_OUT001_ING006,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING006,Cheese,,Raw Material,CAT002,Dairy,kg,493.15,23.3896,23.3896,11534.58
INV_20260101_OUT001_ING007,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,330.48,67.1248,67.1248,22183.4
INV_20260101_OUT001_ING008,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,7.19,710.1021,710.1021,5105.63
INV_20260101_OUT001_ING009,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING009,Bread,SUP001,Raw Material,CAT005,Bakery,pcs,12.22,792.31,792.31,9682.03
INV_20260101_OUT001_ING010,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,27.68,233.3776,233.3776,6459.89
INV_20260101_OUT001_ING011,ABNAH Cafe Connaught Place,2026-01-01,2026-01-01,23:55:00,ING011,Tortilla,SUP001,Raw Material,CAT005,Bakery,pcs,14.91,391.5068,391.5068,5837.37
