row_id,deployment,date,generation_date,generation_time,item_code,item_name,super_category_code,super_category_name,category_code,category_name,unit_name,average_price,store_stock_qty,total_qty,total_amt
INV_20260101_OUT003_ING001,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING001,Coffee Beans,SUP001,Raw Material,CAT001,Coffee Inputs,kg,982.74,16.4522,16.4522,16168.24
INV_20260101_OUT003_ING002,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,73.19,131.3917,131.3917,9616.56
INV_20260101_OUT003_ING003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,181.78,54.603,54.603,9925.73
INV_20260101_OUT003_ING004,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING004,Cream,,Raw Material,,Dairy,litre,209.1,39.9016,39.9016,8343.42
INV_20260101_OUT003_ING005,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,371.76,54.2817,54.2817,20179.76
INV_20260101_OUT003_ING006,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,479.23,34.5982,34.5982,16580.5
INV_20260101_OUT003_ING007,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,342.65,42.3259,42.3259,14502.97
INV_20260101_OUT003_ING008,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,7.07,596.6197,596.6197,4218.1
INV_20260101_OUT003_ING009,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING009,Bread,SUP001,Raw Material,CAT005,Bakery,pcs,12.06,942.6619,942.6619,11368.5
INV_20260101_OUT003_ING010,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,27.5,393.4696,393.4696,10820.41
INV_20260101_OUT003_ING011,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING011,Tortilla,SUP001,Raw Material,CAT005,Bakery,pcs,14.77,394.0601,394.0601,5820.27
INV_20260101_OUT003_ING012,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING012,Croissant Base,SUP001,Raw Material,CAT005,Bakery,pcs,42.24,439.0838,439.0838,18546.9
INV_20260101_OUT003_ING013,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING013,Brownie Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,34.05,504.2965,504.2965,17171.3
INV_20260101_OUT003_ING014,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING014,Cake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,46.35,339.9915,339.9915,15758.61
INV_20260101_OUT003_ING015,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING015,Cheesecake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,70.38,137.6287,137.6287,9686.31
INV_20260101_OUT003_ING016,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING016,Chocolate Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,269.99,50.6736,50.6736,13681.37
INV_20260101_OUT003_ING017,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING017,Caramel Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,252.45,31.0494,31.0494,7838.42
INV_20260101_OUT003_ING018,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING018,Vanilla Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,243.57,27.5435,27.5435,6708.77
INV_20260101_OUT003_ING019,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING019,Sugar Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,91.49,47.7005,47.7005,4364.12
INV_20260101_OUT003_ING020,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING020,Tea Leaves,SUP001,Raw Material,CAT008,Tea Inputs,kg,603.48,20.6099,20.6099,12437.66
INV_20260101_OUT003_ING021,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING021,Matcha Powder,SUP001,Raw Material,,Tea Inputs,kg,2109.96,13.2043,13.2043,27860.54
INV_20260101_OUT003_ING022,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING022,Ice,SUP001,Raw Material,CAT009,Beverage Inputs,kg,12.46,642.4767,642.4767,8005.26
INV_20260101_OUT003_ING023,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING023,Lemon,SUP001,Raw Material,CAT010,Produce,kg,107.46,41.9383,41.9383,4506.69
INV_20260101_OUT003_ING024,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING024,Hibiscus Concentrate,SUP001,Raw Material,CAT009,Beverage Inputs,litre,378.59,22.6956,22.6956,8592.33
INV_20260101_OUT003_ING025,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING025,Mixed Berry Pulp,SUP001,Raw Material,CAT011,Fruit Inputs,kg,427.36,38.6141,38.6141,16502.12
INV_20260101_OUT003_ING026,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING026,Banana,SUP001,Raw Material,CAT010,Produce,kg,74.7,89.4881,89.4881,6684.76
INV_20260101_OUT003_ING027,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING027,Butter,SUP001,Raw Material,CAT002,Dairy,kg,506.51,24.0595,24.0595,12186.38
INV_20260101_OUT003_ING028,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING028,Lettuce,SUP001,Raw Material,CAT010,Produce,kg,98.18,20.4703,20.4703,2009.77
INV_20260101_OUT003_ING029,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING029,Onion,SUP001,Raw Material,CAT010,Produce,kg,41.38,79.2438,79.2438,3279.11
INV_20260101_OUT003_ING030,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING030,Capsicum,SUP001,Raw Material,CAT010,Produce,kg,82.85,31.9545,31.9545,2647.43
INV_20260101_OUT003_ING031,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING031,Tomato,SUP001,Raw Material,CAT010,Produce,kg,52.48,97.6176,97.6176,5122.97
INV_20260101_OUT003_ING032,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING032,Pesto Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,336.5,36.1306,36.1306,12157.95
INV_20260101_OUT003_ING033,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING033,Chipotle Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,290.24,33.3064,33.3064,9666.85
INV_20260101_OUT003_ING035,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING035,Aioli,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,303.97,20.7091,20.7091,6294.95
INV_20260101_OUT003_ING036,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING036,Cold Cup,SUP002,Consumable,CAT012,Packaging,pcs,3.2,3202.1495,3202.1495,10246.88
INV_20260101_OUT003_ING037,ABNAH Cafe Saket Premium,2026-01-01,2026-01-01,23:55:00,ING037,Hot Cup,SUP002,Consumable,CAT012,Packaging,pcs,2.84,2878.6327,2878.6327,8175.32
INV_20260102_OUT003_ING001,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING001,Coffee Beans,,Raw Material,CAT001,Coffee Inputs,kg,986.82,15.7041,15.7041,15497.12
INV_20260102_OUT003_ING002,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,73.14,124.2064,124.2064,9084.46
INV_20260102_OUT003_ING003,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,185.81,54.603,54.603,10145.78
INV_20260102_OUT003_ING004,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,208.3,39.5899,39.5899,8246.58
INV_20260102_OUT003_ING005,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,368.1,54.2817,54.2817,19981.09
INV_20260102_OUT003_ING006,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,495.81,34.2503,34.2503,16981.64
INV_20260102_OUT003_ING007,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,327.62,41.9363,41.9363,13739.17
INV_20260102_OUT003_ING008,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,7.13,594.4972,594.4972,4238.77
INV_20260102_OUT003_ING009,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING009,Bread,SUP001,Raw Material,,Bakery,pcs,12.47,936.3835,936.3835,11676.7
INV_20260102_OUT003_ING010,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,28.33,393.4696,393.4696,11146.99
INV_20260102_OUT003_ING011,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING011,Tortilla,SUP001,Raw Material,CAT005,Bakery,pcs,15.34,393.0409,393.0409,6029.25
INV_20260102_OUT003_ING012,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING012,Croissant Base,SUP001,Raw Material,CAT005,Bakery,pcs,41.59,679.5165,679.5165,28261.09
INV_20260102_OUT003_ING013,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING013,Brownie Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,33.84,502.2781,502.2781,16997.09
INV_20260102_OUT003_ING014,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING014,Cake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,47.38,333.0395,333.0395,15779.41
INV_20260102_OUT003_ING015,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING015,Cheesecake Base,SUP001,Raw Material,,Dessert Inputs,pcs,74.7,136.6463,136.6463,10207.48
INV_20260102_OUT003_ING016,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING016,Chocolate Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,255.47,50.2591,50.2591,12839.69
INV_20260102_OUT003_ING017,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING017,Caramel Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,247.62,30.8546,30.8546,7640.22
INV_20260102_OUT003_ING018,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING018,Vanilla Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,235.8,27.4831,27.4831,6480.51
INV_20260102_OUT003_ING019,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING019,Sugar Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,93.11,46.9361,46.9361,4370.22
INV_20260102_OUT003_ING020,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING020,Tea Leaves,SUP001,Raw Material,CAT008,Tea Inputs,kg,640.7,20.596,20.596,13195.86
INV_20260102_OUT003_ING021,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING021,Matcha Powder,SUP001,Raw Material,,Tea Inputs,kg,2133.93,13.2043,13.2043,28177.05
INV_20260102_OUT003_ING022,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING022,Ice,SUP001,Raw Material,CAT009,Beverage Inputs,kg,12.43,639.8897,639.8897,7953.83
INV_20260102_OUT003_ING023,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING023,Lemon,SUP001,Raw Material,CAT010,Produce,kg,111.96,41.8159,41.8159,4681.71
INV_20260102_OUT003_ING024,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING024,Hibiscus Concentrate,SUP001,Raw Material,CAT009,Beverage Inputs,litre,394.65,22.6596,22.6596,8942.61
INV_20260102_OUT003_ING025,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING025,Mixed Berry Pulp,SUP001,Raw Material,CAT011,Fruit Inputs,kg,436.4,38.3055,38.3055,16716.52
INV_20260102_OUT003_ING026,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING026,Banana,SUP001,Raw Material,CAT010,Produce,kg,70.18,148.8709,148.8709,10447.76
INV_20260102_OUT003_ING027,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING027,Butter,SUP001,Raw Material,CAT002,Dairy,kg,511.98,23.8467,23.8467,12209.03
INV_20260102_OUT003_ING028,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING028,Lettuce,SUP001,Raw Material,CAT010,Produce,kg,94.39,20.4012,20.4012,1925.67
INV_20260102_OUT003_ING029,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING029,Onion,SUP001,Raw Material,CAT010,Produce,kg,42.55,79.2225,79.2225,3370.92
INV_20260102_OUT003_ING030,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING030,Capsicum,SUP001,Raw Material,CAT010,Produce,kg,81.65,31.9297,31.9297,2607.06
INV_20260102_OUT003_ING031,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING031,Tomato,SUP001,Raw Material,CAT010,Produce,kg,53.1,97.5576,97.5576,5180.31
INV_20260102_OUT003_ING032,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING032,Pesto Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,346.41,36.1039,36.1039,12506.75
INV_20260102_OUT003_ING033,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING033,Chipotle Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,284.01,33.2377,33.2377,9439.84
INV_20260102_OUT003_ING035,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING035,Aioli,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,319.66,20.7091,20.7091,6619.87
INV_20260102_OUT003_ING036,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING036,Cold Cup,SUP002,Consumable,CAT012,Packaging,pcs,3.26,3183.3391,3183.3391,10377.69
INV_20260102_OUT003_ING037,ABNAH Cafe Saket Premium,2026-01-02,2026-01-02,23:55:00,ING037,Hot Cup,SUP002,Consumable,CAT012,Packaging,pcs,2.88,3592.0675,3592.0675,10345.15
INV_20260103_OUT003_ING001,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING001,Coffee Beans,SUP001,Raw Material,CAT001,Coffee Inputs,kg,989.14,14.1325,14.1325,13979.02
INV_20260103_OUT003_ING002,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,70.17,110.0037,110.0037,7718.96
INV_20260103_OUT003_ING003,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,179.8,53.1404,53.1404,9554.64
INV_20260103_OUT003_ING004,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,210.74,39.1543,39.1543,8251.38
INV_20260103_OUT003_ING005,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,362.96,53.9294,53.9294,19574.22
INV_20260103_OUT003_ING006,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,491.17,44.0775,44.0775,21649.55
INV_20260103_OUT003_ING007,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,326.75,41.4853,41.4853,13555.32
INV_20260103_OUT003_ING008,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,6.83,592.4644,592.4644,4046.53
INV_20260103_OUT003_ING009,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING009,Bread,SUP001,Raw Material,CAT005,Bakery,pcs,12.1,930.4641,930.4641,11258.62
INV_20260103_OUT003_ING010,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,28.25,391.4705,391.4705,11059.04
INV_20260103_OUT003_ING011,ABNAH Cafe Saket Premium,2026-01-03,2026-01-03,23:55:00,ING011,Tortilla,SUP001,Raw Material,CAT005,Bakery,pcs,14.83,389.0251,389.0251,5769.24
