Deployment,Store/Kitchen,Category,Item Type,Is Asset,Item Name,Unit,Price,Opening Qty,Opening Amt,Purchase Qty,Purchase Amt,Production Qty,Production Amt,Consumption Qty,Consumption Amt,Stock In Qty,Stock In Amt,Stock Out Qty,Stock Out Amt,Wastage Qty,Wastage Amt,Resue Qty,Reuse Amt,Return Qty,Return Amt,Closing Qty,Closing Amt,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Physical Gain/Loss Qty,Physical Gain/Loss Amt,Actual Consumption Qty,Actual Consumption Amt,Physical Adjusted Closing Qty,Physical Adjusted Closing Amt
ABNAH Cafe Connaught Place,Main Store,Coffee Inputs,Raw Material,No,Coffee Beans,kg,1017.34,0.1829,186.07,0,0,0,0,10.5186,10700.99,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,-26.4852,-26944.45,0.0,0.0,10.5186,10700.99,0.0,0.0
ABNAH Cafe Connaught Place,Main Store,Dairy,Raw Material,No,Milk,litre,74.61,343.8342,25653.47,0,0,0,0,307.5589,22946.97,0.0,0.0,0,0,4.6012,343.3,0,0,0,0,334.5541,24961.08,334.9141,24987.94,7.0421,525.41,0.36,26.86,312.1601,23290.27,334.9141,24987.94
ABNAH Cafe Connaught Place,Main Store,Dairy Alternative,Raw Material,No,Oat Milk,litre,188.7,83.0674,15674.82,0,0,0,0,18.3527,3463.15,0.0,0.0,0,0,0.0,0.0,0,0,0,0,64.7147,12211.66,64.6587,12201.1,0.1817,34.29,-0.056,-10.57,18.3527,3463.15,64.6587,12201.1
ABNAH Cafe Connaught Place,Main Store,Dairy,Raw Material,No,Cream,litre,213.85,169.1757,36178.22,0,0,0,0,7.5781,1620.58,5.8,1240.33,0,0,0.0,0.0,0,0,0,0,206.1876,44093.22,206.1676,44088.94,0.0601,12.85,-0.02,-4.28,7.5781,1620.58,206.1676,44088.94
ABNAH Cafe Connaught Place,Main Store,Dairy,Raw Material,No,Paneer,kg,384.25,88.0528,33834.29,0,0,0,0,8.6563,3326.18,0.0,0.0,0,0,0.0,0.0,0,0,0,0,158.1865,60783.16,158.1145,60755.5,0.1363,52.37,-0.072,-27.67,8.6563,3326.18,158.1145,60755.5
ABNAH Cafe Connaught Place,Main Store,Dairy,Raw Material,No,Cheese,kg,496.96,53.0157,26346.68,0,0,0,0,8.8992,4422.55,0.0,0.0,0,0,0.0,0.0,0,0,0,0,94.2065,46816.86,94.1465,46787.04,0.1142,56.75,-0.06,-29.82,8.8992,4422.55,94.1465,46787.04
ABNAH Cafe Connaught Place,Main Store,Protein,Raw Material,No,Chicken,kg,350.79,180.0519,63160.41,0,0,0,0,13.9831,4905.13,0.0,0.0,0,0,0.0,0.0,0,0,0,0,231.0388,81046.1,231.0668,81055.92,0.1931,67.74,0.028,9.82,13.9831,4905.13,231.0668,81055.92
ABNAH Cafe Connaught Place,Main Store,Protein,Raw Material,No,Egg,pcs,7.58,971.684,7365.36,0,0,0,0,40.48,306.84,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1943.579,14732.33,1943.819,14734.15,0.48,3.64,0.24,1.82,40.48,306.84,1943.819,14734.15
ABNAH Cafe Connaught Place,Main Store,Bakery,Raw Material,No,Bread,pcs,12.34,862.4632,10642.8,0,0,0,0,370.326,4569.82,0.0,0.0,0,0,2.9394,36.27,0,0,0,0,1701.6978,20998.95,1701.0978,20991.55,11.2654,139.02,-0.6,-7.4,373.2654,4606.1,1701.0978,20991.55
ABNAH Cafe Connaught Place,Main Store,Bakery,Raw Material,No,Bagel,pcs,29.6,1271.046,37622.96,0,0,0,0,41.08,1215.97,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1594.966,47210.99,1594.606,47200.34,1.08,31.97,-0.36,-10.66,41.08,1215.97,1594.606,47200.34
ABNAH Cafe Connaught Place,Main Store,Bakery,Raw Material,No,Tortilla,pcs,15.08,1618.116,24401.19,0,0,0,0,30.6,461.45,0.0,0.0,0,0,0.0,0.0,0,0,0,0,2579.116,38893.07,2579.316,38896.09,0.6,9.05,0.2,3.02,30.6,461.45,2579.316,38896.09
ABNAH Cafe Connaught Place,Main Store,Bakery,Raw Material,No,Croissant Base,pcs,42.17,354.2726,14939.68,0,0,0,0,158.255,6673.61,0.0,0.0,0,0,1.2586,53.08,0,0,0,0,490.379,20679.28,490.509,20684.76,4.5136,190.34,0.13,5.48,159.5136,6726.69,490.509,20684.76
ABNAH Cafe Connaught Place,Main Store,Dessert Inputs,Raw Material,No,Brownie Base,pcs,34.97,1366.344,47781.05,0,0,0,0,15.21,531.89,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1546.134,54068.31,1546.274,54073.2,0.21,7.34,0.14,4.9,15.21,531.89,1546.274,54073.2
ABNAH Cafe Connaught Place,Main Store,Dessert Inputs,Raw Material,No,Cake Base,pcs,48.17,334.1203,16094.57,0,0,0,0,127.2834,6131.24,0.0,0.0,0,0,1.0203,49.15,0,0,0,0,750.8166,36166.84,750.5166,36152.38,2.6537,127.83,-0.3,-14.45,128.3037,6180.39,750.5166,36152.38
ABNAH Cafe Connaught Place,Main Store,Dessert Inputs,Raw Material,No,Cheesecake Base,pcs,74.11,370.49,27457.01,0,0,0,0,16.192,1199.99,0.0,0.0,0,0,0.0,0.0,0,0,0,0,854.298,63312.02,854.368,63317.21,0.192,14.23,0.07,5.19,16.192,1199.99,854.368,63317.21
ABNAH Cafe Connaught Place,Main Store,Syrups & Sauces,Raw Material,No,Chocolate Sauce,litre,265.2,27.2446,7225.27,0,0,0,0,14.1882,3762.71,0.0,0.0,0,0,0.0,0.0,0,0,0,0,13.0564,3462.56,13.0084,3449.83,0.1126,29.86,-0.048,-12.73,14.1882,3762.71,13.0084,3449.83
ABNAH Cafe Connaught Place,Main Store,Syrups & Sauces,Raw Material,No,Caramel Syrup,litre,262.8,96.4014,25334.29,0,0,0,0,4.0778,1071.65,0.0,0.0,0,0,0.0,0.0,0,0,0,0,173.8336,45683.47,173.7936,45672.96,0.0642,16.87,-0.04,-10.51,4.0778,1071.65,173.7936,45672.96
ABNAH Cafe Connaught Place,Main Store,Syrups & Sauces,Raw Material,No,Vanilla Syrup,litre,244.8,87.4334,21403.7,0,0,0,0,2.5193,616.72,0.0,0.0,0,0,0.0,0.0,0,0,0,0,84.9141,20786.97,84.9141,20786.97,0.0348,8.52,0.0,0.0,2.5193,616.72,84.9141,20786.97
ABNAH Cafe Connaught Place,Main Store,Syrups & Sauces,Raw Material,No,Sugar Syrup,litre,96.89,74.5051,7218.8,0,0,0,0,35.5247,3441.99,0.0,0.0,0,0,0.0,0.0,0,0,0,0,75.6904,7333.64,75.6184,7326.67,0.4905,47.52,-0.072,-6.98,35.5247,3441.99,75.6184,7326.67
