Deployment,Store/Kitchen,Category,Item Type,Is Asset,Item Name,Unit,Price,Opening Qty,Opening Amt,Purchase Qty,Purchase Amt,Production Qty,Production Amt,Consumption Qty,Consumption Amt,Stock In Qty,Stock In Amt,Stock Out Qty,Stock Out Amt,Wastage Qty,Wastage Amt,Resue Qty,Reuse Amt,Return Qty,Return Amt,Closing Qty,Closing Amt,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Physical Gain/Loss Qty,Physical Gain/Loss Amt,Actual Consumption Qty,Actual Consumption Amt,Physical Adjusted Closing Qty,Physical Adjusted Closing Amt
ABNAH Cafe Saket Premium,Main Store,Coffee Inputs,Raw Material,No,Coffee Beans,kg,980.0,30.7889,30173.12,0,0,0,0,32.4373,31788.55,3.0,2940.0,0,0,0.0,0.0,0,0,0,0,1.3516,1324.57,1.3676,1340.25,-1.7726,-1737.15,0.016,15.68,32.4373,31788.55,1.3676,1340.25
ABNAH Cafe Saket Premium,Main Store,Dairy,Raw Material,No,Milk,litre,72.86,266.8581,19443.28,0,0,0,0,311.9275,22727.04,0.0,0.0,0,0,5.0407,367.27,0,0,0,0,52.4799,3823.69,52.5999,3832.43,20.4592,1490.66,0.12,8.74,316.9682,23094.3,52.5999,3832.43
ABNAH Cafe Saket Premium,Main Store,Dairy Alternative,Raw Material,No,Oat Milk,litre,185.0,30.8,5698.0,0,0,0,0,23.171,4286.64,0.0,0.0,0,0,0.0,0.0,0,0,0,0,7.629,1411.37,7.629,1411.37,0.653,120.81,0.0,0.0,23.171,4286.64,7.629,1411.37
ABNAH Cafe Saket Premium,Main Store,Dairy,Raw Material,No,Cream,litre,210.37,22.5,4733.32,0,0,0,0,10.8881,2290.53,0.0,0.0,0,0,0.0,0.0,0,0,0,0,84.6019,17797.7,84.6619,17810.32,0.4589,96.54,0.06,12.62,10.8881,2290.53,84.6619,17810.32
ABNAH Cafe Saket Premium,Main Store,Dairy,Raw Material,No,Paneer,kg,360.28,26.4,9511.39,0,0,0,0,8.392,3023.47,0.0,0.0,0,0,0.0,0.0,0,0,0,0,58.238,20981.99,58.214,20973.34,0.392,141.23,-0.024,-8.65,8.392,3023.47,58.214,20973.34
ABNAH Cafe Saket Premium,Main Store,Dairy,Raw Material,No,Cheese,kg,485.59,22.0,10682.98,0,0,0,0,6.3691,3092.77,0.0,0.0,0,0,0.0,0.0,0,0,0,0,87.4209,42450.71,87.4409,42460.43,0.3091,150.1,0.02,9.71,6.3691,3092.77,87.4409,42460.43
ABNAH Cafe Saket Premium,Main Store,Protein,Raw Material,No,Chicken,kg,335.94,33.75,11337.98,0,0,0,0,11.0823,3722.99,0.0,0.0,0,0,0.0,0.0,0,0,0,0,22.6677,7614.99,22.6677,7614.99,0.3123,104.91,0.0,0.0,11.0823,3722.99,22.6677,7614.99
ABNAH Cafe Saket Premium,Main Store,Protein,Raw Material,No,Egg,pcs,7.09,300.0,2127.0,0,0,0,0,37.008,262.39,0.0,0.0,0,0,0.0,0.0,0,0,0,0,262.992,1864.61,262.512,1861.21,1.008,7.15,-0.48,-3.4,37.008,262.39,262.512,1861.21
ABNAH Cafe Saket Premium,Main Store,Bakery,Raw Material,No,Bread,pcs,12.0,337.5,4050.0,0,0,0,0,240.81,2889.72,0.0,0.0,0,0,2.53,30.36,0,0,0,0,94.16,1129.92,93.26,1119.12,13.34,160.08,-0.9,-10.8,243.34,2920.08,93.26,1119.12
ABNAH Cafe Saket Premium,Main Store,Bakery,Raw Material,No,Bagel,pcs,28.0,135.0,3780.0,0,0,0,0,26.25,735.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,108.75,3045.0,108.87,3048.36,1.25,35.0,0.12,3.36,26.25,735.0,108.87,3048.36
ABNAH Cafe Saket Premium,Main Store,Bakery,Raw Material,No,Tortilla,pcs,14.44,225.0,3249.0,0,0,0,0,59.907,865.06,0.0,0.0,0,0,0.0,0.0,0,0,0,0,525.093,7582.34,524.893,7579.45,2.907,41.98,-0.2,-2.89,59.907,865.06,524.893,7579.45
ABNAH Cafe Saket Premium,Main Store,Bakery,Raw Material,No,Croissant Base,pcs,42.66,150.0,6399.0,0,0,0,0,169.614,7235.73,0.0,0.0,0,0,1.782,76.02,0,0,0,0,468.604,19990.65,468.214,19974.01,9.396,400.83,-0.39,-16.64,171.396,7311.75,468.214,19974.01
ABNAH Cafe Saket Premium,Main Store,Dessert Inputs,Raw Material,No,Brownie Base,pcs,33.38,165.0,5507.7,0,0,0,0,32.488,1084.45,0.0,0.0,0,0,0.0,0.0,0,0,0,0,223.212,7450.82,223.352,7455.49,1.488,49.67,0.14,4.67,32.488,1084.45,223.352,7455.49
ABNAH Cafe Saket Premium,Main Store,Dessert Inputs,Raw Material,No,Cake Base,pcs,45.74,196.335,8980.36,0,0,0,0,228.1849,10437.18,0.0,0.0,0,0,2.3996,109.76,0,0,0,0,100.7505,4608.33,101.0505,4622.05,12.4345,568.75,0.3,13.72,230.5845,10546.94,101.0505,4622.05
ABNAH Cafe Saket Premium,Main Store,Dessert Inputs,Raw Material,No,Cheesecake Base,pcs,74.96,82.5,6184.2,0,0,0,0,35.598,2668.43,0.0,0.0,0,0,0.0,0.0,0,0,0,0,341.902,25628.97,341.762,25618.48,1.598,119.79,-0.14,-10.49,35.598,2668.43,341.762,25618.48
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Chocolate Sauce,litre,256.62,27.0,6928.74,0,0,0,0,16.8391,4321.25,0.0,0.0,0,0,0.0,0.0,0,0,0,0,45.1409,11584.06,45.1169,11577.9,0.4905,125.87,-0.024,-6.16,16.8391,4321.25,45.1169,11577.9
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Caramel Syrup,litre,252.66,24.0,6063.84,0,0,0,0,5.3994,1364.21,0.0,0.0,0,0,0.0,0.0,0,0,0,0,60.1806,15205.23,60.2206,15215.34,0.1368,34.56,0.04,10.11,5.3994,1364.21,60.2206,15215.34
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Vanilla Syrup,litre,237.73,24.0,5705.52,0,0,0,0,2.5595,608.47,0.0,0.0,0,0,0.0,0.0,0,0,0,0,61.5405,14630.02,61.6005,14644.29,0.0551,13.1,0.06,14.26,2.5595,608.47,61.6005,14644.29
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Sugar Syrup,litre,91.16,39.6,3609.94,0,0,0,0,34.3004,3126.82,0.0,0.0,0,0,0.0,0.0,0,0,0,0,41.9196,3821.39,41.9916,3827.95,0.9343,85.17,0.072,6.56,34.3004,3126.82,41.9916,3827.95
ABNAH Cafe Saket Premium,Main Store,Tea Inputs,Raw Material,No,Tea Leaves,kg,615.19,13.5,8305.07,0,0,0,0,0.4779,294.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,36.6321,22535.7,36.6221,22529.55,0.0103,6.34,-0.01,-6.15,0.4779,294.0,36.6221,22529.55
ABNAH Cafe Saket Premium,Main Store,Tea Inputs,Raw Material,No,Matcha Powder,kg,2150.0,6.0,12900.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,6.0,12900.0,6.004,12908.6,0.0,0.0,0.004,8.6,0.0,0.0,6.004,12908.6
ABNAH Cafe Saket Premium,Main Store,Beverage Inputs,Raw Material,No,Ice,kg,12.48,300.0,3744.0,0,0,0,0,109.3101,1364.19,0.0,0.0,0,0,1.1731,14.64,0,0,0,0,538.9568,6726.18,538.9568,6726.18,3.8392,47.91,0.0,0.0,110.4832,1378.83,538.9568,6726.18
ABNAH Cafe Saket Premium,Main Store,Produce,Raw Material,No,Lemon,kg,110.0,27.0,2970.0,0,0,0,0,4.2676,469.44,0.0,0.0,0,0,0.0,0.0,0,0,0,0,22.7324,2500.56,22.7924,2507.16,0.0959,10.55,0.06,6.6,4.2676,469.44,22.7924,2507.16
ABNAH Cafe Saket Premium,Main Store,Beverage Inputs,Raw Material,No,Hibiscus Concentrate,litre,0.0,12.0,0.0,0,0,0,0,1.3318,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,10.6682,0.0,10.6522,0.0,0.0325,0.0,-0.016,-0.0,1.3318,0.0,10.6522,0.0
ABNAH Cafe Saket Premium,Main Store,Fruit Inputs,Raw Material,No,Mixed Berry Pulp,kg,420.0,22.5,9450.0,0,0,0,0,4.8714,2045.99,0.0,0.0,0,0,0.0,0.0,0,0,0,0,17.6286,7404.01,17.6486,7412.41,0.1234,51.83,0.02,8.4,4.8714,2045.99,17.6486,7412.41
ABNAH Cafe Saket Premium,Main Store,Produce,Raw Material,No,Banana,kg,73.42,45.0,3303.9,0,0,0,0,6.1779,453.58,0.0,0.0,0,0,0.0,0.0,0,0,0,0,208.1821,15284.73,208.1101,15279.44,0.1799,13.21,-0.072,-5.29,6.1779,453.58,208.1101,15279.44
