Deployment,Store/Kitchen,Category,Item Type,Is Asset,Item Name,Unit,Price,Opening Qty,Opening Amt,Purchase Qty,Purchase Amt,Production Qty,Production Amt,Consumption Qty,Consumption Amt,Stock In Qty,Stock In Amt,Stock Out Qty,Stock Out Amt,Wastage Qty,Wastage Amt,Resue Qty,Reuse Amt,Return Qty,Return Amt,Closing Qty,Closing Amt,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Physical Gain/Loss Qty,Physical Gain/Loss Amt,Actual Consumption Qty,Actual Consumption Amt,Physical Adjusted Closing Qty,Physical Adjusted Closing Amt
ABNAH Cafe Hauz Khas,Main Store,Coffee Inputs,Raw Material,No,Coffee Beans,kg,1005.92,27.797,27961.56,0,0,0,0,31.9975,32186.93,0.0,0.0,0,0,0.0,0.0,0,0,0,0,6.8295,6869.93,6.8135,6853.84,1.1119,1118.48,-0.016,-16.09,31.9975,32186.93,6.8135,6853.84
ABNAH Cafe Hauz Khas,Main Store,Dairy,Raw Material,No,Milk,litre,71.95,232.9479,16760.6,0,0,0,0,229.9734,16546.59,12.0,863.4,0,0,5.1766,372.46,0,0,0,0,9.7979,704.96,10.0379,722.23,-23.681,-1703.85,0.24,17.27,235.15,16919.04,10.0379,722.23
ABNAH Cafe Hauz Khas,Main Store,Dairy Alternative,Raw Material,No,Oat Milk,litre,185.0,30.8,5698.0,0,0,0,0,13.4245,2483.53,0.0,0.0,0,0,0.0,0.0,0,0,0,0,17.3755,3214.47,17.3195,3204.11,0.4915,90.93,-0.056,-10.36,13.4245,2483.53,17.3195,3204.11
ABNAH Cafe Hauz Khas,Main Store,Dairy,Raw Material,No,Cream,litre,215.36,22.5,4845.6,0,0,0,0,7.8447,1689.43,0.0,0.0,0,0,0.0,0.0,0,0,0,0,33.7053,7258.77,33.7453,7267.39,0.416,89.59,0.04,8.61,7.8447,1689.43,33.7453,7267.39
ABNAH Cafe Hauz Khas,Main Store,Dairy,Raw Material,No,Paneer,kg,362.26,26.4,9563.66,0,0,0,0,9.5547,3461.29,0.0,0.0,0,0,0.0,0.0,0,0,0,0,88.1753,31942.38,88.1513,31933.69,0.5747,208.19,-0.024,-8.69,9.5547,3461.29,88.1513,31933.69
ABNAH Cafe Hauz Khas,Main Store,Dairy,Raw Material,No,Cheese,kg,0.0,22.0,0.0,0,0,0,0,6.923,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,15.077,0.0,15.037,0.0,0.398,0.0,-0.04,-0.0,6.923,0.0,15.037,0.0
ABNAH Cafe Hauz Khas,Main Store,Protein,Raw Material,No,Chicken,kg,327.71,33.75,11060.21,0,0,0,0,11.2998,3703.06,0.0,0.0,0,0,0.0,0.0,0,0,0,0,182.7602,59892.35,182.7042,59873.99,0.3398,111.36,-0.056,-18.35,11.2998,3703.06,182.7042,59873.99
ABNAH Cafe Hauz Khas,Main Store,Protein,Raw Material,No,Egg,pcs,7.1,300.0,2130.0,0,0,0,0,26.988,191.61,0.0,0.0,0,0,0.0,0.0,0,0,0,0,658.012,4671.89,657.292,4666.77,0.988,7.01,-0.72,-5.11,26.988,191.61,657.292,4666.77
ABNAH Cafe Hauz Khas,Main Store,Bakery,Raw Material,No,Bread,pcs,11.84,337.5,3996.0,0,0,0,0,252.052,2984.3,0.0,0.0,0,0,3.416,40.45,0,0,0,0,1162.032,13758.46,1162.032,13758.46,11.468,135.78,0.0,0.0,255.468,3024.74,1162.032,13758.46
ABNAH Cafe Hauz Khas,Main Store,Bakery,Raw Material,No,Bagel,pcs,27.8,135.0,3753.0,0,0,0,0,22.704,631.17,0.0,0.0,0,0,0.0,0.0,0,0,0,0,676.296,18801.03,676.056,18794.36,0.704,19.57,-0.24,-6.67,22.704,631.17,676.056,18794.36
