row_id,deployment,store_name,vendor_name,po_number,po_date,expected_delivery,po_status,item_code,item_name,category_name,super_category_name,total_processed_qty,remaining_balance_qty,quantity,unit,unit_price,subtotal,tax,total_item_cost
PUR_20260101_OUT001_ING002_0002,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260101-OUT001-0001,2026-01-01,2026-01-02,Closed,ING002,Milk,Dairy,Raw Material,161.22,0.0,161.22,litre,73.78,11894.81,594.74,12489.55
PUR_20260101_OUT001_ING003_0002,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260101-OUT001-0001,2026-01-01,2026-01-03,Partially Received,ING003,Oat Milk,Dairy Alternative,Raw Material,37.73,9.41,47.14,litre,180.58,8512.54,425.63,8938.17
PUR_20260101_OUT001_ING004_0002,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260101-OUT001-0001,2026-01-01,2026-01-02,Partially Received,ING004,Cream,Dairy,Raw Material,21.24,7.99,29.23,litre,211.0,6167.53,308.38,6475.91
PUR_20260101_OUT001_ING008_0002,ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260101-OUT001-0001,2026-01-01,2026-01-02,Closed,ING008,Egg,Protein,Raw Material,390.0,0.0,390.0,pcs,6.84,2667.6,133.38,2800.98
PUR_20260101_OUT001_ING009_0002,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260101-OUT001-0001,2026-01-01,2026-01-04,Closed,ING009,Bread,Bakery,Raw Material,435.0,0.0,435.0,pcs,11.66,5072.1,253.6,5325.7
PUR_20260101_OUT001_ING017_0002,ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260101-OUT001-0001,2026-01-01,2026-01-02,Closed,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,42.61,0.0,42.61,litre,242.26,10322.7,1858.09,12180.79
PUR_20260101_OUT001_ING041_0002,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260101-OUT001-0001,2026-01-01,2026-01-03,Closed,ING041,Dessert Box,Packaging,Consumable,435.0,0.0,435.0,pcs,5.03,2188.05,393.85,2581.9
PUR_20260104_OUT001_ING001_0005,ABNAH Cafe Connaught Place,Main Store,BeanCraft Roasters Delhi,PO-20260104-OUT001-0004,2026-01-04,2026-01-06,Closed,ING001,Coffee Beans,Coffee Inputs,Raw Material,8.03,0.0,8.03,kg,956.95,7684.31,384.22,8068.53
PUR_20260104_OUT001_ING002_0005,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260104-OUT001-0004,2026-01-04,2026-01-06,Partially Received,ING002,Milk,Dairy,Raw Material,117.44,35.38,152.82,litre,75.17,11487.48,574.37,12061.85
PUR_20260104_OUT001_ING008_0005,ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260104-OUT001-0004,2026-01-04,2026-01-07,Closed,ING008,Egg,Protein,Raw Material,335.0,0.0,335.0,pcs,7.32,2452.2,122.61,2574.81
PUR_20260104_OUT001_ING024_0005,ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260104-OUT001-0004,2026-01-04,2026-01-05,Closed,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,17.71,0.0,17.71,litre,381.18,6750.7,1215.13,7965.83
PUR_20260104_OUT001_ING031_0005,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260104-OUT001-0004,2026-01-04,2026-01-07,Pending,ING031,Tomato,Produce,Raw Material,0.0,58.6,58.6,kg,53.73,3148.58,157.43,3306.01
PUR_20260104_OUT001_ING036_0005,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260104-OUT001-0004,2026-01-04,2026-01-07,Closed,ING036,Cold Cup,Packaging,Consumable,1555.0,0.0,1555.0,pcs,3.2,4976.0,895.68,5871.68
PUR_20260107_OUT001_ING004_0008,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260107-OUT001-0007,2026-01-07,2026-01-09,Closed,ING004,Cream,Dairy,Raw Material,21.44,0.0,21.44,litre,219.86,4713.8,235.69,4949.49
PUR_20260107_OUT001_ING008_0008,ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260107-OUT001-0007,2026-01-07,2026-01-08,Pending,ING008,Egg,Protein,Raw Material,0.0,235.0,235.0,pcs,7.37,1731.95,86.6,1818.55
PUR_20260107_OUT001_ING010_0008,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260107-OUT001-0007,2026-01-07,2026-01-08,Closed,ING010,Bagel,Bakery,Raw Material,100.0,0.0,100.0,pcs,29.55,2955.0,147.75,3102.75
PUR_20260107_OUT001_ING019_0008,ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260107-OUT001-0007,2026-01-07,2026-01-10,Partially Received,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,35.63,20.99,56.62,litre,89.51,5068.06,912.25,5980.31
PUR_20260107_OUT001_ING027_0008,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260107-OUT001-0007,2026-01-07,2026-01-08,Closed,ING027,Butter,Dairy,Raw Material,26.76,0.0,26.76,kg,537.38,14380.29,1725.63,16105.92
PUR_20260107_OUT001_ING029_0008,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260107-OUT001-0007,2026-01-07,2026-01-09,Closed,ING029,Onion,Produce,Raw Material,53.03,0.0,53.03,kg,41.81,2217.18,110.86,2328.04
PUR_20260107_OUT001_ING039_0008,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260107-OUT001-0007,2026-01-07,2026-01-09,Closed,ING039,Straw,Packaging,Consumable,1165.0,0.0,1165.0,pcs,0.55,640.75,115.33,756.08
PUR_20260110_OUT001_ING004_0011,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260110-OUT001-0010,2026-01-10,2026-01-13,Closed,ING004,Cream,Dairy,Raw Material,21.42,0.0,21.42,litre,214.42,4592.88,229.64,4822.52
PUR_20260110_OUT001_ING011_0011,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260110-OUT001-0010,2026-01-10,2026-01-11,Pending,ING011,Tortilla,Bakery,Raw Material,0.0,250.0,250.0,pcs,15.71,3927.5,196.38,4123.88
PUR_20260110_OUT001_ING013_0011,ABNAH Cafe Connaught Place,Main Store,ChocoCraft Ingredients,PO-20260110-OUT001-0010,2026-01-10,2026-01-11,Closed,ING013,Brownie Base,Dessert Inputs,Raw Material,250.0,0.0,250.0,pcs,33.68,8420.0,1515.6,9935.6
PUR_20260110_OUT001_ING014_0011,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260110-OUT001-0010,2026-01-10,2026-01-11,Closed,ING014,Cake Base,Dessert Inputs,Raw Material,115.0,0.0,115.0,pcs,46.41,5337.15,960.69,6297.84
PUR_20260110_OUT001_ING015_0011,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260110-OUT001-0010,2026-01-10,2026-01-13,Closed,ING015,Cheesecake Base,Dessert Inputs,Raw Material,105.0,0.0,105.0,pcs,69.42,7289.1,1312.04,8601.14
PUR_20260110_OUT001_ING031_0011,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260110-OUT001-0010,2026-01-10,2026-01-11,Closed,ING031,Tomato,Produce,Raw Material,62.15,0.0,62.15,kg,55.22,3431.92,171.6,3603.52
PUR_20260110_OUT001_ING037_0011,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260110-OUT001-0010,2026-01-10,2026-01-11,Closed,ING037,Hot Cup,Packaging,Consumable,880.0,0.0,880.0,pcs,2.96,2604.8,468.86,3073.66
