row_id,deployment,store_name,vendor_name,po_number,po_date,expected_delivery,po_status,item_code,item_name,category_name,super_category_name,total_processed_qty,remaining_balance_qty,quantity,unit,unit_price,subtotal,tax,total_item_cost
PUR_20260101_OUT002_ING010_0003,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260101-OUT002-0002,2026-01-01,2026-01-04,Closed,ING010,Bagel,Bakery,Raw Material,110.0,0.0,110.0,pcs,28.29,3111.9,155.59,3267.49
PUR_20260101_OUT002_ING011_0003,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260101-OUT002-0002,2026-01-01,2026-01-02,Closed,ING011,Tortilla,Bakery,Raw Material,305.0,0.0,305.0,pcs,15.89,4846.45,242.32,5088.77
PUR_20260101_OUT002_ING018_0003,ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260101-OUT002-0002,2026-01-01,2026-01-04,Closed,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,27.62,0.0,27.62,litre,235.21,6496.5,1169.37,7665.87
PUR_20260101_OUT002_ING025_0003,ABNAH Cafe Hauz Khas,Main Store,FrozenBerry Traders,PO-20260101-OUT002-0002,2026-01-01,2026-01-04,Closed,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,37.39,0.0,37.39,kg,431.12,16119.58,2901.52,19021.1
PUR_20260101_OUT002_ING027_0003,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260101-OUT002-0002,2026-01-01,2026-01-03,Partially Received,ING027,Butter,Dairy,Raw Material,12.43,4.84,17.27,kg,517.08,8929.97,1071.6,10001.57
PUR_20260101_OUT002_ING036_0003,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260101-OUT002-0002,2026-01-01,2026-01-04,Pending,ING036,Cold Cup,Packaging,Consumable,0.0,940.0,940.0,pcs,3.24,3045.6,548.21,3593.81
PUR_20260101_OUT002_ING038_0003,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260101-OUT002-0002,2026-01-01,2026-01-02,Closed,ING038,Lid,Packaging,Consumable,1445.0,0.0,1445.0,pcs,1.16,1676.2,301.72,1977.92
PUR_20260104_OUT002_ING005_0006,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260104-OUT002-0005,2026-01-04,2026-01-06,Closed,ING005,Paneer,Dairy,Raw Material,30.98,0.0,30.98,kg,371.83,11519.29,575.96,12095.25
PUR_20260104_OUT002_ING014_0006,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260104-OUT002-0005,2026-01-04,2026-01-06,Closed,ING014,Cake Base,Dessert Inputs,Raw Material,215.0,0.0,215.0,pcs,45.71,9827.65,1768.98,11596.63
PUR_20260104_OUT002_ING018_0006,ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260104-OUT002-0005,2026-01-04,2026-01-05,Closed,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,23.77,0.0,23.77,litre,254.12,6040.43,1087.28,7127.71
PUR_20260104_OUT002_ING021_0006,ABNAH Cafe Hauz Khas,Main Store,TeaLeaf Traders NCR,PO-20260104-OUT002-0005,2026-01-04,2026-01-07,Closed,ING021,Matcha Powder,Tea Inputs,Raw Material,8.69,0.0,8.69,kg,2082.5,18096.92,3257.45,21354.37
PUR_20260104_OUT002_ING025_0006,ABNAH Cafe Hauz Khas,Main Store,FrozenBerry Traders,PO-20260104-OUT002-0005,2026-01-04,2026-01-05,Closed,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,22.55,0.0,22.55,kg,408.33,9207.84,1657.41,10865.25
PUR_20260104_OUT002_ING026_0006,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260104-OUT002-0005,2026-01-04,2026-01-07,Closed,ING026,Banana,Produce,Raw Material,68.08,0.0,68.08,kg,73.69,5016.82,250.84,5267.66
PUR_20260104_OUT002_ING034_0006,ABNAH Cafe Hauz Khas,Main Store,SpiceRoot Foods,PO-20260104-OUT002-0005,2026-01-04,2026-01-07,Closed,ING034,Salsa,Syrups & Sauces,Raw Material,23.04,0.0,23.04,kg,192.56,4436.58,798.58,5235.16
PUR_20260104_OUT002_ING038_0006,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260104-OUT002-0005,2026-01-04,2026-01-07,Pending,ING038,Lid,Packaging,Consumable,0.0,945.0,945.0,pcs,1.14,1077.3,193.91,1271.21
