row_id,deployment,store_name,vendor_name,po_number,po_date,expected_delivery,po_status,item_code,item_name,category_name,super_category_name,total_processed_qty,remaining_balance_qty,quantity,unit,unit_price,subtotal,tax,total_item_cost
PUR_20260301_OUT002_ING004_0066,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260301-OUT002-0065,2026-03-01,2026-03-03,Closed,ING004,Cream,Dairy,Raw Material,31.35,0.0,31.35,litre,203.58,6382.23,319.11,6701.34
PUR_20260301_OUT002_ING007_0066,ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260301-OUT002-0065,2026-03-01,2026-03-02,Closed,ING007,Chicken,Protein,Raw Material,51.7,0.0,51.7,kg,345.41,17857.7,892.88,18750.58
PUR_20260301_OUT002_ING009_0066,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260301-OUT002-0065,2026-03-01,2026-03-03,Closed,ING009,Bread,Bakery,Raw Material,300.0,0.0,300.0,pcs,11.89,3567.0,178.35,3745.35
PUR_20260301_OUT002_ING015_0066,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260301-OUT002-0065,2026-03-01,2026-03-02,Closed,ING015,Cheesecake Base,Dessert Inputs,Raw Material,125.0,0.0,125.0,pcs,74.95,9368.75,1686.38,11055.13
PUR_20260301_OUT002_ING026_0066,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260301-OUT002-0065,2026-03-01,2026-03-03,Closed,ING026,Banana,Produce,Raw Material,50.1,0.0,50.1,kg,75.13,3764.01,188.2,3952.21
PUR_20260301_OUT002_ING036_0066,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260301-OUT002-0065,2026-03-01,2026-03-04,Pending,ING036,Cold Cup,Packaging,Consumable,0.0,1950.0,1950.0,pcs,3.38,6591.0,1186.38,7777.38
PUR_20260301_OUT002_ING039_0066,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260301-OUT002-0065,2026-03-01,2026-03-04,Closed,ING039,Straw,Packaging,Consumable,1510.0,0.0,1510.0,pcs,0.57,860.7,154.93,1015.63
PUR_20260304_OUT002_ING004_0069,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260304-OUT002-0068,2026-03-04,2026-03-05,Partially Received,ING004,Cream,Dairy,Raw Material,20.1,10.39,30.49,litre,213.17,6499.55,324.98,6824.53
PUR_20260304_OUT002_ING005_0069,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260304-OUT002-0068,2026-03-04,2026-03-05,Closed,ING005,Paneer,Dairy,Raw Material,52.83,0.0,52.83,kg,363.07,19180.99,959.05,20140.04
PUR_20260304_OUT002_ING013_0069,ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260304-OUT002-0068,2026-03-04,2026-03-05,Closed,ING013,Brownie Base,Dessert Inputs,Raw Material,165.0,0.0,165.0,pcs,32.91,5430.15,977.43,6407.58
PUR_20260304_OUT002_ING039_0069,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260304-OUT002-0068,2026-03-04,2026-03-07,Closed,ING039,Straw,Packaging,Consumable,1560.0,0.0,1560.0,pcs,0.57,889.2,160.06,1049.26
PUR_20260304_OUT002_ING041_0069,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260304-OUT002-0068,2026-03-04,2026-03-07,Closed,ING041,Dessert Box,Packaging,Consumable,535.0,0.0,535.0,pcs,5.18,2771.3,498.83,3270.13
PUR_20260307_OUT002_ING006_0072,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260307-OUT002-0071,2026-03-07,2026-03-09,Closed,ING006,Cheese,Dairy,Raw Material,18.53,0.0,18.53,kg,486.05,9006.51,450.33,9456.84
PUR_20260307_OUT002_ING007_0072,ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260307-OUT002-0071,2026-03-07,2026-03-10,Partially Received,ING007,Chicken,Protein,Raw Material,32.03,37.39,69.42,kg,323.8,22478.2,1123.91,23602.11
PUR_20260307_OUT002_ING008_0072,ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260307-OUT002-0071,2026-03-07,2026-03-09,Closed,ING008,Egg,Protein,Raw Material,485.0,0.0,485.0,pcs,7.07,3428.95,171.45,3600.4
PUR_20260307_OUT002_ING022_0072,ABNAH Cafe Hauz Khas,Main Store,Metro Wholesale Delhi,PO-20260307-OUT002-0071,2026-03-07,2026-03-08,Closed,ING022,Ice,Beverage Inputs,Raw Material,278.71,0.0,278.71,kg,11.55,3219.1,160.96,3380.06
PUR_20260307_OUT002_ING025_0072,ABNAH Cafe Hauz Khas,Main Store,FrozenBerry Traders,PO-20260307-OUT002-0071,2026-03-07,2026-03-09,Closed,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,23.35,0.0,23.35,kg,439.11,10253.22,1845.58,12098.8
PUR_20260307_OUT002_ING040_0072,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260307-OUT002-0071,2026-03-07,2026-03-09,Closed,ING040,Napkin,Packaging,Consumable,1625.0,0.0,1625.0,pcs,0.31,503.75,90.67,594.42
PUR_20260310_OUT002_ING001_0075,ABNAH Cafe Hauz Khas,Main Store,BeanCraft Roasters Delhi,PO-20260310-OUT002-0074,2026-03-10,2026-03-13,Partially Received,ING001,Coffee Beans,Coffee Inputs,Raw Material,6.65,1.49,8.14,kg,954.48,7769.47,388.47,8157.94
PUR_20260310_OUT002_ING006_0075,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260310-OUT002-0074,2026-03-10,2026-03-13,Closed,ING006,Cheese,Dairy,Raw Material,17.67,0.0,17.67,kg,475.36,8399.61,419.98,8819.59
PUR_20260310_OUT002_ING009_0075,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260310-OUT002-0074,2026-03-10,2026-03-12,Closed,ING009,Bread,Bakery,Raw Material,325.0,0.0,325.0,pcs,11.57,3760.25,188.01,3948.26
PUR_20260310_OUT002_ING013_0075,ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260310-OUT002-0074,2026-03-10,2026-03-13,Closed,ING013,Brownie Base,Dessert Inputs,Raw Material,310.0,0.0,310.0,pcs,33.5,10385.0,1869.3,12254.3
PUR_20260310_OUT002_ING020_0075,ABNAH Cafe Hauz Khas,Main Store,TeaLeaf Traders NCR,PO-20260310-OUT002-0074,2026-03-10,2026-03-11,Closed,ING020,Tea Leaves,Tea Inputs,Raw Material,18.73,0.0,18.73,kg,624.56,11698.01,584.9,12282.91
PUR_20260310_OUT002_ING041_0075,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260310-OUT002-0074,2026-03-10,2026-03-12,Partially Received,ING041,Dessert Box,Packaging,Consumable,260.73,249.27,510.0,pcs,5.22,2662.2,479.2,3141.4
PUR_20260310_OUT002_ING043_0075,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260310-OUT002-0074,2026-03-10,2026-03-13,Closed,ING043,Wrap Packaging,Packaging,Consumable,530.0,0.0,530.0,pcs,6.03,3195.9,575.26,3771.16
PUR_20260313_OUT002_ING005_0078,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260313-OUT002-0077,2026-03-13,2026-03-15,Partially Received,ING005,Paneer,Dairy,Raw Material,11.59,12.08,23.67,kg,348.45,8247.81,412.39,8660.2
PUR_20260313_OUT002_ING006_0078,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260313-OUT002-0077,2026-03-13,2026-03-14,Closed,ING006,Cheese,Dairy,Raw Material,17.6,0.0,17.6,kg,466.98,8218.85,410.94,8629.79
PUR_20260313_OUT002_ING009_0078,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260313-OUT002-0077,2026-03-13,2026-03-16,Closed,ING009,Bread,Bakery,Raw Material,600.0,0.0,600.0,pcs,11.56,6936.0,346.8,7282.8
PUR_20260313_OUT002_ING030_0078,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260313-OUT002-0077,2026-03-13,2026-03-15,Cancelled,ING030,Capsicum,Produce,Raw Material,0.0,0.0,40.85,kg,87.2,3562.12,178.11,3740.23
