row_id,deployment,store_name,vendor_name,po_number,po_date,expected_delivery,po_status,item_code,item_name,category_name,super_category_name,total_processed_qty,remaining_balance_qty,quantity,unit,unit_price,subtotal,tax,total_item_cost
PUR_20260301_OUT001_ING004_0065,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260301-OUT001-0064,2026-03-01,2026-03-03,Closed,ING004,Cream,Dairy,Raw Material,38.79,0.0,38.79,litre,204.64,7937.99,396.9,8334.89
PUR_20260301_OUT001_ING005_0065,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260301-OUT001-0064,2026-03-01,2026-03-02,Partially Received,ING005,Paneer,Dairy,Raw Material,29.79,8.07,37.86,kg,371.47,14063.85,703.19,14767.04
PUR_20260301_OUT001_ING035_0065,ABNAH Cafe Connaught Place,Main Store,SpiceRoot Foods,PO-20260301-OUT001-0064,2026-03-01,2026-03-03,Closed,ING035,Aioli,Syrups & Sauces,Raw Material,29.11,0.0,29.11,kg,324.24,9438.63,1698.95,11137.58
PUR_20260301_OUT001_ING037_0065,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260301-OUT001-0064,2026-03-01,2026-03-02,Closed,ING037,Hot Cup,Packaging,Consumable,1970.0,0.0,1970.0,pcs,2.85,5614.5,1010.61,6625.11
PUR_20260301_OUT001_ING038_0065,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260301-OUT001-0064,2026-03-01,2026-03-02,Closed,ING038,Lid,Packaging,Consumable,1430.0,0.0,1430.0,pcs,1.06,1515.8,272.84,1788.64
PUR_20260304_OUT001_ING008_0068,ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260304-OUT001-0067,2026-03-04,2026-03-06,Closed,ING008,Egg,Protein,Raw Material,505.0,0.0,505.0,pcs,7.35,3711.75,185.59,3897.34
PUR_20260304_OUT001_ING012_0068,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260304-OUT001-0067,2026-03-04,2026-03-05,Pending,ING012,Croissant Base,Bakery,Raw Material,0.0,300.0,300.0,pcs,41.67,12501.0,625.05,13126.05
PUR_20260304_OUT001_ING021_0068,ABNAH Cafe Connaught Place,Main Store,TeaLeaf Traders NCR,PO-20260304-OUT001-0067,2026-03-04,2026-03-07,Partially Received,ING021,Matcha Powder,Tea Inputs,Raw Material,6.76,1.98,8.74,kg,2189.36,19135.01,3444.3,22579.31
PUR_20260304_OUT001_ING036_0068,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260304-OUT001-0067,2026-03-04,2026-03-05,Closed,ING036,Cold Cup,Packaging,Consumable,2460.0,0.0,2460.0,pcs,3.09,7601.4,1368.25,8969.65
PUR_20260304_OUT001_ING037_0068,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260304-OUT001-0067,2026-03-04,2026-03-05,Closed,ING037,Hot Cup,Packaging,Consumable,1760.0,0.0,1760.0,pcs,2.76,4857.6,874.37,5731.97
PUR_20260307_OUT001_ING009_0071,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260307-OUT001-0070,2026-03-07,2026-03-09,Closed,ING009,Bread,Bakery,Raw Material,355.0,0.0,355.0,pcs,12.54,4451.7,222.59,4674.29
PUR_20260307_OUT001_ING010_0071,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260307-OUT001-0070,2026-03-07,2026-03-10,Closed,ING010,Bagel,Bakery,Raw Material,175.0,0.0,175.0,pcs,28.61,5006.75,250.34,5257.09
