row_id,deployment,store_name,vendor_name,po_number,po_date,expected_delivery,po_status,item_code,item_name,category_name,super_category_name,total_processed_qty,remaining_balance_qty,quantity,unit,unit_price,subtotal,tax,total_item_cost
PUR_20260301_OUT003_ING002_0067,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260301-OUT003-0066,2026-03-01,2026-03-04,Closed,ING002,Milk,Dairy,Raw Material,68.52,0.0,68.52,litre,69.93,4791.6,239.58,5031.18
PUR_20260301_OUT003_ING009_0067,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260301-OUT003-0066,2026-03-01,2026-03-02,Closed,ING009,Bread,Bakery,Raw Material,450.0,0.0,450.0,pcs,12.62,5679.0,283.95,5962.95
PUR_20260301_OUT003_ING013_0067,ABNAH Cafe Saket Premium,Main Store,ChocoCraft Ingredients,PO-20260301-OUT003-0066,2026-03-01,2026-03-04,Closed,ING013,Brownie Base,Dessert Inputs,Raw Material,215.0,0.0,215.0,pcs,34.9,7503.5,1350.63,8854.13
PUR_20260301_OUT003_ING019_0067,ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260301-OUT003-0066,2026-03-01,2026-03-04,Partially Received,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,23.79,7.05,30.84,litre,94.32,2908.83,523.59,3432.42
PUR_20260301_OUT003_ING026_0067,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260301-OUT003-0066,2026-03-01,2026-03-03,Closed,ING026,Banana,Produce,Raw Material,53.52,0.0,53.52,kg,70.99,3799.38,189.97,3989.35
PUR_20260304_OUT003_ING002_0070,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260304-OUT003-0069,2026-03-04,2026-03-05,Closed,ING002,Milk,Dairy,Raw Material,177.27,0.0,177.27,litre,74.93,13282.84,664.14,13946.98
PUR_20260304_OUT003_ING003_0070,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260304-OUT003-0069,2026-03-04,2026-03-06,Closed,ING003,Oat Milk,Dairy Alternative,Raw Material,48.5,0.0,48.5,litre,180.26,8742.61,437.13,9179.74
PUR_20260304_OUT003_ING005_0070,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260304-OUT003-0069,2026-03-04,2026-03-06,Closed,ING005,Paneer,Dairy,Raw Material,22.9,0.0,22.9,kg,377.59,8646.81,432.34,9079.15
PUR_20260304_OUT003_ING034_0070,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260304-OUT003-0069,2026-03-04,2026-03-06,Closed,ING034,Salsa,Syrups & Sauces,Raw Material,20.5,0.0,20.5,kg,201.32,4127.06,742.87,4869.93
PUR_20260304_OUT003_ING037_0070,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260304-OUT003-0069,2026-03-04,2026-03-06,Closed,ING037,Hot Cup,Packaging,Consumable,1845.0,0.0,1845.0,pcs,2.85,5258.25,946.49,6204.74
PUR_20260307_OUT003_ING002_0073,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260307-OUT003-0072,2026-03-07,2026-03-09,Partially Received,ING002,Milk,Dairy,Raw Material,68.36,75.42,143.78,litre,76.14,10947.41,547.37,11494.78
PUR_20260307_OUT003_ING004_0073,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260307-OUT003-0072,2026-03-07,2026-03-10,Closed,ING004,Cream,Dairy,Raw Material,39.19,0.0,39.19,litre,203.43,7972.42,398.62,8371.04
PUR_20260307_OUT003_ING005_0073,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260307-OUT003-0072,2026-03-07,2026-03-10,Closed,ING005,Paneer,Dairy,Raw Material,35.26,0.0,35.26,kg,371.72,13106.85,655.34,13762.19
PUR_20260307_OUT003_ING006_0073,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260307-OUT003-0072,2026-03-07,2026-03-09,Partially Received,ING006,Cheese,Dairy,Raw Material,11.43,12.15,23.58,kg,489.38,11539.58,576.98,12116.56
PUR_20260307_OUT003_ING032_0073,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260307-OUT003-0072,2026-03-07,2026-03-08,Closed,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,28.73,0.0,28.73,kg,332.63,9556.46,1720.16,11276.62
PUR_20260307_OUT003_ING040_0073,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260307-OUT003-0072,2026-03-07,2026-03-10,Closed,ING040,Napkin,Packaging,Consumable,1600.0,0.0,1600.0,pcs,0.33,528.0,95.04,623.04
PUR_20260307_OUT003_ING041_0073,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260307-OUT003-0072,2026-03-07,2026-03-10,Closed,ING041,Dessert Box,Packaging,Consumable,375.0,0.0,375.0,pcs,5.07,1901.25,342.23,2243.48
PUR_20260307_OUT003_ING042_0073,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260307-OUT003-0072,2026-03-07,2026-03-08,Partially Received,ING042,Sandwich Box,Packaging,Consumable,388.94,106.06,495.0,pcs,6.56,3247.2,584.5,3831.7
PUR_20260310_OUT003_ING003_0076,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260310-OUT003-0075,2026-03-10,2026-03-11,Closed,ING003,Oat Milk,Dairy Alternative,Raw Material,20.05,0.0,20.05,litre,193.13,3872.26,193.61,4065.87
PUR_20260310_OUT003_ING016_0076,ABNAH Cafe Saket Premium,Main Store,ChocoCraft Ingredients,PO-20260310-OUT003-0075,2026-03-10,2026-03-13,Cancelled,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,0.0,0.0,34.02,litre,263.1,8950.66,1611.12,10561.78
PUR_20260310_OUT003_ING020_0076,ABNAH Cafe Saket Premium,Main Store,TeaLeaf Traders NCR,PO-20260310-OUT003-0075,2026-03-10,2026-03-11,Closed,ING020,Tea Leaves,Tea Inputs,Raw Material,14.03,0.0,14.03,kg,643.08,9022.41,451.12,9473.53
PUR_20260310_OUT003_ING026_0076,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260310-OUT003-0075,2026-03-10,2026-03-13,Closed,ING026,Banana,Produce,Raw Material,68.16,0.0,68.16,kg,71.48,4872.08,243.6,5115.68
