row_id,deployment,date,generation_date,generation_time,item_code,item_name,super_category_code,super_category_name,category_code,category_name,unit_name,average_price,store_stock_qty,total_qty,total_amt
INV_20260301_OUT002_ING001,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING001,Coffee Beans,SUP001,Raw Material,,Coffee Inputs,kg,985.2,32.5557,32.5557,32073.88
INV_20260301_OUT002_ING002,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,71.53,104.4973,104.4973,7474.69
INV_20260301_OUT002_ING003,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,182.11,65.0097,65.0097,11838.92
INV_20260301_OUT002_ING004,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING004,Cream,,Raw Material,CAT002,Dairy,litre,209.3,161.6208,161.6208,33827.23
INV_20260301_OUT002_ING005,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,363.43,193.1525,193.1525,70197.41
INV_20260301_OUT002_ING006,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,481.7,42.7705,42.7705,20602.55
INV_20260301_OUT002_ING007,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,325.92,202.0253,202.0253,65844.09
INV_20260301_OUT002_ING008,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,7.03,1678.4711,1678.4711,11799.65
INV_20260301_OUT002_ING009,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING009,Bread,SUP001,Raw Material,CAT005,Bakery,pcs,12.01,1562.6641,1562.6641,18767.6
INV_20260301_OUT002_ING010,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,28.84,1063.8991,1063.8991,30682.85
INV_20260301_OUT002_ING011,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING011,Tortilla,SUP001,Raw Material,CAT005,Bakery,pcs,15.49,2053.662,2053.662,31811.22
INV_20260301_OUT002_ING012,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING012,Croissant Base,SUP001,Raw Material,CAT005,Bakery,pcs,43.54,782.0515,782.0515,34050.52
INV_20260301_OUT002_ING013,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING013,Brownie Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,34.14,434.0156,434.0156,14817.29
INV_20260301_OUT002_ING014,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING014,Cake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,45.16,283.9996,283.9996,12825.42
INV_20260301_OUT002_ING015,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING015,Cheesecake Base,SUP001,Raw Material,,Dessert Inputs,pcs,73.99,577.1571,577.1571,42703.85
INV_20260301_OUT002_ING016,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING016,Chocolate Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,260.66,98.815,98.815,25757.12
INV_20260301_OUT002_ING017,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING017,Caramel Syrup,SUP001,Raw Material,,Syrups & Sauces,litre,253.4,68.0885,68.0885,17253.63
INV_20260301_OUT002_ING018,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING018,Vanilla Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,244.23,175.7613,175.7613,42926.18
INV_20260301_OUT002_ING019,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING019,Sugar Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,92.71,217.4108,217.4108,20156.16
INV_20260301_OUT002_ING020,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING020,Tea Leaves,SUP001,Raw Material,CAT008,Tea Inputs,kg,618.18,17.019,17.019,10520.81
INV_20260301_OUT002_ING021,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING021,Matcha Powder,,Raw Material,CAT008,Tea Inputs,kg,2197.21,39.6433,39.6433,87104.66
INV_20260301_OUT002_ING022,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING022,Ice,SUP001,Raw Material,CAT009,Beverage Inputs,kg,12.09,1417.8983,1417.8983,17142.39
INV_20260301_OUT002_ING023,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING023,Lemon,SUP001,Raw Material,CAT010,Produce,kg,111.44,101.4341,101.4341,11303.82
INV_20260301_OUT002_ING024,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING024,Hibiscus Concentrate,SUP001,Raw Material,CAT009,Beverage Inputs,litre,399.38,78.2867,78.2867,31266.14
INV_20260301_OUT002_ING025,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING025,Mixed Berry Pulp,SUP001,Raw Material,CAT011,Fruit Inputs,kg,417.42,224.2164,224.2164,93592.41
INV_20260301_OUT002_ING026,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING026,Banana,SUP001,Raw Material,CAT010,Produce,kg,69.91,231.9818,231.9818,16217.85
INV_20260301_OUT002_ING027,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING027,Butter,SUP001,Raw Material,CAT002,Dairy,kg,507.54,66.4624,66.4624,33732.33
INV_20260301_OUT002_ING028,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING028,Lettuce,,Raw Material,CAT010,Produce,kg,97.94,55.4274,55.4274,5428.56
INV_20260301_OUT002_ING029,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING029,Onion,SUP001,Raw Material,CAT010,Produce,kg,43.26,61.6846,61.6846,2668.48
INV_20260301_OUT002_ING030,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING030,Capsicum,SUP001,Raw Material,CAT010,Produce,kg,87.08,240.8578,240.8578,20973.9
INV_20260301_OUT002_ING031,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING031,Tomato,SUP001,Raw Material,CAT010,Produce,kg,55.34,54.6451,54.6451,3024.06
INV_20260301_OUT002_ING032,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING032,Pesto Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,348.08,29.9103,29.9103,10411.18
INV_20260301_OUT002_ING033,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING033,Chipotle Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,288.63,82.1138,82.1138,23700.51
INV_20260301_OUT002_ING035,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING035,Aioli,SUP001,Raw Material,,Syrups & Sauces,kg,313.8,31.4708,31.4708,9875.54
INV_20260301_OUT002_ING036,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING036,Cold Cup,SUP002,Consumable,CAT012,Packaging,pcs,3.19,10230.0177,10230.0177,32633.76
INV_20260301_OUT002_ING037,ABNAH Cafe Hauz Khas,2026-03-01,2026-03-01,23:55:00,ING037,Hot Cup,SUP002,Consumable,CAT012,Packaging,pcs,2.74,8909.7701,8909.7701,24412.77
INV_20260302_OUT002_ING001,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING001,Coffee Beans,SUP001,Raw Material,CAT001,Coffee Inputs,kg,978.03,31.6124,31.6124,30917.88
INV_20260302_OUT002_ING002,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,74.66,97.9686,97.9686,7314.34
INV_20260302_OUT002_ING003,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,190.83,64.3246,64.3246,12275.06
INV_20260302_OUT002_ING004,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,210.22,161.396,161.396,33928.67
INV_20260302_OUT002_ING005,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,365.44,192.9655,192.9655,70517.31
INV_20260302_OUT002_ING006,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,497.33,42.594,42.594,21183.27
INV_20260302_OUT002_ING007,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,329.34,201.3429,201.3429,66310.27
INV_20260302_OUT002_ING008,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,7.19,1678.4711,1678.4711,12068.21
INV_20260302_OUT002_ING009,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING009,Bread,SUP001,Raw Material,CAT005,Bakery,pcs,12.41,1551.1658,1551.1658,19249.97
INV_20260302_OUT002_ING010,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING010,Bagel,SUP001,Raw Material,,Bakery,pcs,27.92,1063.8991,1063.8991,29704.06
INV_20260302_OUT002_ING011,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING011,Tortilla,SUP001,Raw Material,CAT005,Bakery,pcs,14.58,2050.5512,2050.5512,29897.04
INV_20260302_OUT002_ING012,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING012,Croissant Base,SUP001,Raw Material,CAT005,Bakery,pcs,43.3,775.7838,775.7838,33591.44
INV_20260302_OUT002_ING013,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING013,Brownie Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,34.65,434.0156,434.0156,15038.64
INV_20260302_OUT002_ING014,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING014,Cake Base,,Raw Material,CAT006,Dessert Inputs,pcs,47.51,279.2525,279.2525,13267.29
INV_20260302_OUT002_ING015,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING015,Cheesecake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,70.39,575.0344,575.0344,40476.67
INV_20260302_OUT002_ING016,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING016,Chocolate Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,265.29,138.8485,138.8485,36835.12
INV_20260302_OUT002_ING017,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING017,Caramel Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,249.66,68.0245,68.0245,16983.0
INV_20260302_OUT002_ING018,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING018,Vanilla Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,241.28,175.7312,175.7312,42400.42
INV_20260302_OUT002_ING019,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING019,Sugar Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,89.41,216.5192,216.5192,19358.98
INV_20260302_OUT002_ING020,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING020,Tea Leaves,SUP001,Raw Material,,Tea Inputs,kg,640.07,16.9984,16.9984,10880.17
INV_20260302_OUT002_ING021,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING021,Matcha Powder,SUP001,Raw Material,CAT008,Tea Inputs,kg,2124.54,39.6433,39.6433,84223.78
INV_20260302_OUT002_ING022,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING022,Ice,SUP001,Raw Material,CAT009,Beverage Inputs,kg,12.03,1414.3627,1414.3627,17014.78
INV_20260302_OUT002_ING023,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING023,Lemon,SUP001,Raw Material,CAT010,Produce,kg,112.2,101.2639,101.2639,11361.81
INV_20260302_OUT002_ING024,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING024,Hibiscus Concentrate,SUP001,Raw Material,CAT009,Beverage Inputs,litre,399.28,78.24,78.24,31239.67
INV_20260302_OUT002_ING025,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING025,Mixed Berry Pulp,SUP001,Raw Material,CAT011,Fruit Inputs,kg,408.03,224.1338,224.1338,91453.31
INV_20260302_OUT002_ING026,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING026,Banana,SUP001,Raw Material,CAT010,Produce,kg,69.86,231.8322,231.8322,16195.8
INV_20260302_OUT002_ING027,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING027,Butter,SUP001,Raw Material,CAT002,Dairy,kg,535.0,66.3446,66.3446,35494.36
INV_20260302_OUT002_ING028,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING028,Lettuce,SUP001,Raw Material,CAT010,Produce,kg,93.83,55.22,55.22,5181.29
INV_20260302_OUT002_ING029,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING029,Onion,SUP001,Raw Material,CAT010,Produce,kg,41.38,61.6251,61.6251,2550.05
INV_20260302_OUT002_ING030,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING030,Capsicum,SUP001,Raw Material,CAT010,Produce,kg,81.81,240.7835,240.7835,19698.5
INV_20260302_OUT002_ING031,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING031,Tomato,,Raw Material,CAT010,Produce,kg,54.94,54.4701,54.4701,2992.59
INV_20260302_OUT002_ING032,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING032,Pesto Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,338.06,29.9103,29.9103,10111.48
INV_20260302_OUT002_ING033,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING033,Chipotle Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,288.02,81.9776,81.9776,23611.19
INV_20260302_OUT002_ING035,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING035,Aioli,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,305.34,31.4113,31.4113,9591.13
INV_20260302_OUT002_ING036,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING036,Cold Cup,SUP002,Consumable,,Packaging,pcs,3.31,10205.0652,10205.0652,33778.77
INV_20260302_OUT002_ING037,ABNAH Cafe Hauz Khas,2026-03-02,2026-03-02,23:55:00,ING037,Hot Cup,SUP002,Consumable,CAT012,Packaging,pcs,2.87,8881.9231,8881.9231,25491.12
INV_20260303_OUT002_ING001,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING001,Coffee Beans,SUP001,Raw Material,CAT001,Coffee Inputs,kg,1002.39,30.6354,30.6354,30708.62
INV_20260303_OUT002_ING002,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,72.53,88.9478,88.9478,6451.38
INV_20260303_OUT002_ING003,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,191.22,64.1333,64.1333,12263.57
INV_20260303_OUT002_ING004,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,204.58,161.2396,161.2396,32986.4
INV_20260303_OUT002_ING005,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,368.92,192.8566,192.8566,71148.66
INV_20260303_OUT002_ING006,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,484.07,42.4503,42.4503,20548.92
INV_20260303_OUT002_ING007,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,335.42,201.1656,201.1656,67474.97
INV_20260303_OUT002_ING008,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,7.14,1678.4711,1678.4711,11984.28
INV_20260303_OUT002_ING009,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING009,Bread,,Raw Material,CAT005,Bakery,pcs,12.46,1548.1057,1548.1057,19289.4
INV_20260303_OUT002_ING010,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,28.83,1063.8991,1063.8991,30672.21
INV_20260303_OUT002_ING011,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING011,Tortilla,SUP001,Raw Material,CAT005,Bakery,pcs,15.03,2048.5256,2048.5256,30789.34
INV_20260303_OUT002_ING012,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING012,Croissant Base,SUP001,Raw Material,CAT005,Bakery,pcs,40.94,770.6414,770.6414,31550.06
INV_20260303_OUT002_ING013,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING013,Brownie Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,34.0,434.0156,434.0156,14756.53
INV_20260303_OUT002_ING014,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING014,Cake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,44.95,275.7016,275.7016,12392.79
INV_20260303_OUT002_ING015,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING015,Cheesecake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,74.26,575.0344,575.0344,42702.05
INV_20260303_OUT002_ING016,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING016,Chocolate Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,262.22,138.316,138.316,36269.22
INV_20260303_OUT002_ING017,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING017,Caramel Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,253.94,67.8855,67.8855,17238.84
INV_20260303_OUT002_ING018,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING018,Vanilla Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,249.08,175.7312,175.7312,43771.13
INV_20260303_OUT002_ING019,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING019,Sugar Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,89.18,215.6133,215.6133,19228.39
INV_20260303_OUT002_ING020,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING020,Tea Leaves,SUP001,Raw Material,CAT008,Tea Inputs,kg,639.79,16.9809,16.9809,10864.21
INV_20260303_OUT002_ING021,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING021,Matcha Powder,SUP001,Raw Material,CAT008,Tea Inputs,kg,2110.94,39.6433,39.6433,83684.63
INV_20260303_OUT002_ING022,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING022,Ice,SUP001,Raw Material,CAT009,Beverage Inputs,kg,12.46,1410.5794,1410.5794,17575.82
INV_20260303_OUT002_ING023,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING023,Lemon,SUP001,Raw Material,CAT010,Produce,kg,114.33,101.1926,101.1926,11569.35
INV_20260303_OUT002_ING024,ABNAH Cafe Hauz Khas,2026-03-03,2026-03-03,23:55:00,ING024,Hibiscus Concentrate,SUP001,Raw Material,CAT009,Beverage Inputs,litre,403.45,95.8761,95.8761,38681.21
