row_id,outlet_name,date,super_category,category,item_number,item_name,qty,net_sale
SALE_20260101_OUT001_MENU0003,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0003,Americano - Regular,5,915.47
SALE_20260101_OUT001_MENU0004,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0004,Americano - Medium,4,830.23
SALE_20260101_OUT001_MENU0005,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0005,Americano - Large,1,223.64
SALE_20260101_OUT001_MENU0006,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0006,Latte - Regular,3,687.36
SALE_20260101_OUT001_MENU0007,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0007,Latte - Medium,1,247.48
SALE_20260101_OUT001_MENU0008,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0008,Latte - Large,3,839.74
SALE_20260101_OUT001_MENU0009,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0009,Cappuccino - Regular,3,678.05
SALE_20260101_OUT001_MENU0010,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0010,Cappuccino - Medium,4,956.64
SALE_20260101_OUT001_MENU0012,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0012,Flat White - Regular,4,921.53
SALE_20260101_OUT001_MENU0013,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0013,Flat White - Medium,2,527.36
SALE_20260101_OUT001_MENU0014,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0014,Flat White - Large,3,860.66
SALE_20260101_OUT001_MENU0015,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0015,Mocha - Regular,3,738.33
SALE_20260101_OUT001_MENU0016,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0016,Mocha - Medium,2,524.74
SALE_20260101_OUT001_MENU0017,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Coffee Classics,MENU0017,Mocha - Large,1,278.06
SALE_20260101_OUT001_MENU0018,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Signature Coffee,MENU0018,Sea Salt Mocha - Regular,1,277.19
SALE_20260101_OUT001_MENU0020,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Signature Coffee,MENU0020,Sea Salt Mocha - Large,1,322.12
SALE_20260101_OUT001_MENU0021,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Signature Coffee,MENU0021,Orange Zest Mocha - Regular,1,255.33
SALE_20260101_OUT001_MENU0022,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Signature Coffee,MENU0022,Orange Zest Mocha - Medium,1,287.1
SALE_20260101_OUT001_MENU0026,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Signature Coffee,MENU0026,Caramel Macchiato - Large,1,310.58
SALE_20260101_OUT001_MENU0027,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Signature Coffee,MENU0027,French Vanilla Latte - Regular,1,265.39
SALE_20260101_OUT001_MENU0030,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Signature Coffee,MENU0030,Vegan Iced Latte - Regular,3,845.31
SALE_20260101_OUT001_MENU0031,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Signature Coffee,MENU0031,Vegan Iced Latte - Medium,1,297.37
SALE_20260101_OUT001_MENU0033,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Brew,MENU0033,Classic Cold Brew - Regular,1,228.31
SALE_20260101_OUT001_MENU0034,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Brew,MENU0034,Classic Cold Brew - Medium,1,240.26
SALE_20260101_OUT001_MENU0035,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Brew,MENU0035,Classic Cold Brew - Large,1,276.65
SALE_20260101_OUT001_MENU0036,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Brew,MENU0036,Coffee Lemonade - Regular,2,474.24
SALE_20260101_OUT001_MENU0040,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Brew,MENU0040,Vietnamese Shakerato - Medium,1,284.7
SALE_20260101_OUT001_MENU0041,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Brew,MENU0041,Vietnamese Shakerato - Large,1,294.3
SALE_20260101_OUT001_MENU0042,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Coffee,MENU0042,Classic Cold Coffee - Regular,1,247.13
SALE_20260101_OUT001_MENU0044,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Coffee,MENU0044,Classic Cold Coffee - Large,1,325.56
SALE_20260101_OUT001_MENU0045,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Coffee,MENU0045,Mocha Cold Coffee - Regular,1,280.86
SALE_20260101_OUT001_MENU0046,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Coffee,MENU0046,Mocha Cold Coffee - Medium,2,616.55
SALE_20260101_OUT001_MENU0048,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Coffee,MENU0048,Caramel Cold Coffee - Regular,1,284.68
SALE_20260101_OUT001_MENU0049,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Cold Coffee,MENU0049,Caramel Cold Coffee - Medium,1,306.1
SALE_20260101_OUT001_MENU0051,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Tea,MENU0051,Masala Chai Latte - Regular,3,572.35
SALE_20260101_OUT001_MENU0054,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Tea,MENU0054,Himalayan Green Tea,2,426.2
SALE_20260101_OUT001_MENU0055,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Tea,MENU0055,Japanese Matcha Latte - Regular,1,260.29
SALE_20260101_OUT001_MENU0057,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Tea,MENU0057,Japanese Matcha Latte - Large,5,1562.86
SALE_20260101_OUT001_MENU0059,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Iced Tea,MENU0059,Lemon Iced Tea - Medium,2,436.58
SALE_20260101_OUT001_MENU0061,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Iced Tea,MENU0061,Hibiscus Lime Iced Tea - Regular,2,454.88
SALE_20260101_OUT001_MENU0065,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Kids Beverage,MENU0065,Hot Chocolate - Medium,1,240.82
SALE_20260101_OUT001_MENU0066,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Kids Beverage,MENU0066,Hot Chocolate - Large,1,262.23
SALE_20260101_OUT001_MENU0069,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Shake,MENU0069,Choco Chip Shake - Medium,2,638.12
SALE_20260101_OUT001_MENU0074,ABNAH Cafe Connaught Place,2026-01-01,Beverage,Smoothie,MENU0074,Seasonal Smoothie - Regular,2,603.2
SALE_20260101_OUT001_MENU0077,ABNAH Cafe Connaught Place,2026-01-01,Food,Wraps,MENU0077,Spicy Paneer Wrap,1,273.9
SALE_20260101_OUT001_MENU0078,ABNAH Cafe Connaught Place,2026-01-01,Food,Wraps,MENU0078,Shredded Chicken Wrap,1,278.24
SALE_20260101_OUT001_MENU0080,ABNAH Cafe Connaught Place,2026-01-01,Food,Sandwiches,MENU0080,Pesto Veg Sandwich,1,269.51
SALE_20260101_OUT001_MENU0083,ABNAH Cafe Connaught Place,2026-01-01,Food,Toasts,MENU0083,Chilli Cheese Garlic Toast,1,223.27
SALE_20260101_OUT001_MENU0084,ABNAH Cafe Connaught Place,2026-01-01,Food,Toasts,MENU0084,Chicken Pepperoni Avocado Toast,1,322.27
SALE_20260101_OUT001_MENU0085,ABNAH Cafe Connaught Place,2026-01-01,Food,Platter,MENU0085,Hummus and Pita Platter,1,306.6
SALE_20260101_OUT001_MENU0091,ABNAH Cafe Connaught Place,2026-01-01,Food,Snacks,MENU0091,Pesto Sundried Tomato Pin Wheel,1,226.81
SALE_20260101_OUT001_MENU0096,ABNAH Cafe Connaught Place,2026-01-01,Food,Baked Goods,MENU0096,Chocolate Croissant,2,462.09
SALE_20260101_OUT001_MENU0097,ABNAH Cafe Connaught Place,2026-01-01,Food,Baked Goods,MENU0097,Mushroom Cheese Croissant,1,249.12
SALE_20260101_OUT001_MENU0100,ABNAH Cafe Connaught Place,2026-01-01,Dessert,Baked Goods,MENU0100,Banana Walnut Tea Cake,1,197.35
SALE_20260101_OUT001_MENU0101,ABNAH Cafe Connaught Place,2026-01-01,Dessert,Baked Goods,MENU0101,Lemon Raspberry Tea Cake,2,428.41
SALE_20260101_OUT001_MENU0104,ABNAH Cafe Connaught Place,2026-01-01,Dessert,Desserts,MENU0104,Classic Chocolate Fudge Brownie,1,189.62
SALE_20260101_OUT001_MENU0105,ABNAH Cafe Connaught Place,2026-01-01,Dessert,Desserts,MENU0105,Soft-Centred Caramel Cookie,1,176.07
SALE_20260101_OUT001_MENU0107,ABNAH Cafe Connaught Place,2026-01-01,Dessert,Desserts,MENU0107,Jaggery Parmesan Cookie,1,173.13
SALE_20260101_OUT001_MENU0110,ABNAH Cafe Connaught Place,2026-01-01,Dessert,Baked Goods,MENU0110,Multigrain Walnut Tea Cake,1,223.5
SALE_20260102_OUT001_MENU0003,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0003,Americano - Regular,2,354.57
SALE_20260102_OUT001_MENU0005,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0005,Americano - Large,1,226.29
SALE_20260102_OUT001_MENU0006,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0006,Latte - Regular,4,878.21
SALE_20260102_OUT001_MENU0007,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0007,Latte - Medium,3,743.73
SALE_20260102_OUT001_MENU0008,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0008,Latte - Large,2,539.17
SALE_20260102_OUT001_MENU0009,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0009,Cappuccino - Regular,4,864.66
SALE_20260102_OUT001_MENU0010,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0010,Cappuccino - Medium,5,1197.47
SALE_20260102_OUT001_MENU0011,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0011,Cappuccino - Large,3,795.91
SALE_20260102_OUT001_MENU0012,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0012,Flat White - Regular,1,229.69
SALE_20260102_OUT001_MENU0013,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0013,Flat White - Medium,2,512.12
SALE_20260102_OUT001_MENU0014,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0014,Flat White - Large,1,272.19
SALE_20260102_OUT001_MENU0015,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0015,Mocha - Regular,4,987.12
SALE_20260102_OUT001_MENU0017,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Coffee Classics,MENU0017,Mocha - Large,3,849.39
SALE_20260102_OUT001_MENU0018,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Signature Coffee,MENU0018,Sea Salt Mocha - Regular,1,279.7
SALE_20260102_OUT001_MENU0021,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Signature Coffee,MENU0021,Orange Zest Mocha - Regular,1,268.88
SALE_20260102_OUT001_MENU0022,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Signature Coffee,MENU0022,Orange Zest Mocha - Medium,1,299.58
SALE_20260102_OUT001_MENU0024,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Signature Coffee,MENU0024,Caramel Macchiato - Regular,1,266.45
SALE_20260102_OUT001_MENU0027,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Signature Coffee,MENU0027,French Vanilla Latte - Regular,2,518.86
SALE_20260102_OUT001_MENU0028,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Signature Coffee,MENU0028,French Vanilla Latte - Medium,1,295.94
SALE_20260102_OUT001_MENU0029,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Signature Coffee,MENU0029,French Vanilla Latte - Large,2,631.03
SALE_20260102_OUT001_MENU0030,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Signature Coffee,MENU0030,Vegan Iced Latte - Regular,2,541.14
SALE_20260102_OUT001_MENU0032,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Signature Coffee,MENU0032,Vegan Iced Latte - Large,1,316.27
SALE_20260102_OUT001_MENU0036,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Cold Brew,MENU0036,Coffee Lemonade - Regular,1,234.43
SALE_20260102_OUT001_MENU0037,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Cold Brew,MENU0037,Coffee Lemonade - Medium,2,508.36
SALE_20260102_OUT001_MENU0038,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Cold Brew,MENU0038,Coffee Lemonade - Large,1,268.63
SALE_20260102_OUT001_MENU0039,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Cold Brew,MENU0039,Vietnamese Shakerato - Regular,1,241.84
SALE_20260102_OUT001_MENU0042,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Cold Coffee,MENU0042,Classic Cold Coffee - Regular,2,490.16
SALE_20260102_OUT001_MENU0046,ABNAH Cafe Connaught Place,2026-01-02,Beverage,Cold Coffee,MENU0046,Mocha Cold Coffee - Medium,1,304.84
