row_id,outlet_name,date,super_category,category,item_number,item_name,qty,net_sale
SALE_20260101_OUT003_MENU0004,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Coffee Classics,MENU0004,Americano - Medium,2,409.75
SALE_20260101_OUT003_MENU0005,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Coffee Classics,MENU0005,Americano - Large,1,230.81
SALE_20260101_OUT003_MENU0006,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Coffee Classics,MENU0006,Latte - Regular,3,687.97
SALE_20260101_OUT003_MENU0007,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Coffee Classics,MENU0007,Latte - Medium,2,491.75
SALE_20260101_OUT003_MENU0008,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Coffee Classics,MENU0008,Latte - Large,2,520.11
SALE_20260101_OUT003_MENU0009,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Coffee Classics,MENU0009,Cappuccino - Regular,1,213.26
SALE_20260101_OUT003_MENU0011,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Coffee Classics,MENU0011,Cappuccino - Large,1,277.59
SALE_20260101_OUT003_MENU0016,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Coffee Classics,MENU0016,Mocha - Medium,1,262.79
SALE_20260101_OUT003_MENU0017,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Coffee Classics,MENU0017,Mocha - Large,1,289.6
SALE_20260101_OUT003_MENU0020,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Signature Coffee,MENU0020,Sea Salt Mocha - Large,2,660.5
SALE_20260101_OUT003_MENU0021,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Signature Coffee,MENU0021,Orange Zest Mocha - Regular,3,783.36
SALE_20260101_OUT003_MENU0022,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Signature Coffee,MENU0022,Orange Zest Mocha - Medium,2,606.38
SALE_20260101_OUT003_MENU0023,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Signature Coffee,MENU0023,Orange Zest Mocha - Large,1,321.2
SALE_20260101_OUT003_MENU0024,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Signature Coffee,MENU0024,Caramel Macchiato - Regular,1,253.17
SALE_20260101_OUT003_MENU0025,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Signature Coffee,MENU0025,Caramel Macchiato - Medium,1,299.94
SALE_20260101_OUT003_MENU0030,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Signature Coffee,MENU0030,Vegan Iced Latte - Regular,2,564.62
SALE_20260101_OUT003_MENU0031,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Signature Coffee,MENU0031,Vegan Iced Latte - Medium,3,911.15
SALE_20260101_OUT003_MENU0033,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Cold Brew,MENU0033,Classic Cold Brew - Regular,2,439.12
SALE_20260101_OUT003_MENU0034,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Cold Brew,MENU0034,Classic Cold Brew - Medium,2,500.34
SALE_20260101_OUT003_MENU0038,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Cold Brew,MENU0038,Coffee Lemonade - Large,1,274.89
SALE_20260101_OUT003_MENU0039,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Cold Brew,MENU0039,Vietnamese Shakerato - Regular,1,240.31
SALE_20260101_OUT003_MENU0040,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Cold Brew,MENU0040,Vietnamese Shakerato - Medium,1,272.96
SALE_20260101_OUT003_MENU0041,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Cold Brew,MENU0041,Vietnamese Shakerato - Large,2,614.73
SALE_20260101_OUT003_MENU0042,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Cold Coffee,MENU0042,Classic Cold Coffee - Regular,1,250.42
SALE_20260101_OUT003_MENU0043,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Cold Coffee,MENU0043,Classic Cold Coffee - Medium,1,292.91
SALE_20260101_OUT003_MENU0046,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Cold Coffee,MENU0046,Mocha Cold Coffee - Medium,2,629.3
SALE_20260101_OUT003_MENU0051,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Tea,MENU0051,Masala Chai Latte - Regular,1,193.84
SALE_20260101_OUT003_MENU0052,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Tea,MENU0052,Masala Chai Latte - Medium,1,213.75
SALE_20260101_OUT003_MENU0054,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Tea,MENU0054,Himalayan Green Tea,1,199.4
SALE_20260101_OUT003_MENU0056,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Tea,MENU0056,Japanese Matcha Latte - Medium,1,282.78
SALE_20260101_OUT003_MENU0058,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Iced Tea,MENU0058,Lemon Iced Tea - Regular,1,208.23
SALE_20260101_OUT003_MENU0059,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Iced Tea,MENU0059,Lemon Iced Tea - Medium,1,218.71
SALE_20260101_OUT003_MENU0061,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Iced Tea,MENU0061,Hibiscus Lime Iced Tea - Regular,1,218.25
SALE_20260101_OUT003_MENU0062,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Iced Tea,MENU0062,Hibiscus Lime Iced Tea - Medium,1,242.7
SALE_20260101_OUT003_MENU0063,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Iced Tea,MENU0063,Hibiscus Lime Iced Tea - Large,1,279.91
SALE_20260101_OUT003_MENU0065,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Kids Beverage,MENU0065,Hot Chocolate - Medium,1,238.39
SALE_20260101_OUT003_MENU0073,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Shake,MENU0073,Mixed Berry Shake - Large,1,378.38
SALE_20260101_OUT003_MENU0074,ABNAH Cafe Saket Premium,2026-01-01,Beverage,Smoothie,MENU0074,Seasonal Smoothie - Regular,1,292.68
