row_id,outlet_name,date,super_category,category,item_number,item_name,qty,net_sale
SALE_20260101_OUT002_MENU0002,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Espresso,MENU0002,Espresso Shot - Doppio,1,174.26
SALE_20260101_OUT002_MENU0003,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0003,Americano - Regular,4,719.07
SALE_20260101_OUT002_MENU0004,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0004,Americano - Medium,1,203.34
SALE_20260101_OUT002_MENU0006,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0006,Latte - Regular,3,644.94
SALE_20260101_OUT002_MENU0007,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0007,Latte - Medium,2,483.87
SALE_20260101_OUT002_MENU0008,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0008,Latte - Large,1,260.37
SALE_20260101_OUT002_MENU0009,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0009,Cappuccino - Regular,3,674.72
SALE_20260101_OUT002_MENU0010,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0010,Cappuccino - Medium,1,253.06
SALE_20260101_OUT002_MENU0011,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0011,Cappuccino - Large,2,531.28
SALE_20260101_OUT002_MENU0012,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0012,Flat White - Regular,2,447.64
SALE_20260101_OUT002_MENU0014,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0014,Flat White - Large,3,869.7
SALE_20260101_OUT002_MENU0016,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0016,Mocha - Medium,1,268.12
SALE_20260101_OUT002_MENU0017,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Coffee Classics,MENU0017,Mocha - Large,1,292.11
SALE_20260101_OUT002_MENU0022,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Signature Coffee,MENU0022,Orange Zest Mocha - Medium,1,282.9
SALE_20260101_OUT002_MENU0027,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Signature Coffee,MENU0027,French Vanilla Latte - Regular,2,530.81
SALE_20260101_OUT002_MENU0031,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Signature Coffee,MENU0031,Vegan Iced Latte - Medium,2,609.88
SALE_20260101_OUT002_MENU0032,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Signature Coffee,MENU0032,Vegan Iced Latte - Large,1,329.49
SALE_20260101_OUT002_MENU0033,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Brew,MENU0033,Classic Cold Brew - Regular,1,221.87
SALE_20260101_OUT002_MENU0034,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Brew,MENU0034,Classic Cold Brew - Medium,1,240.95
SALE_20260101_OUT002_MENU0036,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Brew,MENU0036,Coffee Lemonade - Regular,1,238.81
SALE_20260101_OUT002_MENU0037,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Brew,MENU0037,Coffee Lemonade - Medium,1,251.46
SALE_20260101_OUT002_MENU0040,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Brew,MENU0040,Vietnamese Shakerato - Medium,1,271.96
SALE_20260101_OUT002_MENU0042,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Coffee,MENU0042,Classic Cold Coffee - Regular,1,257.92
SALE_20260101_OUT002_MENU0043,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Coffee,MENU0043,Classic Cold Coffee - Medium,1,282.38
SALE_20260101_OUT002_MENU0046,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Coffee,MENU0046,Mocha Cold Coffee - Medium,3,948.96
SALE_20260101_OUT002_MENU0048,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Coffee,MENU0048,Caramel Cold Coffee - Regular,2,564.43
SALE_20260101_OUT002_MENU0050,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Cold Coffee,MENU0050,Caramel Cold Coffee - Large,1,357.75
SALE_20260101_OUT002_MENU0052,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Tea,MENU0052,Masala Chai Latte - Medium,1,223.07
SALE_20260101_OUT002_MENU0055,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Tea,MENU0055,Japanese Matcha Latte - Regular,2,502.55
SALE_20260101_OUT002_MENU0056,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Tea,MENU0056,Japanese Matcha Latte - Medium,1,297.95
SALE_20260101_OUT002_MENU0058,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Iced Tea,MENU0058,Lemon Iced Tea - Regular,1,193.91
SALE_20260101_OUT002_MENU0061,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Iced Tea,MENU0061,Hibiscus Lime Iced Tea - Regular,2,438.59
SALE_20260101_OUT002_MENU0063,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Iced Tea,MENU0063,Hibiscus Lime Iced Tea - Large,1,273.49
SALE_20260101_OUT002_MENU0065,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Kids Beverage,MENU0065,Hot Chocolate - Medium,1,246.47
SALE_20260101_OUT002_MENU0066,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Kids Beverage,MENU0066,Hot Chocolate - Large,1,266.11
SALE_20260101_OUT002_MENU0070,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Shake,MENU0070,Choco Chip Shake - Large,1,346.87
SALE_20260101_OUT002_MENU0072,ABNAH Cafe Hauz Khas,2026-01-01,Beverage,Shake,MENU0072,Mixed Berry Shake - Medium,1,341.6
SALE_20260101_OUT002_MENU0077,ABNAH Cafe Hauz Khas,2026-01-01,Food,Wraps,MENU0077,Spicy Paneer Wrap,1,271.25
SALE_20260101_OUT002_MENU0078,ABNAH Cafe Hauz Khas,2026-01-01,Food,Wraps,MENU0078,Shredded Chicken Wrap,2,592.82
SALE_20260101_OUT002_MENU0080,ABNAH Cafe Hauz Khas,2026-01-01,Food,Sandwiches,MENU0080,Pesto Veg Sandwich,1,283.09
SALE_20260101_OUT002_MENU0082,ABNAH Cafe Hauz Khas,2026-01-01,Food,Sandwiches,MENU0082,Tandoori Chicken Sandwich,1,305.97
SALE_20260101_OUT002_MENU0092,ABNAH Cafe Hauz Khas,2026-01-01,Food,Snacks,MENU0092,Turnover with Brioche Dough Chicken,1,249.29
SALE_20260101_OUT002_MENU0094,ABNAH Cafe Hauz Khas,2026-01-01,Food,Baked Goods,MENU0094,Butter Croissant,1,197.92
SALE_20260101_OUT002_MENU0097,ABNAH Cafe Hauz Khas,2026-01-01,Food,Baked Goods,MENU0097,Mushroom Cheese Croissant,1,243.35
SALE_20260101_OUT002_MENU0100,ABNAH Cafe Hauz Khas,2026-01-01,Dessert,Baked Goods,MENU0100,Banana Walnut Tea Cake,1,196.86
SALE_20260101_OUT002_MENU0101,ABNAH Cafe Hauz Khas,2026-01-01,Dessert,Baked Goods,MENU0101,Lemon Raspberry Tea Cake,1,213.78
SALE_20260101_OUT002_MENU0102,ABNAH Cafe Hauz Khas,2026-01-01,Dessert,Desserts,MENU0102,Double Chocolate Truffle Cake,3,900.41
SALE_20260101_OUT002_MENU0104,ABNAH Cafe Hauz Khas,2026-01-01,Dessert,Desserts,MENU0104,Classic Chocolate Fudge Brownie,2,395.9
SALE_20260101_OUT002_MENU0106,ABNAH Cafe Hauz Khas,2026-01-01,Dessert,Desserts,MENU0106,Death by Chocolate Cookie,4,769.95
SALE_20260101_OUT002_MENU0109,ABNAH Cafe Hauz Khas,2026-01-01,Dessert,Desserts,MENU0109,Basque Cheesecake,1,292.32
SALE_20260102_OUT002_MENU0001,ABNAH Cafe Hauz Khas,2026-01-02,Beverage,Espresso,MENU0001,Espresso Shot - Solo,1,139.88
SALE_20260102_OUT002_MENU0004,ABNAH Cafe Hauz Khas,2026-01-02,Beverage,Coffee Classics,MENU0004,Americano - Medium,6,1249.56
SALE_20260102_OUT002_MENU0005,ABNAH Cafe Hauz Khas,2026-01-02,Beverage,Coffee Classics,MENU0005,Americano - Large,2,465.48
SALE_20260102_OUT002_MENU0007,ABNAH Cafe Hauz Khas,2026-01-02,Beverage,Coffee Classics,MENU0007,Latte - Medium,3,706.56
SALE_20260102_OUT002_MENU0012,ABNAH Cafe Hauz Khas,2026-01-02,Beverage,Coffee Classics,MENU0012,Flat White - Regular,2,448.37
