Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,Latest Physical,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Variance Percent,PhysicalGain/Loss Qty,Amt,Actual Consumption,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Hauz Khas,Main Store,ING001,Coffee Beans,Coffee Inputs,Raw Material,1005.92,2026-01-01,27.797,kg,27961.56,11.03,11095.3,0.0,0.0,31.9975,32186.93,0,0,0.0,0.0,31.9975,32186.93,0.0,0.0,0,0,0.0,0.0,2026-01-31,6.8295,6869.93,2026-01-31,6.8135,6853.84,1.1119,1118.48,3.6,-0.016,-16.09,31.9975,32186.93,7.9414,7988.41,6.8135,6853.84
ABNAH Cafe Hauz Khas,Main Store,ING002,Milk,Dairy,Raw Material,71.95,2026-01-01,232.9479,litre,16760.6,0.0,0.0,12.0,863.4,229.9734,16546.59,0,0,0.0,0.0,229.9734,16546.59,5.1766,372.46,0,0,0.0,0.0,2026-01-31,9.7979,704.96,2026-01-31,10.0379,722.23,-23.681,-1703.85,-9.15,0.24,17.27,235.15,16919.04,-19.0597,-1371.35,10.0379,722.23
ABNAH Cafe Hauz Khas,Main Store,ING003,Oat Milk,Dairy Alternative,Raw Material,185.0,2026-01-01,30.8,litre,5698.0,0.0,0.0,0.0,0.0,13.4245,2483.53,0,0,0.0,0.0,13.4245,2483.53,0.0,0.0,0,0,0.0,0.0,2026-01-31,17.3755,3214.47,2026-01-31,17.3195,3204.11,0.4915,90.93,3.8,-0.056,-10.36,13.4245,2483.53,17.867,3305.39,17.3195,3204.11
ABNAH Cafe Hauz Khas,Main Store,ING004,Cream,Dairy,Raw Material,215.36,2026-01-01,22.5,litre,4845.6,19.05,4102.61,0.0,0.0,7.8447,1689.43,0,0,0.0,0.0,7.8447,1689.43,0.0,0.0,0,0,0.0,0.0,2026-01-31,33.7053,7258.77,2026-01-31,33.7453,7267.39,0.416,89.59,5.6,0.04,8.61,7.8447,1689.43,34.1213,7348.36,33.7453,7267.39
ABNAH Cafe Hauz Khas,Main Store,ING005,Paneer,Dairy,Raw Material,362.26,2026-01-01,26.4,kg,9563.66,71.33,25840.01,0.0,0.0,9.5547,3461.29,0,0,0.0,0.0,9.5547,3461.29,0.0,0.0,0,0,0.0,0.0,2026-01-31,88.1753,31942.38,2026-01-31,88.1513,31933.69,0.5747,208.19,6.4,-0.024,-8.69,9.5547,3461.29,88.75,32150.58,88.1513,31933.69
ABNAH Cafe Hauz Khas,Main Store,ING006,Cheese,Dairy,Raw Material,0.0,2026-01-01,22.0,kg,0.0,0.0,0.0,0.0,0.0,6.923,0.0,0,0,0.0,0.0,6.923,0.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,15.077,0.0,2026-01-31,15.037,0.0,0.398,0.0,6.1,-0.04,-0.0,6.923,0.0,15.475,0.0,15.037,0.0
ABNAH Cafe Hauz Khas,Main Store,ING007,Chicken,Protein,Raw Material,327.71,2026-01-01,33.75,kg,11060.21,160.31,52535.19,0.0,0.0,11.2998,3703.06,0,0,0.0,0.0,11.2998,3703.06,0.0,0.0,0,0,0.0,0.0,2026-01-31,182.7602,59892.35,2026-01-31,182.7042,59873.99,0.3398,111.36,3.1,-0.056,-18.35,11.2998,3703.06,183.1,60003.7,182.7042,59873.99
ABNAH Cafe Hauz Khas,Main Store,ING008,Egg,Protein,Raw Material,7.1,2026-01-01,300.0,pcs,2130.0,385.0,2733.5,0.0,0.0,26.988,191.61,0,0,0.0,0.0,26.988,191.61,0.0,0.0,0,0,0.0,0.0,2026-01-31,658.012,4671.89,2026-01-31,657.292,4666.77,0.988,7.01,3.8,-0.72,-5.11,26.988,191.61,659.0,4678.9,657.292,4666.77
ABNAH Cafe Hauz Khas,Main Store,ING009,Bread,Bakery,Raw Material,11.84,2026-01-01,337.5,pcs,3996.0,1080.0,12787.2,0.0,0.0,252.052,2984.3,0,0,0.0,0.0,252.052,2984.3,3.416,40.45,0,0,0.0,0.0,2026-01-31,1162.032,13758.46,2026-01-31,1162.032,13758.46,11.468,135.78,4.7,0.0,0.0,255.468,3024.74,1170.084,13853.79,1162.032,13758.46
ABNAH Cafe Hauz Khas,Main Store,ING010,Bagel,Bakery,Raw Material,27.8,2026-01-01,135.0,pcs,3753.0,570.0,15846.0,0.0,0.0,22.704,631.17,0,0,0.0,0.0,22.704,631.17,0.0,0.0,0,0,6.0,166.8,2026-01-31,676.296,18801.03,2026-01-31,676.056,18794.36,0.704,19.57,3.2,-0.24,-6.67,22.704,631.17,677.0,18820.6,676.056,18794.36
ABNAH Cafe Hauz Khas,Main Store,ING011,Tortilla,Bakery,Raw Material,15.47,2026-01-01,225.0,pcs,3480.75,1330.0,20575.1,0.0,0.0,63.135,976.7,0,0,0.0,0.0,63.135,976.7,0.0,0.0,0,0,0.0,0.0,2026-01-31,1491.865,23079.15,2026-01-31,1492.065,23082.25,2.135,33.03,3.5,0.2,3.09,63.135,976.7,1494.0,23112.18,1492.065,23082.25
ABNAH Cafe Hauz Khas,Main Store,ING012,Croissant Base,Bakery,Raw Material,42.5,2026-01-01,150.0,pcs,6375.0,600.0,25500.0,0.0,0.0,160.836,6835.53,0,0,0.0,0.0,160.836,6835.53,2.184,92.82,0,0,0.0,0.0,2026-01-31,586.98,24946.65,2026-01-31,587.11,24952.17,7.02,298.35,4.5,0.13,5.53,163.02,6928.35,591.816,25152.18,587.11,24952.17
ABNAH Cafe Hauz Khas,Main Store,ING013,Brownie Base,Dessert Inputs,Raw Material,34.0,2026-01-01,165.0,pcs,5610.0,0.0,0.0,18.0,612.0,19.741,671.19,0,0,0.0,0.0,19.741,671.19,0.0,0.0,0,0,0.0,0.0,2026-01-31,163.259,5550.81,2026-01-31,163.679,5565.09,0.741,25.19,3.9,0.42,14.28,19.741,671.19,164.0,5576.0,163.679,5565.09
ABNAH Cafe Hauz Khas,Main Store,ING014,Cake Base,Dessert Inputs,Raw Material,45.71,2026-01-01,144.225,pcs,6592.52,215.0,9827.65,0.0,0.0,165.6985,7574.08,0,0,0.0,0.0,165.6985,7574.08,2.2435,102.55,0,0,0.0,0.0,2026-01-31,191.283,8743.55,2026-01-31,191.383,8748.12,7.692,351.6,4.8,0.1,4.57,167.942,7676.63,196.7315,8992.6,191.383,8748.12
ABNAH Cafe Hauz Khas,Main Store,ING015,Cheesecake Base,Dessert Inputs,Raw Material,72.0,2026-01-01,82.5,pcs,5940.0,0.0,0.0,0.0,0.0,21.756,1566.43,0,0,0.0,0.0,21.756,1566.43,0.0,0.0,0,0,0.0,0.0,2026-01-31,60.744,4373.57,2026-01-31,60.534,4358.45,0.756,54.43,3.6,-0.21,-15.12,21.756,1566.43,61.5,4428.0,60.534,4358.45
ABNAH Cafe Hauz Khas,Main Store,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,262.64,2026-01-01,27.0,litre,7091.28,60.1,15784.66,0.0,0.0,14.1865,3725.94,0,0,0.0,0.0,14.1865,3725.94,0.0,0.0,0,0,0.0,0.0,2026-01-31,72.9135,19150.0,2026-01-31,72.9135,19150.0,0.5062,132.95,3.7,0.0,0.0,14.1865,3725.94,73.4197,19282.95,72.9135,19150.0
ABNAH Cafe Hauz Khas,Main Store,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,250.0,2026-01-01,24.0,litre,6000.0,0.0,0.0,0.0,0.0,4.5964,1149.1,0,0,0.0,0.0,4.5964,1149.1,0.0,0.0,0,0,0.0,0.0,2026-01-31,19.4036,4850.9,2026-01-31,19.4036,4850.9,0.164,41.0,3.7,0.0,0.0,4.5964,1149.1,19.5676,4891.9,19.4036,4850.9
ABNAH Cafe Hauz Khas,Main Store,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,241.71,2026-01-01,24.0,litre,5801.04,51.39,12421.48,0.0,0.0,1.864,450.55,0,0,0.0,0.0,1.864,450.55,0.0,0.0,0,0,0.0,0.0,2026-01-31,73.526,17771.97,2026-01-31,73.466,17757.47,0.0665,16.07,3.7,-0.06,-14.5,1.864,450.55,73.5925,17788.04,73.466,17757.47
ABNAH Cafe Hauz Khas,Main Store,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,89.48,2026-01-01,39.6,litre,3543.41,41.45,3708.95,0.0,0.0,31.808,2846.18,0,0,0.0,0.0,31.808,2846.18,0.0,0.0,0,0,0.0,0.0,2026-01-31,49.242,4406.17,2026-01-31,49.35,4415.84,1.1349,101.55,3.7,0.108,9.66,31.808,2846.18,50.3769,4507.73,49.35,4415.84
ABNAH Cafe Hauz Khas,Main Store,ING020,Tea Leaves,Tea Inputs,Raw Material,620.0,2026-01-01,13.5,kg,8370.0,0.0,0.0,0.0,0.0,0.7273,450.93,0,0,0.0,0.0,0.7273,450.93,0.0,0.0,0,0,0.0,0.0,2026-01-31,12.7727,7919.07,2026-01-31,12.7627,7912.87,0.0239,14.82,3.4,-0.01,-6.2,0.7273,450.93,12.7966,7933.89,12.7627,7912.87
ABNAH Cafe Hauz Khas,Main Store,ING021,Matcha Powder,Tea Inputs,Raw Material,2085.57,2026-01-01,6.0,kg,12513.42,16.63,34683.03,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,22.63,47196.45,2026-01-31,22.618,47171.42,0.0,0.0,0.0,-0.012,-25.03,0.0,0.0,22.63,47196.45,22.618,47171.42
ABNAH Cafe Hauz Khas,Main Store,ING022,Ice,Beverage Inputs,Raw Material,12.14,2026-01-01,300.0,kg,3642.0,795.16,9653.24,0.0,0.0,106.9358,1298.2,0,0,0.0,0.0,106.9358,1298.2,1.4507,17.61,0,0,0.0,0.0,2026-01-31,986.7735,11979.43,2026-01-31,986.5335,11976.52,4.7665,57.87,4.6,-0.24,-2.91,108.3865,1315.81,990.0893,12019.68,986.5335,11976.52
ABNAH Cafe Hauz Khas,Main Store,ING023,Lemon,Produce,Raw Material,105.67,2026-01-01,27.0,kg,2853.09,27.29,2883.73,0.0,0.0,4.8008,507.3,0,0,0.0,0.0,4.8008,507.3,0.0,0.0,0,0,0.0,0.0,2026-01-31,49.4892,5229.52,2026-01-31,49.4892,5229.52,0.2803,29.62,6.2,0.0,0.0,4.8008,507.3,49.7695,5259.14,49.4892,5229.52
ABNAH Cafe Hauz Khas,Main Store,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,405.03,2026-01-01,12.0,litre,4860.36,18.94,7671.27,0.0,0.0,2.8005,1134.29,0,0,0.0,0.0,2.8005,1134.29,0.0,0.0,0,0,0.0,0.0,2026-01-31,28.1395,11397.34,2026-01-31,28.1315,11394.1,0.0973,39.41,3.6,-0.008,-3.24,2.8005,1134.29,28.2368,11436.75,28.1315,11394.1
ABNAH Cafe Hauz Khas,Main Store,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,417.53,2026-01-01,22.5,kg,9394.42,90.5,37786.46,0.0,0.0,3.6899,1540.64,0,0,0.0,0.0,3.6899,1540.64,0.0,0.0,0,0,0.764,318.99,2026-01-31,108.5461,45321.25,2026-01-31,108.5661,45329.6,0.1179,49.23,3.3,0.02,8.35,3.6899,1540.64,108.664,45370.48,108.5661,45329.6
ABNAH Cafe Hauz Khas,Main Store,ING026,Banana,Produce,Raw Material,71.94,2026-01-01,45.0,kg,3237.3,142.65,10262.24,0.0,0.0,4.1117,295.8,0,0,0.0,0.0,4.1117,295.8,0.0,0.0,0,0,1.702,122.44,2026-01-31,181.8363,13081.3,2026-01-31,181.7283,13073.53,0.2437,17.53,6.3,-0.108,-7.77,4.1117,295.8,182.08,13098.84,181.7283,13073.53
ABNAH Cafe Hauz Khas,Main Store,ING027,Butter,Dairy,Raw Material,537.38,2026-01-01,18.0,kg,9672.84,12.43,6679.63,0.0,0.0,4.1259,2217.18,0,0,0.0,0.0,4.1259,2217.18,0.0,0.0,0,0,0.0,0.0,2026-01-31,26.3041,14135.3,2026-01-31,26.3201,14143.9,0.2409,129.45,6.2,0.016,8.6,4.1259,2217.18,26.545,14264.75,26.3201,14143.9
ABNAH Cafe Hauz Khas,Main Store,ING028,Lettuce,Produce,Raw Material,95.0,2026-01-01,18.0,kg,1710.0,0.0,0.0,0.0,0.0,3.5703,339.18,0,0,0.0,0.0,3.5703,339.18,0.0,0.0,0,0,0.0,0.0,2026-01-31,14.4297,1370.82,2026-01-31,14.4577,1373.48,0.2053,19.5,6.1,0.028,2.66,3.5703,339.18,14.635,1390.33,14.4577,1373.48
ABNAH Cafe Hauz Khas,Main Store,ING029,Onion,Produce,Raw Material,42.0,2026-01-01,45.0,kg,1890.0,0.0,0.0,0.0,0.0,1.292,54.26,0,0,0.0,0.0,1.292,54.26,0.0,0.0,0,0,0.0,0.0,2026-01-31,43.708,1835.74,2026-01-31,43.672,1834.22,0.072,3.02,5.9,-0.036,-1.51,1.292,54.26,43.78,1838.76,43.672,1834.22
ABNAH Cafe Hauz Khas,Main Store,ING030,Capsicum,Produce,Raw Material,84.33,2026-01-01,27.0,kg,2276.91,44.09,3718.11,0.0,0.0,1.618,136.45,0,0,0.0,0.0,1.618,136.45,0.0,0.0,0,0,0.0,0.0,2026-01-31,69.472,5858.57,2026-01-31,69.512,5861.95,0.093,7.84,6.1,0.04,3.37,1.618,136.45,69.565,5866.42,69.512,5861.95
ABNAH Cafe Hauz Khas,Main Store,ING031,Tomato,Produce,Raw Material,54.0,2026-01-01,45.0,kg,2430.0,0.0,0.0,0.0,0.0,2.8965,156.41,0,0,0.0,0.0,2.8965,156.41,0.0,0.0,0,0,0.0,0.0,2026-01-31,42.1035,2273.59,2026-01-31,42.0315,2269.7,0.1665,8.99,6.1,-0.072,-3.89,2.8965,156.41,42.27,2282.58,42.0315,2269.7
ABNAH Cafe Hauz Khas,Main Store,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,340.0,2026-01-01,18.0,kg,6120.0,0.0,0.0,0.0,0.0,1.038,352.92,0,0,0.0,0.0,1.038,352.92,0.0,0.0,0,0,0.0,0.0,2026-01-31,16.962,5767.08,2026-01-31,16.994,5777.96,0.038,12.92,3.8,0.032,10.88,1.038,352.92,17.0,5780.0,16.994,5777.96
ABNAH Cafe Hauz Khas,Main Store,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,278.71,2026-01-01,18.0,kg,5016.78,52.07,14512.43,0.0,0.0,2.7709,772.28,0,0,0.0,0.0,2.7709,772.28,0.0,0.0,0,0,0.0,0.0,2026-01-31,67.2991,18756.93,2026-01-31,67.3151,18761.39,0.0859,23.94,3.2,0.016,4.46,2.7709,772.28,67.385,18780.87,67.3151,18761.39
ABNAH Cafe Hauz Khas,Main Store,ING034,Salsa,Syrups & Sauces,Raw Material,192.56,2026-01-01,18.0,kg,3466.08,23.04,4436.58,0.0,0.0,0.4639,89.33,0,0,0.0,0.0,0.4639,89.33,0.0,0.0,0,0,0.0,0.0,2026-01-31,40.5761,7813.33,2026-01-31,40.5281,7804.09,0.0139,2.68,3.09,-0.048,-9.24,0.4639,89.33,40.59,7816.01,40.5281,7804.09
ABNAH Cafe Hauz Khas,Main Store,ING035,Aioli,Syrups & Sauces,Raw Material,310.0,2026-01-01,18.0,kg,5580.0,0.0,0.0,0.0,0.0,0.4987,154.6,0,0,0.0,0.0,0.4987,154.6,0.0,0.0,0,0,0.0,0.0,2026-01-31,17.5013,5425.4,2026-01-31,17.5013,5425.4,0.0187,5.8,3.9,0.0,0.0,0.4987,154.6,17.52,5431.2,17.5013,5425.4
ABNAH Cafe Hauz Khas,Main Store,ING036,Cold Cup,Packaging,Consumable,3.33,2026-01-01,1540.0,pcs,5128.2,4395.0,14635.35,140.0,466.2,819.092,2727.58,0,0,0.0,0.0,819.092,2727.58,10.808,35.99,0,0,0.0,0.0,2026-01-31,5245.1,17466.18,2026-01-31,5242.3,17456.86,57.9,192.81,7.5,-2.8,-9.32,829.9,2763.57,5292.192,17623.0,5242.3,17456.86
ABNAH Cafe Hauz Khas,Main Store,ING037,Hot Cup,Packaging,Consumable,2.8,2026-01-01,1540.0,pcs,4312.0,5115.0,14322.0,0.0,0.0,1100.32,3080.9,0,0,0.0,0.0,1100.32,3080.9,14.56,40.77,0,0,0.0,0.0,2026-01-31,5540.12,15512.34,2026-01-31,5537.32,15504.5,74.88,209.66,7.2,-2.8,-7.84,1114.88,3121.66,5600.44,15681.23,5537.32,15504.5
ABNAH Cafe Hauz Khas,Main Store,ING038,Lid,Packaging,Consumable,1.12,2026-01-01,1630.8,pcs,1826.5,2725.0,3052.0,0.0,0.0,1917.096,2147.15,0,0,0.0,0.0,1917.096,2147.15,25.368,28.41,0,0,0.0,0.0,2026-01-31,2413.336,2702.94,2026-01-31,2409.136,2698.23,130.464,146.12,7.2,-4.2,-4.7,1942.464,2175.56,2518.432,2820.64,2409.136,2698.23
ABNAH Cafe Hauz Khas,Main Store,ING039,Straw,Packaging,Consumable,0.55,2026-01-01,1100.0,pcs,605.0,327.26,179.99,0.0,0.0,820.636,451.35,0,0,0.0,0.0,820.636,451.35,10.808,5.94,0,0,0.0,0.0,2026-01-31,595.816,327.7,2026-01-31,596.816,328.25,59.444,32.69,7.7,1.0,0.55,831.444,457.29,644.452,354.45,596.816,328.25
