Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,Latest Physical,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Variance Percent,PhysicalGain/Loss Qty,Amt,Actual Consumption,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Connaught Place,Main Store,ING001,Coffee Beans,Coffee Inputs,Raw Material,956.95,2026-01-01,31.1418,kg,29801.15,8.03,7684.31,0.0,0.0,35.5363,34006.46,0,0,3.0,2870.85,38.5363,36877.31,0.0,0.0,0,0,0.0,0.0,2026-01-31,0.6355,608.14,2026-01-31,0.6035,577.52,0.9343,894.08,2.7,-0.032,-30.62,35.5363,34006.46,1.5698,1502.22,0.6035,577.52
ABNAH Cafe Connaught Place,Main Store,ING002,Milk,Dairy,Raw Material,73.97,2026-01-01,254.8053,litre,18847.95,339.42,25106.9,0.0,0.0,285.3819,21109.7,0,0,12.0,887.64,297.3819,21997.34,3.6805,272.25,0,0,4.0305,298.14,2026-01-31,289.1324,21387.12,2026-01-31,288.8924,21369.37,5.9454,439.78,2.1,-0.24,-17.75,289.0624,21381.95,291.3973,21554.66,288.8924,21369.37
ABNAH Cafe Connaught Place,Main Store,ING003,Oat Milk,Dairy Alternative,Raw Material,182.7,2026-01-01,30.8,litre,5627.16,82.25,15027.07,0.0,0.0,16.2374,2966.57,0,0,0.0,0.0,16.2374,2966.57,0.0,0.0,0,0,0.0,0.0,2026-01-31,96.8126,17687.66,2026-01-31,96.8686,17697.89,0.2084,38.07,1.3,0.056,10.23,16.2374,2966.57,97.021,17725.74,96.8686,17697.89
ABNAH Cafe Connaught Place,Main Store,ING004,Cream,Dairy,Raw Material,215.11,2026-01-01,22.5,litre,4839.98,64.1,13788.55,5.0,1075.55,7.2317,1555.61,0,0,0.0,0.0,7.2317,1555.61,0.0,0.0,0,0,0.0,0.0,2026-01-31,84.3683,18148.47,2026-01-31,84.3683,18148.47,0.1139,24.5,1.6,0.0,0.0,7.2317,1555.61,84.4822,18172.97,84.3683,18148.47
ABNAH Cafe Connaught Place,Main Store,ING005,Paneer,Dairy,Raw Material,369.94,2026-01-01,26.4,kg,9766.42,22.14,8190.47,0.0,0.0,7.6205,2819.13,0,0,0.0,0.0,7.6205,2819.13,0.0,0.0,0,0,0.0,0.0,2026-01-31,40.9195,15137.76,2026-01-31,40.9915,15164.4,0.0605,22.38,0.8,0.072,26.64,7.6205,2819.13,40.98,15160.14,40.9915,15164.4
ABNAH Cafe Connaught Place,Main Store,ING006,Cheese,Dairy,Raw Material,480.0,2026-01-01,22.0,kg,10560.0,0.0,0.0,0.0,0.0,6.5592,3148.42,0,0,0.0,0.0,6.5592,3148.42,0.0,0.0,0,0,0.0,0.0,2026-01-31,15.4408,7411.58,2026-01-31,15.4808,7430.78,0.0842,40.42,1.3,0.04,19.2,6.5592,3148.42,15.525,7452.0,15.4808,7430.78
ABNAH Cafe Connaught Place,Main Store,ING007,Chicken,Protein,Raw Material,329.06,2026-01-01,33.75,kg,11105.77,137.37,45202.97,0.0,0.0,9.7272,3200.83,0,0,0.0,0.0,9.7272,3200.83,0.0,0.0,0,0,0.0,0.0,2026-01-31,161.3928,53107.91,2026-01-31,161.3648,53098.7,0.0772,25.4,0.8,-0.028,-9.21,9.7272,3200.83,161.47,53133.32,161.3648,53098.7
ABNAH Cafe Connaught Place,Main Store,ING008,Egg,Protein,Raw Material,7.06,2026-01-01,300.0,pcs,2118.0,725.0,5118.5,0.0,0.0,22.308,157.49,0,0,0.0,0.0,22.308,157.49,0.0,0.0,0,0,0.0,0.0,2026-01-31,1002.692,7079.01,2026-01-31,1003.412,7084.09,0.308,2.17,1.4,0.72,5.08,22.308,157.49,1003.0,7081.18,1003.412,7084.09
ABNAH Cafe Connaught Place,Main Store,ING009,Bread,Bakery,Raw Material,11.86,2026-01-01,337.5,pcs,4002.75,915.0,10851.9,0.0,0.0,272.118,3227.32,0,0,0.0,0.0,272.118,3227.32,1.862,22.08,0,0,0.0,0.0,2026-01-31,978.52,11605.25,2026-01-31,978.22,11601.69,7.98,94.64,3.0,-0.3,-3.56,273.98,3249.4,984.638,11677.81,978.22,11601.69
ABNAH Cafe Connaught Place,Main Store,ING010,Bagel,Bakery,Raw Material,28.46,2026-01-01,135.0,pcs,3842.1,566.55,16124.01,0.0,0.0,34.68,986.99,0,0,0.0,0.0,34.68,986.99,0.0,0.0,0,0,0.0,0.0,2026-01-31,666.87,18979.12,2026-01-31,666.99,18982.54,0.68,19.35,2.0,0.12,3.42,34.68,986.99,667.55,18998.47,666.99,18982.54
