Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,Latest Physical,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Variance Percent,PhysicalGain/Loss Qty,Amt,Actual Consumption,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Saket Premium,Main Store,ING001,Coffee Beans,Coffee Inputs,Raw Material,980.0,2026-01-01,30.7889,kg,30173.12,0.0,0.0,3.0,2940.0,32.4373,31788.55,0,0,0.0,0.0,32.4373,31788.55,0.0,0.0,0,0,0.0,0.0,2026-01-31,1.3516,1324.57,2026-01-31,1.3676,1340.25,-1.7726,-1737.15,-5.18,0.016,15.68,32.4373,31788.55,-0.421,-412.58,1.3676,1340.25
ABNAH Cafe Saket Premium,Main Store,ING002,Milk,Dairy,Raw Material,72.86,2026-01-01,266.8581,litre,19443.28,102.59,7474.71,0.0,0.0,311.9275,22727.04,0,0,0.0,0.0,311.9275,22727.04,5.0407,367.27,0,0,0.0,0.0,2026-01-31,52.4799,3823.69,2026-01-31,52.5999,3832.43,20.4592,1490.66,6.9,0.12,8.74,316.9682,23094.3,67.8984,4947.08,52.5999,3832.43
ABNAH Cafe Saket Premium,Main Store,ING003,Oat Milk,Dairy Alternative,Raw Material,185.0,2026-01-01,30.8,litre,5698.0,0.0,0.0,0.0,0.0,23.171,4286.64,0,0,0.0,0.0,23.171,4286.64,0.0,0.0,0,0,0.0,0.0,2026-01-31,7.629,1411.37,2026-01-31,7.629,1411.37,0.653,120.81,2.9,0.0,0.0,23.171,4286.64,8.282,1532.17,7.629,1411.37
ABNAH Cafe Saket Premium,Main Store,ING004,Cream,Dairy,Raw Material,210.37,2026-01-01,22.5,litre,4733.32,77.99,16406.76,0.0,0.0,10.8881,2290.53,0,0,5.0,1051.85,15.8881,3342.38,0.0,0.0,0,0,0.0,0.0,2026-01-31,84.6019,17797.7,2026-01-31,84.6619,17810.32,0.4589,96.54,4.4,0.06,12.62,10.8881,2290.53,85.0608,17894.24,84.6619,17810.32
ABNAH Cafe Saket Premium,Main Store,ING005,Paneer,Dairy,Raw Material,360.28,2026-01-01,26.4,kg,9511.39,40.23,14494.06,0.0,0.0,8.392,3023.47,0,0,0.0,0.0,8.392,3023.47,0.0,0.0,0,0,0.0,0.0,2026-01-31,58.238,20981.99,2026-01-31,58.214,20973.34,0.392,141.23,4.9,-0.024,-8.65,8.392,3023.47,58.63,21123.22,58.214,20973.34
ABNAH Cafe Saket Premium,Main Store,ING006,Cheese,Dairy,Raw Material,485.59,2026-01-01,22.0,kg,10682.98,71.79,34860.51,0.0,0.0,6.3691,3092.77,0,0,0.0,0.0,6.3691,3092.77,0.0,0.0,0,0,0.0,0.0,2026-01-31,87.4209,42450.71,2026-01-31,87.4409,42460.43,0.3091,150.1,5.1,0.02,9.71,6.3691,3092.77,87.73,42600.81,87.4409,42460.43
ABNAH Cafe Saket Premium,Main Store,ING007,Chicken,Protein,Raw Material,335.94,2026-01-01,33.75,kg,11337.98,0.0,0.0,0.0,0.0,11.0823,3722.99,0,0,0.0,0.0,11.0823,3722.99,0.0,0.0,0,0,0.0,0.0,2026-01-31,22.6677,7614.99,2026-01-31,22.6677,7614.99,0.3123,104.91,2.9,0.0,0.0,11.0823,3722.99,22.98,7719.9,22.6677,7614.99
ABNAH Cafe Saket Premium,Main Store,ING008,Egg,Protein,Raw Material,7.09,2026-01-01,300.0,pcs,2127.0,0.0,0.0,0.0,0.0,37.008,262.39,0,0,0.0,0.0,37.008,262.39,0.0,0.0,0,0,0.0,0.0,2026-01-31,262.992,1864.61,2026-01-31,262.512,1861.21,1.008,7.15,2.8,-0.48,-3.4,37.008,262.39,264.0,1871.76,262.512,1861.21
ABNAH Cafe Saket Premium,Main Store,ING009,Bread,Bakery,Raw Material,12.0,2026-01-01,337.5,pcs,4050.0,0.0,0.0,0.0,0.0,240.81,2889.72,0,0,0.0,0.0,240.81,2889.72,2.53,30.36,0,0,0.0,0.0,2026-01-31,94.16,1129.92,2026-01-31,93.26,1119.12,13.34,160.08,5.8,-0.9,-10.8,243.34,2920.08,104.97,1259.64,93.26,1119.12
ABNAH Cafe Saket Premium,Main Store,ING010,Bagel,Bakery,Raw Material,28.0,2026-01-01,135.0,pcs,3780.0,0.0,0.0,0.0,0.0,26.25,735.0,0,0,0.0,0.0,26.25,735.0,0.0,0.0,0,0,0.0,0.0,2026-01-31,108.75,3045.0,2026-01-31,108.87,3048.36,1.25,35.0,5.0,0.12,3.36,26.25,735.0,110.0,3080.0,108.87,3048.36
