Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,Latest Physical,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Variance Percent,PhysicalGain/Loss Qty,Amt,Actual Consumption,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Connaught Place,Main Store,ING001,Coffee Beans,Coffee Inputs,Raw Material,989.38,2026-02-01,0.6035,kg,597.09,7.21,7133.43,0.0,0.0,4.3906,4343.97,0,0,3.24,3205.59,7.6306,7549.56,0.0,0.0,0,0,0.0,0.0,2026-02-28,0.1829,180.96,2026-02-28,0.1829,180.96,-30.53,-30205.77,-87.43,0.0,0.0,4.3906,4343.97,-30.3471,-30024.81,0.1829,180.96
ABNAH Cafe Connaught Place,Main Store,ING002,Milk,Dairy,Raw Material,73.48,2026-02-01,288.8924,litre,21227.81,365.47,26854.74,0.0,0.0,293.2477,21547.84,0,0,12.96,952.3,306.2077,22500.14,4.0805,299.84,0,0,0.0,0.0,2026-02-28,344.0742,25282.57,2026-02-28,343.8342,25264.94,6.6962,492.04,2.3,-0.24,-17.64,297.3282,21847.68,346.6899,25474.77,343.8342,25264.94
ABNAH Cafe Connaught Place,Main Store,ING003,Oat Milk,Dairy Alternative,Raw Material,0.0,2026-02-01,96.8686,litre,0.0,0.0,0.0,0.0,0.0,13.8852,0.0,0,0,0.0,0.0,13.8852,0.0,0.0,0.0,0,0,0.0,0.0,2026-02-28,82.9834,0.0,2026-02-28,83.0674,0.0,0.1782,0.0,1.3,0.084,0.0,13.8852,0.0,83.1616,0.0,83.0674,0.0
ABNAH Cafe Connaught Place,Main Store,ING004,Cream,Dairy,Raw Material,215.81,2026-02-01,84.3683,litre,18207.52,86.14,18589.87,5.4,1165.37,6.6726,1440.01,0,0,0.0,0.0,6.6726,1440.01,0.0,0.0,0,0,0.0,0.0,2026-02-28,169.2357,36522.76,2026-02-28,169.1757,36509.81,0.0856,18.47,1.3,-0.06,-12.95,6.6726,1440.01,169.3213,36541.23,169.1757,36509.81
ABNAH Cafe Connaught Place,Main Store,ING005,Paneer,Dairy,Raw Material,374.74,2026-02-01,40.9915,kg,15361.15,55.46,20783.08,0.0,0.0,8.3747,3138.34,0,0,0.0,0.0,8.3747,3138.34,0.0,0.0,0,0,0.0,0.0,2026-02-28,88.0768,33005.9,2026-02-28,88.0528,32996.91,0.0747,27.99,0.9,-0.024,-8.99,8.3747,3138.34,88.1515,33033.89,88.0528,32996.91
ABNAH Cafe Connaught Place,Main Store,ING006,Cheese,Dairy,Raw Material,485.15,2026-02-01,15.4808,kg,7510.51,44.42,21550.36,0.0,0.0,6.9051,3350.01,0,0,0.0,0.0,6.9051,3350.01,0.0,0.0,0,0,0.0,0.0,2026-02-28,52.9957,25710.86,2026-02-28,53.0157,25720.57,0.0751,36.43,1.1,0.02,9.7,6.9051,3350.01,53.0708,25747.3,53.0157,25720.57
ABNAH Cafe Connaught Place,Main Store,ING007,Chicken,Protein,Raw Material,321.49,2026-02-01,161.3648,kg,51877.17,28.39,9127.1,0.0,0.0,9.7869,3146.39,0,0,0.0,0.0,9.7869,3146.39,0.0,0.0,0,0,0.0,0.0,2026-02-28,179.9679,57857.88,2026-02-28,180.0519,57884.89,0.0969,31.15,1.0,0.084,27.01,9.7869,3146.39,180.0648,57889.03,180.0519,57884.89
ABNAH Cafe Connaught Place,Main Store,ING008,Egg,Protein,Raw Material,7.07,2026-02-01,1003.412,pcs,7094.12,0.0,0.0,0.0,0.0,32.448,229.41,0,0,0.0,0.0,32.448,229.41,0.0,0.0,0,0,0.0,0.0,2026-02-28,970.964,6864.72,2026-02-28,971.684,6869.81,0.448,3.17,1.4,0.72,5.09,32.448,229.41,971.412,6867.88,971.684,6869.81
ABNAH Cafe Connaught Place,Main Store,ING009,Bread,Bakery,Raw Material,12.62,2026-02-01,978.22,pcs,12345.14,171.92,2169.63,0.0,0.0,286.16,3611.34,0,0,0.0,0.0,286.16,3611.34,2.1168,26.71,0,0,0.0,0.0,2026-02-28,861.8632,10876.71,2026-02-28,862.4632,10884.29,8.2768,104.45,2.96,0.6,7.57,288.2768,3638.05,868.0232,10954.45,862.4632,10884.29
ABNAH Cafe Connaught Place,Main Store,ING010,Bagel,Bakery,Raw Material,28.82,2026-02-01,666.99,pcs,19222.65,646.16,18622.33,0.0,0.0,41.984,1209.98,0,0,0.0,0.0,41.984,1209.98,0.0,0.0,0,0,0.0,0.0,2026-02-28,1271.166,36635.0,2026-02-28,1271.046,36631.55,0.984,28.36,2.4,-0.12,-3.46,41.984,1209.98,1272.15,36663.36,1271.046,36631.55
ABNAH Cafe Connaught Place,Main Store,ING011,Tortilla,Bakery,Raw Material,15.19,2026-02-01,667.096,pcs,10133.19,980.0,14886.2,0.0,0.0,29.58,449.32,0,0,0.0,0.0,29.58,449.32,0.0,0.0,0,0,0.0,0.0,2026-02-28,1617.516,24570.07,2026-02-28,1618.116,24579.18,0.58,8.81,2.0,0.6,9.11,29.58,449.32,1618.096,24578.88,1618.116,24579.18
ABNAH Cafe Connaught Place,Main Store,ING012,Croissant Base,Bakery,Raw Material,41.1,2026-02-01,37.818,pcs,1554.32,445.0,18289.5,0.0,0.0,127.348,5234.0,0,0,0.0,0.0,127.348,5234.0,0.9374,38.53,0,0,0.0,0.0,2026-02-28,354.5326,14571.29,2026-02-28,354.2726,14560.6,4.2854,176.13,3.46,-0.26,-10.69,128.2854,5272.53,357.8806,14708.89,354.2726,14560.6
ABNAH Cafe Connaught Place,Main Store,ING013,Brownie Base,Dessert Inputs,Raw Material,34.92,2026-02-01,640.836,pcs,22377.99,735.0,25666.2,0.0,0.0,9.072,316.79,0,0,0.0,0.0,9.072,316.79,0.0,0.0,0,0,0.0,0.0,2026-02-28,1366.764,47727.4,2026-02-28,1366.344,47712.73,0.072,2.51,0.8,-0.42,-14.67,9.072,316.79,1366.836,47729.91,1366.344,47712.73
ABNAH Cafe Connaught Place,Main Store,ING014,Cake Base,Dessert Inputs,Raw Material,45.5,2026-02-01,324.5111,pcs,14765.26,130.0,5915.0,0.0,0.0,119.4999,5437.25,0,0,0.0,0.0,119.4999,5437.25,0.8909,40.54,0,0,0.0,0.0,2026-02-28,334.1203,15202.47,2026-02-28,334.1203,15202.47,2.5408,115.61,2.16,0.0,0.0,120.3908,5477.78,335.7702,15277.54,334.1203,15202.47
ABNAH Cafe Connaught Place,Main Store,ING015,Cheesecake Base,Dessert Inputs,Raw Material,71.1,2026-02-01,316.622,pcs,22511.82,65.0,4621.5,0.0,0.0,11.132,791.49,0,0,0.0,0.0,11.132,791.49,0.0,0.0,0,0,0.0,0.0,2026-02-28,370.49,26341.84,2026-02-28,370.49,26341.84,0.132,9.39,1.2,0.0,0.0,11.132,791.49,370.622,26351.22,370.49,26341.84
ABNAH Cafe Connaught Place,Main Store,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,262.6,2026-02-01,13.7673,litre,3615.29,26.88,7058.69,0.0,0.0,13.4747,3538.46,0,0,0.0,0.0,13.4747,3538.46,0.0,0.0,0,0,0.0,0.0,2026-02-28,27.1726,7135.52,2026-02-28,27.2446,7154.43,0.1069,28.07,0.8,0.072,18.91,13.4747,3538.46,27.2795,7163.6,27.2446,7154.43
ABNAH Cafe Connaught Place,Main Store,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,252.5,2026-02-01,100.4079,litre,25352.99,0.0,0.0,0.0,0.0,3.9865,1006.59,0,0,0.0,0.0,3.9865,1006.59,0.0,0.0,0,0,0.0,0.0,2026-02-28,96.4214,24346.4,2026-02-28,96.4014,24341.35,0.055,13.89,1.4,-0.02,-5.05,3.9865,1006.59,96.4764,24360.29,96.4014,24341.35
ABNAH Cafe Connaught Place,Main Store,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,236.39,2026-02-01,21.4272,litre,5065.18,68.23,16128.89,0.0,0.0,2.2438,530.41,0,0,0.0,0.0,2.2438,530.41,0.0,0.0,0,0,0.0,0.0,2026-02-28,87.4134,20663.65,2026-02-28,87.4334,20668.38,0.0266,6.29,1.2,0.02,4.73,2.2438,530.41,87.44,20669.94,87.4334,20668.38
ABNAH Cafe Connaught Place,Main Store,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,91.12,2026-02-01,42.0548,litre,3832.03,66.36,6046.72,0.0,0.0,33.8737,3086.57,0,0,0.0,0.0,33.8737,3086.57,0.0,0.0,0,0,0.0,0.0,2026-02-28,74.5411,6792.19,2026-02-28,74.5051,6788.9,0.4347,39.61,1.3,-0.036,-3.28,33.8737,3086.57,74.9758,6831.79,74.5051,6788.9
ABNAH Cafe Connaught Place,Main Store,ING020,Tea Leaves,Tea Inputs,Raw Material,631.58,2026-02-01,25.2787,kg,15965.52,37.31,23564.25,0.0,0.0,0.5858,369.98,0,0,0.0,0.0,0.5858,369.98,0.0,0.0,0,0,0.0,0.0,2026-02-28,62.0029,39159.79,2026-02-28,61.9829,39147.16,0.0064,4.04,1.1,-0.02,-12.63,0.5858,369.98,62.0093,39163.83,61.9829,39147.16
ABNAH Cafe Connaught Place,Main Store,ING021,Matcha Powder,Tea Inputs,Raw Material,2171.5,2026-02-01,13.288,kg,28854.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2026-02-28,13.288,28854.89,2026-02-28,13.292,28863.58,0.0,0.0,0.0,0.004,8.69,0.0,0.0,13.288,28854.89,13.292,28863.58
ABNAH Cafe Connaught Place,Main Store,ING022,Ice,Beverage Inputs,Raw Material,12.48,2026-02-01,217.3175,kg,2712.12,462.49,5771.88,0.0,0.0,83.4084,1040.94,0,0,0.0,0.0,83.4084,1040.94,0.6225,7.77,0,0,0.0,0.0,2026-02-28,595.7766,7435.29,2026-02-28,595.5366,7432.3,1.6929,21.13,2.06,-0.24,-3.0,84.0309,1048.71,596.847,7448.65,595.5366,7432.3
ABNAH Cafe Connaught Place,Main Store,ING023,Lemon,Produce,Raw Material,107.8,2026-02-01,71.6012,kg,7718.61,0.0,0.0,0.0,0.0,4.3446,468.35,0,0,0.0,0.0,4.3446,468.35,0.0,0.0,0,0,0.0,0.0,2026-02-28,67.2566,7250.26,2026-02-28,67.2166,7245.95,0.06,6.47,1.4,-0.04,-4.31,4.3446,468.35,67.3166,7256.73,67.2166,7245.95
ABNAH Cafe Connaught Place,Main Store,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,397.19,2026-02-01,46.8809,litre,18620.62,9.94,3948.07,0.0,0.0,1.8443,732.54,0,0,0.0,0.0,1.8443,732.54,0.0,0.0,0,0,0.0,0.0,2026-02-28,54.9766,21836.16,2026-02-28,54.9526,21826.62,0.0146,5.8,0.8,-0.024,-9.53,1.8443,732.54,54.9912,21841.95,54.9526,21826.62
ABNAH Cafe Connaught Place,Main Store,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,424.2,2026-02-01,18.7977,kg,7973.98,0.0,0.0,0.0,0.0,3.5096,1488.77,0,0,0.0,0.0,3.5096,1488.77,0.0,0.0,0,0,0.0,0.0,2026-02-28,15.2881,6485.21,2026-02-28,15.2881,6485.21,0.0416,17.65,1.2,0.0,0.0,3.5096,1488.77,15.3297,6502.86,15.2881,6485.21
ABNAH Cafe Connaught Place,Main Store,ING026,Banana,Produce,Raw Material,71.68,2026-02-01,42.069,kg,3015.51,79.15,5673.47,0.0,0.0,3.1312,224.44,0,0,0.0,0.0,3.1312,224.44,0.0,0.0,0,0,0.0,0.0,2026-02-28,118.0878,8464.53,2026-02-28,118.1598,8469.69,0.0432,3.1,1.4,0.072,5.16,3.1312,224.44,118.131,8467.63,118.1598,8469.69
ABNAH Cafe Connaught Place,Main Store,ING027,Butter,Dairy,Raw Material,531.18,2026-02-01,42.2055,kg,22418.72,101.36,53840.4,0.0,0.0,3.2429,1722.56,0,0,0.0,0.0,3.2429,1722.56,0.0,0.0,0,0,0.0,0.0,2026-02-28,140.3226,74536.56,2026-02-28,140.3706,74562.06,0.0479,25.44,1.5,0.048,25.5,3.2429,1722.56,140.3705,74562.0,140.3706,74562.06
ABNAH Cafe Connaught Place,Main Store,ING028,Lettuce,Produce,Raw Material,93.1,2026-02-01,14.9599,kg,1392.77,0.0,0.0,0.0,0.0,3.1493,293.2,0,0,0.0,0.0,3.1493,293.2,0.0,0.0,0,0,0.0,0.0,2026-02-28,11.8106,1099.57,2026-02-28,11.7826,1096.96,0.0343,3.19,1.1,-0.028,-2.61,3.1493,293.2,11.8449,1102.76,11.7826,1096.96
