Deployment,Store/Kitchen,Category,Item Type,Is Asset,Item Name,Unit,Price,Opening Qty,Opening Amt,Purchase Qty,Purchase Amt,Production Qty,Production Amt,Consumption Qty,Consumption Amt,Stock In Qty,Stock In Amt,Stock Out Qty,Stock Out Amt,Wastage Qty,Wastage Amt,Resue Qty,Reuse Amt,Return Qty,Return Amt,Closing Qty,Closing Amt,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Physical Gain/Loss Qty,Physical Gain/Loss Amt,Actual Consumption Qty,Actual Consumption Amt,Physical Adjusted Closing Qty,Physical Adjusted Closing Amt
ABNAH Cafe Connaught Place,Main Store,Coffee Inputs,Raw Material,No,Coffee Beans,kg,989.38,0.6035,597.09,0,0,0,0,4.3906,4343.97,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.1829,180.96,0.1829,180.96,-30.53,-30205.77,0.0,0.0,4.3906,4343.97,0.1829,180.96
ABNAH Cafe Connaught Place,Main Store,Dairy,Raw Material,No,Milk,litre,73.48,288.8924,21227.81,0,0,0,0,293.2477,21547.84,0.0,0.0,0,0,4.0805,299.84,0,0,0,0,344.0742,25282.57,343.8342,25264.94,6.6962,492.04,-0.24,-17.64,297.3282,21847.68,343.8342,25264.94
ABNAH Cafe Connaught Place,Main Store,Dairy Alternative,Raw Material,No,Oat Milk,litre,0.0,96.8686,0.0,0,0,0,0,13.8852,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,82.9834,0.0,83.0674,0.0,0.1782,0.0,0.084,0.0,13.8852,0.0,83.0674,0.0
ABNAH Cafe Connaught Place,Main Store,Dairy,Raw Material,No,Cream,litre,215.81,84.3683,18207.52,0,0,0,0,6.6726,1440.01,5.4,1165.37,0,0,0.0,0.0,0,0,0,0,169.2357,36522.76,169.1757,36509.81,0.0856,18.47,-0.06,-12.95,6.6726,1440.01,169.1757,36509.81
ABNAH Cafe Connaught Place,Main Store,Dairy,Raw Material,No,Paneer,kg,374.74,40.9915,15361.15,0,0,0,0,8.3747,3138.34,0.0,0.0,0,0,0.0,0.0,0,0,0,0,88.0768,33005.9,88.0528,32996.91,0.0747,27.99,-0.024,-8.99,8.3747,3138.34,88.0528,32996.91
ABNAH Cafe Connaught Place,Main Store,Dairy,Raw Material,No,Cheese,kg,485.15,15.4808,7510.51,0,0,0,0,6.9051,3350.01,0.0,0.0,0,0,0.0,0.0,0,0,0,0,52.9957,25710.86,53.0157,25720.57,0.0751,36.43,0.02,9.7,6.9051,3350.01,53.0157,25720.57
ABNAH Cafe Connaught Place,Main Store,Protein,Raw Material,No,Chicken,kg,321.49,161.3648,51877.17,0,0,0,0,9.7869,3146.39,0.0,0.0,0,0,0.0,0.0,0,0,0,0,179.9679,57857.88,180.0519,57884.89,0.0969,31.15,0.084,27.01,9.7869,3146.39,180.0519,57884.89
ABNAH Cafe Connaught Place,Main Store,Protein,Raw Material,No,Egg,pcs,7.07,1003.412,7094.12,0,0,0,0,32.448,229.41,0.0,0.0,0,0,0.0,0.0,0,0,0,0,970.964,6864.72,971.684,6869.81,0.448,3.17,0.72,5.09,32.448,229.41,971.684,6869.81
ABNAH Cafe Connaught Place,Main Store,Bakery,Raw Material,No,Bread,pcs,12.62,978.22,12345.14,0,0,0,0,286.16,3611.34,0.0,0.0,0,0,2.1168,26.71,0,0,0,0,861.8632,10876.71,862.4632,10884.29,8.2768,104.45,0.6,7.57,288.2768,3638.05,862.4632,10884.29
ABNAH Cafe Connaught Place,Main Store,Bakery,Raw Material,No,Bagel,pcs,28.82,666.99,19222.65,0,0,0,0,41.984,1209.98,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1271.166,36635.0,1271.046,36631.55,0.984,28.36,-0.12,-3.46,41.984,1209.98,1271.046,36631.55
ABNAH Cafe Connaught Place,Main Store,Bakery,Raw Material,No,Tortilla,pcs,15.19,667.096,10133.19,0,0,0,0,29.58,449.32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1617.516,24570.07,1618.116,24579.18,0.58,8.81,0.6,9.11,29.58,449.32,1618.116,24579.18
ABNAH Cafe Connaught Place,Main Store,Bakery,Raw Material,No,Croissant Base,pcs,41.1,37.818,1554.32,0,0,0,0,127.348,5234.0,0.0,0.0,0,0,0.9374,38.53,0,0,0,0,354.5326,14571.29,354.2726,14560.6,4.2854,176.13,-0.26,-10.69,128.2854,5272.53,354.2726,14560.6
ABNAH Cafe Connaught Place,Main Store,Dessert Inputs,Raw Material,No,Brownie Base,pcs,34.92,640.836,22377.99,0,0,0,0,9.072,316.79,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1366.764,47727.4,1366.344,47712.73,0.072,2.51,-0.42,-14.67,9.072,316.79,1366.344,47712.73
ABNAH Cafe Connaught Place,Main Store,Dessert Inputs,Raw Material,No,Cake Base,pcs,45.5,324.5111,14765.26,0,0,0,0,119.4999,5437.25,0.0,0.0,0,0,0.8909,40.54,0,0,0,0,334.1203,15202.47,334.1203,15202.47,2.5408,115.61,0.0,0.0,120.3908,5477.78,334.1203,15202.47
ABNAH Cafe Connaught Place,Main Store,Dessert Inputs,Raw Material,No,Cheesecake Base,pcs,71.1,316.622,22511.82,0,0,0,0,11.132,791.49,0.0,0.0,0,0,0.0,0.0,0,0,0,0,370.49,26341.84,370.49,26341.84,0.132,9.39,0.0,0.0,11.132,791.49,370.49,26341.84
ABNAH Cafe Connaught Place,Main Store,Syrups & Sauces,Raw Material,No,Chocolate Sauce,litre,262.6,13.7673,3615.29,0,0,0,0,13.4747,3538.46,0.0,0.0,0,0,0.0,0.0,0,0,0,0,27.1726,7135.52,27.2446,7154.43,0.1069,28.07,0.072,18.91,13.4747,3538.46,27.2446,7154.43
ABNAH Cafe Connaught Place,Main Store,Syrups & Sauces,Raw Material,No,Caramel Syrup,litre,252.5,100.4079,25352.99,0,0,0,0,3.9865,1006.59,0.0,0.0,0,0,0.0,0.0,0,0,0,0,96.4214,24346.4,96.4014,24341.35,0.055,13.89,-0.02,-5.05,3.9865,1006.59,96.4014,24341.35
ABNAH Cafe Connaught Place,Main Store,Syrups & Sauces,Raw Material,No,Vanilla Syrup,litre,236.39,21.4272,5065.18,0,0,0,0,2.2438,530.41,0.0,0.0,0,0,0.0,0.0,0,0,0,0,87.4134,20663.65,87.4334,20668.38,0.0266,6.29,0.02,4.73,2.2438,530.41,87.4334,20668.38
ABNAH Cafe Connaught Place,Main Store,Syrups & Sauces,Raw Material,No,Sugar Syrup,litre,91.12,42.0548,3832.03,0,0,0,0,33.8737,3086.57,0.0,0.0,0,0,0.0,0.0,0,0,0,0,74.5411,6792.19,74.5051,6788.9,0.4347,39.61,-0.036,-3.28,33.8737,3086.57,74.5051,6788.9
ABNAH Cafe Connaught Place,Main Store,Tea Inputs,Raw Material,No,Tea Leaves,kg,631.58,25.2787,15965.52,0,0,0,0,0.5858,369.98,0.0,0.0,0,0,0.0,0.0,0,0,0,0,62.0029,39159.79,61.9829,39147.16,0.0064,4.04,-0.02,-12.63,0.5858,369.98,61.9829,39147.16
ABNAH Cafe Connaught Place,Main Store,Tea Inputs,Raw Material,No,Matcha Powder,kg,2171.5,13.288,28854.89,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,13.288,28854.89,13.292,28863.58,0.0,0.0,0.004,8.69,0.0,0.0,13.292,28863.58
ABNAH Cafe Connaught Place,Main Store,Beverage Inputs,Raw Material,No,Ice,kg,12.48,217.3175,2712.12,0,0,0,0,83.4084,1040.94,0.0,0.0,0,0,0.6225,7.77,0,0,0,0,595.7766,7435.29,595.5366,7432.3,1.6929,21.13,-0.24,-3.0,84.0309,1048.71,595.5366,7432.3
ABNAH Cafe Connaught Place,Main Store,Produce,Raw Material,No,Lemon,kg,107.8,71.6012,7718.61,0,0,0,0,4.3446,468.35,0.0,0.0,0,0,0.0,0.0,0,0,0,0,67.2566,7250.26,67.2166,7245.95,0.06,6.47,-0.04,-4.31,4.3446,468.35,67.2166,7245.95
ABNAH Cafe Connaught Place,Main Store,Beverage Inputs,Raw Material,No,Hibiscus Concentrate,litre,397.19,46.8809,18620.62,0,0,0,0,1.8443,732.54,0.0,0.0,0,0,0.0,0.0,0,0,0,0,54.9766,21836.16,54.9526,21826.62,0.0146,5.8,-0.024,-9.53,1.8443,732.54,54.9526,21826.62
ABNAH Cafe Connaught Place,Main Store,Fruit Inputs,Raw Material,No,Mixed Berry Pulp,kg,424.2,18.7977,7973.98,0,0,0,0,3.5096,1488.77,0.0,0.0,0,0,0.0,0.0,0,0,0,0,15.2881,6485.21,15.2881,6485.21,0.0416,17.65,0.0,0.0,3.5096,1488.77,15.2881,6485.21
