Deployment,Store/Kitchen,Category,Item Type,Is Asset,Item Name,Unit,Price,Opening Qty,Opening Amt,Purchase Qty,Purchase Amt,Production Qty,Production Amt,Consumption Qty,Consumption Amt,Stock In Qty,Stock In Amt,Stock Out Qty,Stock Out Amt,Wastage Qty,Wastage Amt,Resue Qty,Reuse Amt,Return Qty,Return Amt,Closing Qty,Closing Amt,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Physical Gain/Loss Qty,Physical Gain/Loss Amt,Actual Consumption Qty,Actual Consumption Amt,Physical Adjusted Closing Qty,Physical Adjusted Closing Amt
ABNAH Cafe Saket Premium,Main Store,Coffee Inputs,Raw Material,No,Coffee Beans,kg,978.23,1.3676,1337.83,0,0,0,0,30.4105,29748.46,3.24,3169.47,0,0,0.0,0.0,0,0,0,0,1.2671,1239.52,1.3151,1286.47,-1.3373,-1308.19,0.048,46.96,30.4105,29748.46,1.3151,1286.47
ABNAH Cafe Saket Premium,Main Store,Dairy,Raw Material,No,Milk,litre,74.71,52.5999,3929.74,0,0,0,0,269.4365,20129.6,0.0,0.0,0,0,5.1522,384.92,0,0,0,0,11.4412,854.77,11.6812,872.7,-6.0313,-450.6,0.24,17.93,274.5887,20514.52,11.6812,872.7
ABNAH Cafe Saket Premium,Main Store,Dairy Alternative,Raw Material,No,Oat Milk,litre,184.38,7.629,1406.64,0,0,0,0,18.2194,3359.29,0.0,0.0,0,0,0.0,0.0,0,0,0,0,13.0396,2404.24,13.0396,2404.24,0.4444,81.94,0.0,0.0,18.2194,3359.29,13.0396,2404.24
ABNAH Cafe Saket Premium,Main Store,Dairy,Raw Material,No,Cream,litre,213.05,84.6619,18037.22,0,0,0,0,10.2593,2185.74,0.0,0.0,0,0,0.0,0.0,0,0,0,0,113.1226,24100.77,113.0626,24087.99,0.4885,104.07,-0.06,-12.78,10.2593,2185.74,113.0626,24087.99
ABNAH Cafe Saket Premium,Main Store,Dairy,Raw Material,No,Paneer,kg,364.23,58.214,21203.29,0,0,0,0,7.5633,2754.78,0.0,0.0,0,0,0.0,0.0,0,0,0,0,141.0207,51363.97,141.0207,51363.97,0.3533,128.68,0.0,0.0,7.5633,2754.78,141.0207,51363.97
ABNAH Cafe Saket Premium,Main Store,Dairy,Raw Material,No,Cheese,kg,499.81,87.4409,43703.84,0,0,0,0,6.431,3214.28,0.0,0.0,0,0,0.0,0.0,0,0,0,0,163.0699,81503.97,163.0699,81503.97,0.271,135.45,0.0,0.0,6.431,3214.28,163.0699,81503.97
ABNAH Cafe Saket Premium,Main Store,Protein,Raw Material,No,Chicken,kg,348.37,22.6677,7896.75,0,0,0,0,10.7017,3728.15,0.0,0.0,0,0,0.0,0.0,0,0,0,0,166.856,58127.62,166.856,58127.62,0.3117,108.59,0.0,0.0,10.7017,3728.15,166.856,58127.62
ABNAH Cafe Saket Premium,Main Store,Protein,Raw Material,No,Egg,pcs,7.08,262.512,1858.58,0,0,0,0,22.616,160.12,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1294.896,9167.86,1294.176,9162.77,0.616,4.36,-0.72,-5.1,22.616,160.12,1294.176,9162.77
ABNAH Cafe Saket Premium,Main Store,Bakery,Raw Material,No,Bread,pcs,12.39,93.26,1155.49,0,0,0,0,239.305,2964.99,0.0,0.0,0,0,2.7205,33.71,0,0,0,0,1201.2345,14883.3,1200.9345,14879.58,13.0255,161.39,-0.3,-3.72,242.0255,2998.7,1200.9345,14879.58
ABNAH Cafe Saket Premium,Main Store,Bakery,Raw Material,No,Bagel,pcs,29.11,108.87,3169.21,0,0,0,0,24.173,703.68,0.0,0.0,0,0,0.0,0.0,0,0,0,0,299.697,8724.18,299.937,8731.17,1.173,34.15,0.24,6.99,24.173,703.68,299.937,8731.17
ABNAH Cafe Saket Premium,Main Store,Bakery,Raw Material,No,Tortilla,pcs,14.71,524.893,7721.18,0,0,0,0,49.397,726.63,0.0,0.0,0,0,0.0,0.0,0,0,0,0,695.496,10230.75,694.896,10221.92,2.397,35.26,-0.6,-8.83,49.397,726.63,694.896,10221.92
ABNAH Cafe Saket Premium,Main Store,Bakery,Raw Material,No,Croissant Base,pcs,44.36,468.214,20769.97,0,0,0,0,176.774,7841.69,0.0,0.0,0,0,2.0077,89.06,0,0,0,0,479.4323,21267.62,479.5623,21273.38,9.7817,433.92,0.13,5.77,178.7817,7930.76,479.5623,21273.38
ABNAH Cafe Saket Premium,Main Store,Dessert Inputs,Raw Material,No,Brownie Base,pcs,35.48,223.352,7924.53,0,0,0,0,27.274,967.68,0.0,0.0,0,0,0.0,0.0,0,0,0,0,341.638,12121.32,342.058,12136.22,1.274,45.2,0.42,14.9,27.274,967.68,342.058,12136.22
ABNAH Cafe Saket Premium,Main Store,Dessert Inputs,Raw Material,No,Cake Base,pcs,48.09,101.0505,4859.52,0,0,0,0,212.4485,10216.65,0.0,0.0,0,0,2.4152,116.15,0,0,0,0,302.1668,14531.2,302.3668,14540.82,11.5637,556.1,0.2,9.62,214.8637,10332.8,302.3668,14540.82
ABNAH Cafe Saket Premium,Main Store,Dessert Inputs,Raw Material,No,Cheesecake Base,pcs,76.72,341.762,26219.98,0,0,0,0,23.144,1775.61,0.0,0.0,0,0,0.0,0.0,0,0,0,0,393.618,30198.37,393.758,30209.11,1.144,87.77,0.14,10.74,23.144,1775.61,393.758,30209.11
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Chocolate Sauce,litre,265.91,45.1169,11997.03,0,0,0,0,15.632,4156.71,0.0,0.0,0,0,0.0,0.0,0,0,0,0,133.4949,35497.63,133.4469,35484.87,0.411,109.29,-0.048,-12.76,15.632,4156.71,133.4469,35484.87
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Caramel Syrup,litre,252.5,60.2206,15205.7,0,0,0,0,5.6695,1431.55,0.0,0.0,0,0,0.0,0.0,0,0,0,0,54.5511,13774.15,54.5311,13769.1,0.1275,32.19,-0.02,-5.05,5.6695,1431.55,54.5311,13769.1
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Vanilla Syrup,litre,250.26,61.6005,15416.14,0,0,0,0,3.0172,755.08,0.0,0.0,0,0,0.0,0.0,0,0,0,0,123.2233,30837.86,123.2433,30842.87,0.0879,22.0,0.02,5.01,3.0172,755.08,123.2433,30842.87
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Sugar Syrup,litre,96.17,41.9916,4038.33,0,0,0,0,32.1949,3096.18,0.0,0.0,0,0,0.0,0.0,0,0,0,0,57.0967,5490.99,57.0967,5490.99,0.9377,90.18,0.0,0.0,32.1949,3096.18,57.0967,5490.99
ABNAH Cafe Saket Premium,Main Store,Tea Inputs,Raw Material,No,Tea Leaves,kg,640.17,36.6221,23444.37,0,0,0,0,0.5318,340.44,0.0,0.0,0,0,0.0,0.0,0,0,0,0,95.8115,61335.65,95.8115,61335.65,0.0114,7.3,0.0,0.0,0.5318,340.44,95.8115,61335.65
ABNAH Cafe Saket Premium,Main Store,Tea Inputs,Raw Material,No,Matcha Powder,kg,2171.5,6.004,13037.69,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,6.004,13037.69,6.016,13063.74,0.0,0.0,0.012,26.06,0.0,0.0,6.016,13063.74
ABNAH Cafe Saket Premium,Main Store,Beverage Inputs,Raw Material,No,Ice,kg,12.39,538.9568,6677.67,0,0,0,0,101.5993,1258.82,0.0,0.0,0,0,1.1741,14.55,0,0,0,0,947.5734,11740.43,946.8534,11731.51,3.9414,48.83,-0.72,-8.92,102.7734,1273.36,946.8534,11731.51
ABNAH Cafe Saket Premium,Main Store,Produce,Raw Material,No,Lemon,kg,110.72,22.7924,2523.57,0,0,0,0,3.9727,439.86,0.0,0.0,0,0,0.0,0.0,0,0,0,0,47.5097,5260.27,47.4697,5255.85,0.0893,9.89,-0.04,-4.43,3.9727,439.86,47.4697,5255.85
ABNAH Cafe Saket Premium,Main Store,Beverage Inputs,Raw Material,No,Hibiscus Concentrate,litre,401.32,10.6522,4274.94,0,0,0,0,1.8825,755.48,0.0,0.0,0,0,0.0,0.0,0,0,0,0,37.6997,15129.64,37.6837,15123.22,0.0423,16.98,-0.016,-6.42,1.8825,755.48,37.6837,15123.22
ABNAH Cafe Saket Premium,Main Store,Fruit Inputs,Raw Material,No,Mixed Berry Pulp,kg,424.2,17.6486,7486.54,0,0,0,0,4.7406,2010.96,0.0,0.0,0,0,0.0,0.0,0,0,0,0,12.908,5475.57,12.908,5475.57,0.1246,52.86,0.0,0.0,4.7406,2010.96,12.908,5475.57
ABNAH Cafe Saket Premium,Main Store,Produce,Raw Material,No,Banana,kg,69.22,208.1101,14405.38,0,0,0,0,5.8122,402.32,0.0,0.0,0,0,0.0,0.0,0,0,0,0,246.0379,17030.74,246.0379,17030.74,0.1362,9.43,0.0,0.0,5.8122,402.32,246.0379,17030.74
