Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,26.7778,kg,1035.02,27715.56,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,0.0,litre,72.74,0.0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,33.6681,litre,188.7,6353.17,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,191.964,litre,216.65,41589.0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,308.9831,kg,380.57,117589.7,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,81.5811,kg,497.73,40605.36,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,245.9141,kg,348.94,85809.27,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,2234.306,pcs,7.29,16288.09,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,2229.8567,pcs,11.94,26624.49,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,957.912,pcs,29.05,27827.34,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,1795.634,pcs,15.37,27598.89,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,701.4797,pcs,45.16,31678.82,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,634.143,pcs,33.96,21535.5,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,22.3799,pcs,46.92,1050.06,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,568.619,pcs,76.45,43470.92,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,143.6367,litre,262.52,37707.51,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,104.6898,litre,259.5,27167.0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,189.5927,litre,240.69,45633.07,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,206.792,litre,91.3,18880.11,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,57.9244,kg,641.05,37132.44,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,33.166,kg,2193.0,72733.04,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,1284.9161,kg,11.78,15136.31,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING023,ING023,Lemon,,Produce,Raw Material,Month-end physical stock take,62.3985,kg,116.6,7275.67,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING024,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,Month-end physical stock take,85.2856,litre,397.8,33926.61,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING025,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,Month-end physical stock take,258.9017,kg,431.36,111679.84,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING026,ING026,Banana,,Produce,Raw Material,Month-end physical stock take,313.5255,kg,76.87,24100.71,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING027,ING027,Butter,,Dairy,Raw Material,Month-end physical stock take,42.3287,kg,543.4,23001.42,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING028,ING028,Lettuce,,Produce,Raw Material,Month-end physical stock take,38.2758,kg,100.7,3854.37,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING029,ING029,Onion,,Produce,Raw Material,Month-end physical stock take,41.1224,kg,0.0,0.0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING030,ING030,Capsicum,,Produce,Raw Material,Month-end physical stock take,239.4756,kg,0.0,0.0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING031,ING031,Tomato,,Produce,Raw Material,Month-end physical stock take,36.8572,kg,0.0,0.0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING032,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,44.4767,kg,347.18,15441.42,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING033,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,87.1293,kg,297.12,25887.86,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING034,ING034,Salsa,,Syrups & Sauces,Raw Material,Month-end physical stock take,59.5576,kg,197.9,11786.45,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING035,ING035,Aioli,,Syrups & Sauces,Raw Material,Month-end physical stock take,16.3395,kg,316.2,5166.55,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING036,ING036,Cold Cup,,Packaging,Consumable,Month-end physical stock take,10183.3458,pcs,3.31,33706.87,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING037,ING037,Hot Cup,,Packaging,Consumable,Month-end physical stock take,12771.4376,pcs,2.95,37675.74,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING038,ING038,Lid,,Packaging,Consumable,Month-end physical stock take,2406.8989,pcs,1.12,2695.73,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING039,ING039,Straw,,Packaging,Consumable,Month-end physical stock take,2902.9846,pcs,0.58,1683.73,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING040,ING040,Napkin,,Packaging,Consumable,Month-end physical stock take,3851.5257,pcs,0.32,1232.49,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING041,ING041,Dessert Box,,Packaging,Consumable,Month-end physical stock take,2033.8157,pcs,5.24,10657.19,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING042,ING042,Sandwich Box,,Packaging,Consumable,Month-end physical stock take,2524.6371,pcs,6.75,17041.3,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-31,PHY-OUT002-03-ING043,ING043,Wrap Packaging,,Packaging,Consumable,Month-end physical stock take,3524.867,pcs,6.08,21431.19,
