Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,0.6994,kg,1004.16,702.31,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,13.2732,litre,77.44,1027.88,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,98.4647,litre,185.54,18269.14,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,-2.0,litre,212.58,-425.16,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,285.001,kg,387.46,110426.49,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,232.208,kg,501.64,116484.82,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,176.6535,kg,352.76,62316.29,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,1251.48,pcs,7.24,9060.72,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,1829.0229,pcs,12.55,22954.24,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,401.239,pcs,28.7,11515.56,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,998.785,pcs,14.9,14881.9,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,680.476,pcs,41.92,28525.55,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,503.239,pcs,35.6,17915.31,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,503.1177,pcs,48.67,24486.74,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,475.06,pcs,76.03,36118.81,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,113.9399,litre,0.0,0.0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,67.7383,litre,255.07,17278.01,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,144.6488,litre,0.0,0.0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,39.7807,litre,96.21,3827.3,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,109.2454,kg,655.94,71658.43,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,6.016,kg,2193.0,13193.09,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,1166.4179,kg,12.85,14988.47,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING023,ING023,Lemon,,Produce,Raw Material,Month-end physical stock take,42.1979,kg,116.6,4920.28,
