Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,0.0,kg,1017.34,0.0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,334.9141,litre,74.61,24987.94,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,64.6587,litre,188.7,12201.1,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,206.1676,litre,213.85,44088.94,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,158.1145,kg,384.25,60755.5,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,94.1465,kg,496.96,46787.04,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,231.0668,kg,350.79,81055.92,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,1943.819,pcs,7.58,14734.15,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,1701.0978,pcs,12.34,20991.55,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,1594.606,pcs,29.6,47200.34,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-31,PHY-OUT001-03-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,2579.316,pcs,15.08,38896.09,
