Type,Item Code,Item Name,Parent Item Quantity,Parent Price Per Unit,Parent Subtotal,Consumed Quantity,Unit,Price Per Unit,Subtotal,Consumption Source
Menu Item,MENU0001,Espresso Shot - Solo,,,,0.0288,kg,980.0,28.22,Recipe:ING001
Menu Item,MENU0001,Espresso Shot - Solo,,,,3.0,pcs,2.8,8.4,Recipe:ING037
Menu Item,MENU0001,Espresso Shot - Solo,,,,3.0,pcs,1.1,3.3,Recipe:ING038
Menu Item,MENU0001,Espresso Shot - Solo,,,,3.0,pcs,0.32,0.96,Recipe:ING040
Menu Item,MENU0002,Espresso Shot - Doppio,,,,0.1218,kg,980.0,119.36,Recipe:ING001
Menu Item,MENU0002,Espresso Shot - Doppio,,,,7.0,pcs,2.8,19.6,Recipe:ING037
Menu Item,MENU0002,Espresso Shot - Doppio,,,,7.0,pcs,1.1,7.7,Recipe:ING038
Menu Item,MENU0002,Espresso Shot - Doppio,,,,7.0,pcs,0.32,2.24,Recipe:ING040
Menu Item,MENU0003,Americano - Regular,,,,1.602,kg,980.0,1569.96,Recipe:ING001
Menu Item,MENU0003,Americano - Regular,,,,89.0,pcs,2.8,249.2,Recipe:ING037
Menu Item,MENU0003,Americano - Regular,,,,89.0,pcs,1.1,97.9,Recipe:ING038
Menu Item,MENU0003,Americano - Regular,,,,89.0,pcs,0.32,28.48,Recipe:ING040
Menu Item,MENU0003,Americano - Regular,,,,1.335,litre,90.0,120.15,Recipe:ING019
Menu Item,MENU0004,Americano - Medium,,,,1.5939,kg,980.0,1562.02,Recipe:ING001
Menu Item,MENU0004,Americano - Medium,,,,77.0,pcs,2.8,215.6,Recipe:ING037
Menu Item,MENU0004,Americano - Medium,,,,77.0,pcs,1.1,84.7,Recipe:ING038
Menu Item,MENU0004,Americano - Medium,,,,77.0,pcs,0.32,24.64,Recipe:ING040
Menu Item,MENU0004,Americano - Medium,,,,1.3244,litre,90.0,119.2,Recipe:ING019
Menu Item,MENU0005,Americano - Large,,,,1.053,kg,980.0,1031.94,Recipe:ING001
Menu Item,MENU0005,Americano - Large,,,,45.0,pcs,2.8,126.0,Recipe:ING037
Menu Item,MENU0005,Americano - Large,,,,45.0,pcs,1.1,49.5,Recipe:ING038
Menu Item,MENU0005,Americano - Large,,,,45.0,pcs,0.32,14.4,Recipe:ING040
Menu Item,MENU0005,Americano - Large,,,,0.8775,litre,90.0,78.97,Recipe:ING019
Menu Item,MENU0006,Latte - Regular,,,,1.458,kg,980.0,1428.84,Recipe:ING001
Menu Item,MENU0006,Latte - Regular,,,,81.0,pcs,2.8,226.8,Recipe:ING037
Menu Item,MENU0006,Latte - Regular,,,,81.0,pcs,1.1,89.1,Recipe:ING038
Menu Item,MENU0006,Latte - Regular,,,,14.58,litre,72.0,1049.76,Recipe:ING002
Menu Item,MENU0006,Latte - Regular,,,,81.0,pcs,0.32,25.92,Recipe:ING040
Menu Item,MENU0006,Latte - Regular,,,,1.215,litre,90.0,109.35,Recipe:ING019
Menu Item,MENU0007,Latte - Medium,,,,1.4904,kg,980.0,1460.59,Recipe:ING001
Menu Item,MENU0007,Latte - Medium,,,,72.0,pcs,2.8,201.6,Recipe:ING037
Menu Item,MENU0007,Latte - Medium,,,,72.0,pcs,1.1,79.2,Recipe:ING038
Menu Item,MENU0007,Latte - Medium,,,,14.904,litre,72.0,1073.09,Recipe:ING002
Menu Item,MENU0007,Latte - Medium,,,,72.0,pcs,0.32,23.04,Recipe:ING040
Menu Item,MENU0007,Latte - Medium,,,,1.2384,litre,90.0,111.46,Recipe:ING019
Menu Item,MENU0008,Latte - Large,,,,1.1232,kg,980.0,1100.74,Recipe:ING001
Menu Item,MENU0008,Latte - Large,,,,48.0,pcs,2.8,134.4,Recipe:ING037
Menu Item,MENU0008,Latte - Large,,,,48.0,pcs,1.1,52.8,Recipe:ING038
Menu Item,MENU0008,Latte - Large,,,,11.232,litre,72.0,808.7,Recipe:ING002
Menu Item,MENU0008,Latte - Large,,,,48.0,pcs,0.32,15.36,Recipe:ING040
Menu Item,MENU0008,Latte - Large,,,,0.936,litre,90.0,84.24,Recipe:ING019
Menu Item,MENU0009,Cappuccino - Regular,,,,1.746,kg,980.0,1711.08,Recipe:ING001
Menu Item,MENU0009,Cappuccino - Regular,,,,97.0,pcs,2.8,271.6,Recipe:ING037
