row_id,deployment,store_name,vendor_name,po_number,po_date,expected_delivery,po_status,item_code,item_name,category_name,super_category_name,total_processed_qty,remaining_balance_qty,quantity,unit,unit_price,subtotal,tax,total_item_cost
PUR_20260201_OUT003_ING009_0037,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260201-OUT003-0036,2026-02-01,2026-02-02,Closed,ING009,Bread,Bakery,Raw Material,600.0,0.0,600.0,pcs,12.61,7566.0,378.3,7944.3
PUR_20260201_OUT003_ING020_0037,ABNAH Cafe Saket Premium,Main Store,TeaLeaf Traders NCR,PO-20260201-OUT003-0036,2026-02-01,2026-02-02,Closed,ING020,Tea Leaves,Tea Inputs,Raw Material,19.95,0.0,19.95,kg,633.25,12633.34,631.67,13265.01
PUR_20260201_OUT003_ING024_0037,ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260201-OUT003-0036,2026-02-01,2026-02-03,Closed,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,12.97,0.0,12.97,litre,387.05,5020.04,903.61,5923.65
PUR_20260201_OUT003_ING032_0037,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260201-OUT003-0036,2026-02-01,2026-02-03,Closed,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,30.43,0.0,30.43,kg,348.99,10619.77,1911.56,12531.33
PUR_20260201_OUT003_ING033_0037,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260201-OUT003-0036,2026-02-01,2026-02-04,Pending,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,0.0,21.02,21.02,kg,272.41,5726.06,1030.69,6756.75
PUR_20260204_OUT003_ING004_0040,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260204-OUT003-0039,2026-02-04,2026-02-05,Closed,ING004,Cream,Dairy,Raw Material,26.78,0.0,26.78,litre,211.36,5660.22,283.01,5943.23
PUR_20260204_OUT003_ING007_0040,ABNAH Cafe Saket Premium,Main Store,NorthStar Poultry,PO-20260204-OUT003-0039,2026-02-04,2026-02-05,Closed,ING007,Chicken,Protein,Raw Material,58.31,0.0,58.31,kg,344.92,20112.29,1005.61,21117.9
PUR_20260204_OUT003_ING009_0040,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260204-OUT003-0039,2026-02-04,2026-02-07,Closed,ING009,Bread,Bakery,Raw Material,265.0,0.0,265.0,pcs,12.1,3206.5,160.32,3366.82
PUR_20260204_OUT003_ING015_0040,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260204-OUT003-0039,2026-02-04,2026-02-05,Closed,ING015,Cheesecake Base,Dessert Inputs,Raw Material,75.0,0.0,75.0,pcs,75.96,5697.0,1025.46,6722.46
PUR_20260204_OUT003_ING026_0040,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260204-OUT003-0039,2026-02-04,2026-02-07,Closed,ING026,Banana,Produce,Raw Material,43.74,0.0,43.74,kg,70.63,3089.36,154.47,3243.83
PUR_20260204_OUT003_ING036_0040,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260204-OUT003-0039,2026-02-04,2026-02-06,Closed,ING036,Cold Cup,Packaging,Consumable,1895.0,0.0,1895.0,pcs,3.38,6405.1,1152.92,7558.02
PUR_20260204_OUT003_ING039_0040,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260204-OUT003-0039,2026-02-04,2026-02-06,Closed,ING039,Straw,Packaging,Consumable,1280.0,0.0,1280.0,pcs,0.56,716.8,129.02,845.82
PUR_20260207_OUT003_ING006_0043,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260207-OUT003-0042,2026-02-07,2026-02-09,Closed,ING006,Cheese,Dairy,Raw Material,21.66,0.0,21.66,kg,508.42,11012.38,550.62,11563.0
PUR_20260207_OUT003_ING012_0043,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260207-OUT003-0042,2026-02-07,2026-02-08,Pending,ING012,Croissant Base,Bakery,Raw Material,0.0,230.0,230.0,pcs,41.9,9637.0,481.85,10118.85
PUR_20260207_OUT003_ING014_0043,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260207-OUT003-0042,2026-02-07,2026-02-08,Partially Received,ING014,Cake Base,Dessert Inputs,Raw Material,80.98,59.02,140.0,pcs,48.5,6790.0,1222.2,8012.2
PUR_20260207_OUT003_ING040_0043,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260207-OUT003-0042,2026-02-07,2026-02-09,Closed,ING040,Napkin,Packaging,Consumable,2005.0,0.0,2005.0,pcs,0.33,661.65,119.1,780.75
PUR_20260207_OUT003_ING042_0043,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260207-OUT003-0042,2026-02-07,2026-02-08,Closed,ING042,Sandwich Box,Packaging,Consumable,635.0,0.0,635.0,pcs,6.43,4083.05,734.95,4818.0
PUR_20260210_OUT003_ING002_0046,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260210-OUT003-0045,2026-02-10,2026-02-13,Closed,ING002,Milk,Dairy,Raw Material,119.86,0.0,119.86,litre,71.08,8519.65,425.98,8945.63
PUR_20260210_OUT003_ING008_0046,ABNAH Cafe Saket Premium,Main Store,NorthStar Poultry,PO-20260210-OUT003-0045,2026-02-10,2026-02-11,Closed,ING008,Egg,Protein,Raw Material,540.0,0.0,540.0,pcs,6.9,3726.0,186.3,3912.3
PUR_20260210_OUT003_ING014_0046,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260210-OUT003-0045,2026-02-10,2026-02-13,Closed,ING014,Cake Base,Dessert Inputs,Raw Material,210.0,0.0,210.0,pcs,47.02,9874.2,1777.36,11651.56
PUR_20260210_OUT003_ING027_0046,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260210-OUT003-0045,2026-02-10,2026-02-12,Closed,ING027,Butter,Dairy,Raw Material,32.07,0.0,32.07,kg,539.91,17314.91,2077.79,19392.7
PUR_20260210_OUT003_ING030_0046,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260210-OUT003-0045,2026-02-10,2026-02-11,Cancelled,ING030,Capsicum,Produce,Raw Material,0.0,0.0,23.43,kg,85.08,1993.42,99.67,2093.09
PUR_20260213_OUT003_ING001_0049,ABNAH Cafe Saket Premium,Main Store,BeanCraft Roasters Delhi,PO-20260213-OUT003-0048,2026-02-13,2026-02-15,Closed,ING001,Coffee Beans,Coffee Inputs,Raw Material,15.77,0.0,15.77,kg,942.53,14863.7,743.18,15606.88
PUR_20260213_OUT003_ING006_0049,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260213-OUT003-0048,2026-02-13,2026-02-16,Closed,ING006,Cheese,Dairy,Raw Material,31.58,0.0,31.58,kg,508.77,16066.96,803.35,16870.31
PUR_20260213_OUT003_ING011_0049,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260213-OUT003-0048,2026-02-13,2026-02-16,Closed,ING011,Tortilla,Bakery,Raw Material,220.0,0.0,220.0,pcs,14.56,3203.2,160.16,3363.36
PUR_20260213_OUT003_ING014_0049,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260213-OUT003-0048,2026-02-13,2026-02-16,Closed,ING014,Cake Base,Dessert Inputs,Raw Material,125.0,0.0,125.0,pcs,47.26,5907.5,1063.35,6970.85
PUR_20260213_OUT003_ING016_0049,ABNAH Cafe Saket Premium,Main Store,ChocoCraft Ingredients,PO-20260213-OUT003-0048,2026-02-13,2026-02-14,Closed,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,35.55,0.0,35.55,litre,266.41,9470.88,1704.76,11175.64
PUR_20260213_OUT003_ING018_0049,ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260213-OUT003-0048,2026-02-13,2026-02-15,Closed,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,41.82,0.0,41.82,litre,246.85,10323.27,1858.19,12181.46
PUR_20260213_OUT003_ING023_0049,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260213-OUT003-0048,2026-02-13,2026-02-15,Closed,ING023,Lemon,Produce,Raw Material,28.69,0.0,28.69,kg,112.98,3241.4,162.07,3403.47
PUR_20260213_OUT003_ING037_0049,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260213-OUT003-0048,2026-02-13,2026-02-16,Closed,ING037,Hot Cup,Packaging,Consumable,1875.0,0.0,1875.0,pcs,2.86,5362.5,965.25,6327.75
PUR_20260216_OUT003_ING004_0052,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260216-OUT003-0051,2026-02-16,2026-02-18,Partially Received,ING004,Cream,Dairy,Raw Material,17.34,3.94,21.28,litre,205.03,4363.04,218.15,4581.19
PUR_20260216_OUT003_ING006_0052,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260216-OUT003-0051,2026-02-16,2026-02-17,Closed,ING006,Cheese,Dairy,Raw Material,28.82,0.0,28.82,kg,464.55,13388.33,669.42,14057.75
PUR_20260216_OUT003_ING009_0052,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260216-OUT003-0051,2026-02-16,2026-02-17,Closed,ING009,Bread,Bakery,Raw Material,485.0,0.0,485.0,pcs,11.94,5790.9,289.55,6080.45
PUR_20260216_OUT003_ING019_0052,ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260216-OUT003-0051,2026-02-16,2026-02-17,Closed,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,47.3,0.0,47.3,litre,95.22,4503.91,810.7,5314.61
PUR_20260216_OUT003_ING024_0052,ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260216-OUT003-0051,2026-02-16,2026-02-18,Closed,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,15.96,0.0,15.96,litre,405.72,6475.29,1165.55,7640.84
PUR_20260216_OUT003_ING035_0052,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260216-OUT003-0051,2026-02-16,2026-02-18,Closed,ING035,Aioli,Syrups & Sauces,Raw Material,31.88,0.0,31.88,kg,324.0,10329.12,1859.24,12188.36
PUR_20260216_OUT003_ING038_0052,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260216-OUT003-0051,2026-02-16,2026-02-18,Closed,ING038,Lid,Packaging,Consumable,1720.0,0.0,1720.0,pcs,1.11,1909.2,343.66,2252.86
PUR_20260219_OUT003_ING002_0055,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260219-OUT003-0054,2026-02-19,2026-02-21,Closed,ING002,Milk,Dairy,Raw Material,113.57,0.0,113.57,litre,75.54,8579.08,428.95,9008.03
PUR_20260219_OUT003_ING003_0055,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260219-OUT003-0054,2026-02-19,2026-02-22,Partially Received,ING003,Oat Milk,Dairy Alternative,Raw Material,23.63,19.27,42.9,litre,182.55,7831.4,391.57,8222.97
PUR_20260219_OUT003_ING005_0055,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260219-OUT003-0054,2026-02-19,2026-02-20,Closed,ING005,Paneer,Dairy,Raw Material,43.78,0.0,43.78,kg,367.65,16095.72,804.79,16900.51
PUR_20260219_OUT003_ING012_0055,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260219-OUT003-0054,2026-02-19,2026-02-22,Closed,ING012,Croissant Base,Bakery,Raw Material,190.0,0.0,190.0,pcs,44.48,8451.2,422.56,8873.76
PUR_20260219_OUT003_ING013_0055,ABNAH Cafe Saket Premium,Main Store,ChocoCraft Ingredients,PO-20260219-OUT003-0054,2026-02-19,2026-02-22,Closed,ING013,Brownie Base,Dessert Inputs,Raw Material,165.0,0.0,165.0,pcs,35.13,5796.45,1043.36,6839.81
PUR_20260219_OUT003_ING016_0055,ABNAH Cafe Saket Premium,Main Store,ChocoCraft Ingredients,PO-20260219-OUT003-0054,2026-02-19,2026-02-22,Partially Received,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,23.6,5.42,29.02,litre,261.21,7580.31,1364.46,8944.77
PUR_20260219_OUT003_ING020_0055,ABNAH Cafe Saket Premium,Main Store,TeaLeaf Traders NCR,PO-20260219-OUT003-0054,2026-02-19,2026-02-21,Closed,ING020,Tea Leaves,Tea Inputs,Raw Material,24.07,0.0,24.07,kg,639.86,15401.43,770.07,16171.5
PUR_20260219_OUT003_ING035_0055,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260219-OUT003-0054,2026-02-19,2026-02-20,Closed,ING035,Aioli,Syrups & Sauces,Raw Material,17.45,0.0,17.45,kg,314.98,5496.4,989.35,6485.75
PUR_20260222_OUT003_ING001_0058,ABNAH Cafe Saket Premium,Main Store,BeanCraft Roasters Delhi,PO-20260222-OUT003-0057,2026-02-22,2026-02-24,Closed,ING001,Coffee Beans,Coffee Inputs,Raw Material,11.3,0.0,11.3,kg,993.41,11225.53,561.28,11786.81
PUR_20260222_OUT003_ING008_0058,ABNAH Cafe Saket Premium,Main Store,NorthStar Poultry,PO-20260222-OUT003-0057,2026-02-22,2026-02-24,Closed,ING008,Egg,Protein,Raw Material,225.0,0.0,225.0,pcs,7.27,1635.75,81.79,1717.54
PUR_20260222_OUT003_ING010_0058,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260222-OUT003-0057,2026-02-22,2026-02-24,Closed,ING010,Bagel,Bakery,Raw Material,215.0,0.0,215.0,pcs,28.89,6211.35,310.57,6521.92
PUR_20260222_OUT003_ING016_0058,ABNAH Cafe Saket Premium,Main Store,ChocoCraft Ingredients,PO-20260222-OUT003-0057,2026-02-22,2026-02-25,Closed,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,44.86,0.0,44.86,litre,261.88,11747.94,2114.63,13862.57
PUR_20260222_OUT003_ING020_0058,ABNAH Cafe Saket Premium,Main Store,TeaLeaf Traders NCR,PO-20260222-OUT003-0057,2026-02-22,2026-02-24,Partially Received,ING020,Tea Leaves,Tea Inputs,Raw Material,16.2,7.08,23.28,kg,625.6,14563.97,728.2,15292.17
PUR_20260222_OUT003_ING040_0058,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260222-OUT003-0057,2026-02-22,2026-02-25,Closed,ING040,Napkin,Packaging,Consumable,1670.0,0.0,1670.0,pcs,0.31,517.7,93.19,610.89
PUR_20260225_OUT003_ING002_0061,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260225-OUT003-0060,2026-02-25,2026-02-27,Pending,ING002,Milk,Dairy,Raw Material,0.0,84.19,84.19,litre,72.05,6065.89,303.29,6369.18
PUR_20260225_OUT003_ING005_0061,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260225-OUT003-0060,2026-02-25,2026-02-28,Closed,ING005,Paneer,Dairy,Raw Material,46.59,0.0,46.59,kg,347.16,16174.18,808.71,16982.89
PUR_20260225_OUT003_ING014_0061,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260225-OUT003-0060,2026-02-25,2026-02-28,Closed,ING014,Cake Base,Dessert Inputs,Raw Material,165.0,0.0,165.0,pcs,47.83,7891.95,1420.55,9312.5
PUR_20260225_OUT003_ING022_0061,ABNAH Cafe Saket Premium,Main Store,Metro Wholesale Delhi,PO-20260225-OUT003-0060,2026-02-25,2026-02-27,Closed,ING022,Ice,Beverage Inputs,Raw Material,511.39,0.0,511.39,kg,12.27,6274.76,313.74,6588.5
PUR_20260225_OUT003_ING031_0061,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260225-OUT003-0060,2026-02-25,2026-02-27,Closed,ING031,Tomato,Produce,Raw Material,38.85,0.0,38.85,kg,54.89,2132.48,106.62,2239.1
PUR_20260225_OUT003_ING032_0061,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260225-OUT003-0060,2026-02-25,2026-02-26,Closed,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,19.56,0.0,19.56,kg,330.84,6471.23,1164.82,7636.05
PUR_20260225_OUT003_ING033_0061,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260225-OUT003-0060,2026-02-25,2026-02-28,Closed,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,26.59,0.0,26.59,kg,292.87,7787.41,1401.73,9189.14
PUR_20260225_OUT003_ING040_0061,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260225-OUT003-0060,2026-02-25,2026-02-28,Partially Received,ING040,Napkin,Packaging,Consumable,1985.03,439.97,2425.0,pcs,0.34,824.5,148.41,972.91
PUR_20260228_OUT003_ING001_0064,ABNAH Cafe Saket Premium,Main Store,BeanCraft Roasters Delhi,PO-20260228-OUT003-0063,2026-02-28,2026-03-02,Pending,ING001,Coffee Beans,Coffee Inputs,Raw Material,0.0,10.47,10.47,kg,999.33,10462.99,523.15,10986.14
PUR_20260228_OUT003_ING006_0064,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260228-OUT003-0063,2026-02-28,2026-03-03,Closed,ING006,Cheese,Dairy,Raw Material,15.98,0.0,15.98,kg,473.89,7572.76,378.64,7951.4
PUR_20260228_OUT003_ING010_0064,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260228-OUT003-0063,2026-02-28,2026-03-03,Closed,ING010,Bagel,Bakery,Raw Material,125.0,0.0,125.0,pcs,28.69,3586.25,179.31,3765.56
PUR_20260228_OUT003_ING012_0064,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260228-OUT003-0063,2026-02-28,2026-03-03,Closed,ING012,Croissant Base,Bakery,Raw Material,255.0,0.0,255.0,pcs,43.5,11092.5,554.62,11647.12
PUR_20260228_OUT003_ING014_0064,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260228-OUT003-0063,2026-02-28,2026-03-02,Closed,ING014,Cake Base,Dessert Inputs,Raw Material,180.0,0.0,180.0,pcs,47.97,8634.6,1554.23,10188.83
PUR_20260228_OUT003_ING018_0064,ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260228-OUT003-0063,2026-02-28,2026-03-02,Closed,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,25.1,0.0,25.1,litre,249.34,6258.43,1126.52,7384.95
PUR_20260228_OUT003_ING028_0064,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260228-OUT003-0063,2026-02-28,2026-03-02,Closed,ING028,Lettuce,Produce,Raw Material,28.69,0.0,28.69,kg,95.93,2752.23,137.61,2889.84
PUR_20260228_OUT003_ING031_0064,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260228-OUT003-0063,2026-02-28,2026-03-02,Closed,ING031,Tomato,Produce,Raw Material,72.21,0.0,72.21,kg,55.55,4011.27,200.56,4211.83
