row_id,deployment,store_name,vendor_name,po_number,po_date,expected_delivery,po_status,item_code,item_name,category_name,super_category_name,total_processed_qty,remaining_balance_qty,quantity,unit,unit_price,subtotal,tax,total_item_cost
PUR_20260201_OUT001_ING003_0035,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260201-OUT001-0034,2026-02-01,2026-02-02,Pending,ING003,Oat Milk,Dairy Alternative,Raw Material,0.0,46.38,46.38,litre,193.31,8965.72,448.29,9414.01
PUR_20260201_OUT001_ING010_0035,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260201-OUT001-0034,2026-02-01,2026-02-02,Closed,ING010,Bagel,Bakery,Raw Material,140.0,0.0,140.0,pcs,28.95,4053.0,202.65,4255.65
PUR_20260201_OUT001_ING013_0035,ABNAH Cafe Connaught Place,Main Store,ChocoCraft Ingredients,PO-20260201-OUT001-0034,2026-02-01,2026-02-02,Closed,ING013,Brownie Base,Dessert Inputs,Raw Material,150.0,0.0,150.0,pcs,35.08,5262.0,947.16,6209.16
PUR_20260201_OUT001_ING018_0035,ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260201-OUT001-0034,2026-02-01,2026-02-04,Closed,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,35.74,0.0,35.74,litre,231.32,8267.38,1488.13,9755.51
PUR_20260201_OUT001_ING024_0035,ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260201-OUT001-0034,2026-02-01,2026-02-03,Closed,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,9.94,0.0,9.94,litre,393.26,3909.0,703.62,4612.62
PUR_20260201_OUT001_ING030_0035,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260201-OUT001-0034,2026-02-01,2026-02-02,Closed,ING030,Capsicum,Produce,Raw Material,47.56,0.0,47.56,kg,86.86,4131.06,206.55,4337.61
PUR_20260201_OUT001_ING031_0035,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260201-OUT001-0034,2026-02-01,2026-02-04,Closed,ING031,Tomato,Produce,Raw Material,40.19,0.0,40.19,kg,52.19,2097.52,104.88,2202.4
PUR_20260201_OUT001_ING039_0035,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260201-OUT001-0034,2026-02-01,2026-02-04,Closed,ING039,Straw,Packaging,Consumable,1140.0,0.0,1140.0,pcs,0.57,649.8,116.96,766.76
PUR_20260204_OUT001_ING012_0038,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260204-OUT001-0037,2026-02-04,2026-02-07,Closed,ING012,Croissant Base,Bakery,Raw Material,255.0,0.0,255.0,pcs,40.96,10444.8,522.24,10967.04
PUR_20260204_OUT001_ING013_0038,ABNAH Cafe Connaught Place,Main Store,ChocoCraft Ingredients,PO-20260204-OUT001-0037,2026-02-04,2026-02-05,Closed,ING013,Brownie Base,Dessert Inputs,Raw Material,155.0,0.0,155.0,pcs,32.71,5070.05,912.61,5982.66
PUR_20260204_OUT001_ING020_0038,ABNAH Cafe Connaught Place,Main Store,TeaLeaf Traders NCR,PO-20260204-OUT001-0037,2026-02-04,2026-02-05,Closed,ING020,Tea Leaves,Tea Inputs,Raw Material,15.64,0.0,15.64,kg,605.6,9471.58,473.58,9945.16
PUR_20260204_OUT001_ING027_0038,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260204-OUT001-0037,2026-02-04,2026-02-07,Closed,ING027,Butter,Dairy,Raw Material,24.28,0.0,24.28,kg,549.58,13343.8,1601.26,14945.06
PUR_20260204_OUT001_ING031_0038,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260204-OUT001-0037,2026-02-04,2026-02-06,Closed,ING031,Tomato,Produce,Raw Material,78.13,0.0,78.13,kg,56.37,4404.19,220.21,4624.4
PUR_20260207_OUT001_ING002_0041,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260207-OUT001-0040,2026-02-07,2026-02-08,Closed,ING002,Milk,Dairy,Raw Material,135.7,0.0,135.7,litre,70.4,9553.28,477.66,10030.94
PUR_20260207_OUT001_ING010_0041,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260207-OUT001-0040,2026-02-07,2026-02-10,Closed,ING010,Bagel,Bakery,Raw Material,205.0,0.0,205.0,pcs,27.37,5610.85,280.54,5891.39
PUR_20260207_OUT001_ING011_0041,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260207-OUT001-0040,2026-02-07,2026-02-09,Closed,ING011,Tortilla,Bakery,Raw Material,260.0,0.0,260.0,pcs,15.6,4056.0,202.8,4258.8
PUR_20260207_OUT001_ING015_0041,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260207-OUT001-0040,2026-02-07,2026-02-10,Closed,ING015,Cheesecake Base,Dessert Inputs,Raw Material,65.0,0.0,65.0,pcs,70.4,4576.0,823.68,5399.68
PUR_20260207_OUT001_ING038_0041,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260207-OUT001-0040,2026-02-07,2026-02-09,Closed,ING038,Lid,Packaging,Consumable,1880.0,0.0,1880.0,pcs,1.08,2030.4,365.47,2395.87
PUR_20260210_OUT001_ING002_0044,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260210-OUT001-0043,2026-02-10,2026-02-12,Closed,ING002,Milk,Dairy,Raw Material,172.97,0.0,172.97,litre,74.59,12901.83,645.09,13546.92
PUR_20260210_OUT001_ING004_0044,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260210-OUT001-0043,2026-02-10,2026-02-12,Closed,ING004,Cream,Dairy,Raw Material,33.55,0.0,33.55,litre,207.89,6974.71,348.74,7323.45
PUR_20260210_OUT001_ING011_0044,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260210-OUT001-0043,2026-02-10,2026-02-12,Closed,ING011,Tortilla,Bakery,Raw Material,430.0,0.0,430.0,pcs,15.25,6557.5,327.88,6885.38
PUR_20260210_OUT001_ING019_0044,ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260210-OUT001-0043,2026-02-10,2026-02-12,Pending,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,0.0,76.92,76.92,litre,90.15,6934.34,1248.18,8182.52
PUR_20260210_OUT001_ING027_0044,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260210-OUT001-0043,2026-02-10,2026-02-13,Partially Received,ING027,Butter,Dairy,Raw Material,14.84,8.86,23.7,kg,523.55,12408.13,1488.98,13897.11
PUR_20260210_OUT001_ING042_0044,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260210-OUT001-0043,2026-02-10,2026-02-13,Closed,ING042,Sandwich Box,Packaging,Consumable,675.0,0.0,675.0,pcs,6.34,4279.5,770.31,5049.81
PUR_20260213_OUT001_ING004_0047,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260213-OUT001-0046,2026-02-13,2026-02-15,Closed,ING004,Cream,Dairy,Raw Material,17.65,0.0,17.65,litre,214.15,3779.75,188.99,3968.74
PUR_20260213_OUT001_ING005_0047,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260213-OUT001-0046,2026-02-13,2026-02-16,Closed,ING005,Paneer,Dairy,Raw Material,41.98,0.0,41.98,kg,367.78,15439.4,771.97,16211.37
PUR_20260213_OUT001_ING006_0047,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260213-OUT001-0046,2026-02-13,2026-02-14,Closed,ING006,Cheese,Dairy,Raw Material,28.44,0.0,28.44,kg,480.84,13675.09,683.75,14358.84
PUR_20260213_OUT001_ING010_0047,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260213-OUT001-0046,2026-02-13,2026-02-14,Partially Received,ING010,Bagel,Bakery,Raw Material,86.16,33.84,120.0,pcs,28.07,3368.4,168.42,3536.82
PUR_20260213_OUT001_ING014_0047,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260213-OUT001-0046,2026-02-13,2026-02-14,Closed,ING014,Cake Base,Dessert Inputs,Raw Material,130.0,0.0,130.0,pcs,45.65,5934.5,1068.21,7002.71
