row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260301_00370,ABNAH Cafe Connaught Place,Main Store,ops.hk,FreshDairy Foods NCR,2026-03-01,GRN-20260301-00370,INV-260228-00370,2026-03-01,ING027,Butter,Dairy,Raw Material,31.09,kg,561.06,508.5,15809.26,0.0,12,1897.11,1897.11,25.0,17731.37,0.0,0.0,17731.37
ENT_20260301_00372,ABNAH Cafe Connaught Place,Main Store,ops.hk,PackPro Disposables,2026-03-01,GRN-20260301-00372,INV-260228-00372,2026-03-01,ING043,Wrap Packaging,Packaging,Consumable,465.0,pcs,6.67,6.02,2799.3,0.0,18,503.87,503.87,0.0,3303.17,0.0,0.0,3303.17
ENT_20260301_00373,ABNAH Cafe Connaught Place,Main Store,ops.cp,PackPro Disposables,2026-03-01,GRN-20260301-00373,INV-260228-00373,2026-03-01,ING041,Dessert Box,Packaging,Consumable,296.82,pcs,5.77,5.14,1525.65,0.0,18,274.62,274.62,0.0,1800.27,0.0,0.0,1800.27
ENT_20260301_00374,ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-03-01,GRN-20260301-00374,INV-260228-00374,2026-03-01,ING036,Cold Cup,Packaging,Consumable,1435.0,pcs,3.88,3.31,4749.85,71.25,18,842.15,842.15,18.0,5538.75,0.0,0.0,5538.75
ENT_20260302_00371,ABNAH Cafe Connaught Place,Main Store,inventory.lead,FreshDairy Foods NCR,2026-03-02,GRN-20260302-00371,INV-260228-00371,2026-03-02,ING002,Milk,Dairy,Raw Material,76.71,litre,81.6,69.52,5332.88,0.0,5,266.64,266.64,25.0,5624.52,5.08,353.16,5271.36
ENT_20260302_00375,ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-03-02,GRN-20260302-00375,INV-260228-00375,2026-03-02,ING014,Cake Base,Dessert Inputs,Raw Material,210.0,pcs,48.93,45.07,9464.7,141.97,18,1678.09,1678.09,0.0,11000.82,0.0,0.0,11000.82
ENT_20260302_00388,ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-03-02,GRN-20260302-00388,INV-260301-00388,2026-03-02,ING038,Lid,Packaging,Consumable,1430.0,pcs,1.2,1.07,1530.1,0.0,18,275.42,275.42,0.0,1805.52,0.0,0.0,1805.52
ENT_20260302_00389,ABNAH Cafe Connaught Place,Main Store,ops.saket,SpiceRoot Foods,2026-03-02,GRN-20260302-00389,INV-260301-00389,2026-03-02,ING035,Aioli,Syrups & Sauces,Raw Material,29.11,kg,369.45,326.96,9517.81,0.0,18,1713.21,1713.21,0.0,11231.02,0.0,0.0,11231.02
ENT_20260302_00390,ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-03-02,GRN-20260302-00390,INV-260301-00390,2026-03-02,ING037,Hot Cup,Packaging,Consumable,1970.0,pcs,3.34,2.9,5713.0,57.13,18,1018.06,1018.06,0.0,6673.93,0.0,0.0,6673.93
ENT_20260303_00391,ABNAH Cafe Connaught Place,Main Store,inventory.lead,FreshDairy Foods NCR,2026-03-03,GRN-20260303-00391,INV-260301-00391,2026-03-03,ING004,Cream,Dairy,Raw Material,38.79,litre,245.61,208.34,8081.51,0.0,5,404.08,404.08,18.0,8503.59,0.0,0.0,8503.59
