row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260301_00378,ABNAH Cafe Hauz Khas,Main Store,ops.saket,Delhi Bakery Supply Co,2026-03-01,GRN-20260301-00378,INV-260228-00378,2026-03-01,ING009,Bread,Bakery,Raw Material,294.29,pcs,12.86,11.86,3490.28,0.0,5,174.51,174.51,12.0,3676.79,0.0,0.0,3676.79
ENT_20260301_00380,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,BeanCraft Roasters Delhi,2026-03-01,GRN-20260301-00380,INV-260228-00380,2026-03-01,ING001,Coffee Beans,Coffee Inputs,Raw Material,15.17,kg,1052.93,971.35,14735.38,221.03,5,725.72,725.72,0.0,15240.07,0.0,0.0,15240.07
ENT_20260302_00376,ABNAH Cafe Hauz Khas,Main Store,ops.hk,ChocoCraft Ingredients,2026-03-02,GRN-20260302-00376,INV-260228-00376,2026-03-02,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,40.36,litre,325.5,275.95,11137.34,0.0,18,2004.72,2004.72,18.0,13160.06,0.0,0.0,13160.06
ENT_20260303_00377,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,SweetBase Foods,2026-03-03,GRN-20260303-00377,INV-260228-00377,2026-03-03,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,17.71,litre,429.02,392.82,6956.84,0.0,5,347.84,347.84,0.0,7304.68,0.0,0.0,7304.68
ENT_20260303_00379,ABNAH Cafe Hauz Khas,Main Store,ops.saket,GreenLeaf Produce Delhi,2026-03-03,GRN-20260303-00379,INV-260228-00379,2026-03-03,ING030,Capsicum,Produce,Raw Material,33.39,kg,89.57,82.05,2739.65,27.4,5,135.61,135.61,12.0,2859.86,0.0,0.0,2859.86
ENT_20260304_00393,ABNAH Cafe Hauz Khas,Main Store,store.manager,FreshDairy Foods NCR,2026-03-04,GRN-20260304-00393,INV-260301-00393,2026-03-04,ING004,Cream,Dairy,Raw Material,31.35,litre,224.58,202.22,6339.6,0.0,5,316.98,316.98,18.0,6674.58,0.0,0.0,6674.58
ENT_20260304_00394,ABNAH Cafe Hauz Khas,Main Store,store.manager,PackPro Disposables,2026-03-04,GRN-20260304-00394,INV-260301-00394,2026-03-04,ING039,Straw,Packaging,Consumable,1510.0,pcs,0.67,0.58,875.8,0.0,18,157.64,157.64,12.0,1045.44,0.0,0.0,1045.44
ENT_20260304_00395,ABNAH Cafe Hauz Khas,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-03-04,GRN-20260304-00395,INV-260301-00395,2026-03-04,ING026,Banana,Produce,Raw Material,50.1,kg,83.69,74.05,3709.9,0.0,5,185.5,185.5,0.0,3895.4,0.0,0.0,3895.4
ENT_20260304_00396,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-03-04,GRN-20260304-00396,INV-260301-00396,2026-03-04,ING015,Cheesecake Base,Dessert Inputs,Raw Material,125.0,pcs,81.91,74.77,9346.25,93.46,18,1665.5,1665.5,0.0,10918.29,0.0,0.0,10918.29
ENT_20260304_00397,ABNAH Cafe Hauz Khas,Main Store,ops.saket,NorthStar Poultry,2026-03-04,GRN-20260304-00397,INV-260301-00397,2026-03-04,ING007,Chicken,Protein,Raw Material,51.7,kg,377.21,341.99,17680.88,0.0,5,884.04,884.04,0.0,18564.92,0.0,0.0,18564.92
