row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260301_00381,ABNAH Cafe Saket Premium,Main Store,inventory.lead,GreenLeaf Produce Delhi,2026-03-01,GRN-20260301-00381,INV-260228-00381,2026-03-01,ING028,Lettuce,Produce,Raw Material,28.69,kg,110.52,94.94,2723.83,0.0,5,136.19,136.19,0.0,2860.02,0.0,0.0,2860.02
ENT_20260301_00383,ABNAH Cafe Saket Premium,Main Store,inventory.lead,GreenLeaf Produce Delhi,2026-03-01,GRN-20260301-00383,INV-260228-00383,2026-03-01,ING031,Tomato,Produce,Raw Material,72.21,kg,65.71,56.64,4089.97,0.0,5,204.5,204.5,0.0,4294.47,0.0,0.0,4294.47
ENT_20260302_00382,ABNAH Cafe Saket Premium,Main Store,ops.cp,Delhi Bakery Supply Co,2026-03-02,GRN-20260302-00382,INV-260228-00382,2026-03-02,ING012,Croissant Base,Bakery,Raw Material,255.0,pcs,50.38,43.85,11181.75,0.0,5,559.09,559.09,18.0,11758.84,0.0,0.0,11758.84
ENT_20260302_00384,ABNAH Cafe Saket Premium,Main Store,ops.saket,FreshDairy Foods NCR,2026-03-02,GRN-20260302-00384,INV-260228-00384,2026-03-02,ING006,Cheese,Dairy,Raw Material,15.98,kg,532.63,477.55,7631.25,0.0,5,381.56,381.56,12.0,8024.81,1.0,477.55,7547.26
ENT_20260302_00385,ABNAH Cafe Saket Premium,Main Store,store.manager,Delhi Bakery Supply Co,2026-03-02,GRN-20260302-00385,INV-260228-00385,2026-03-02,ING010,Bagel,Bakery,Raw Material,125.0,pcs,33.79,29.02,3627.5,0.0,5,181.38,181.38,0.0,3808.88,0.0,0.0,3808.88
ENT_20260302_00386,ABNAH Cafe Saket Premium,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-03-02,GRN-20260302-00386,INV-260228-00386,2026-03-02,ING014,Cake Base,Dessert Inputs,Raw Material,180.0,pcs,52.67,48.67,8760.6,0.0,18,1576.91,1576.91,0.0,10337.51,0.0,0.0,10337.51
ENT_20260303_00387,ABNAH Cafe Saket Premium,Main Store,store.manager,SweetBase Foods,2026-03-03,GRN-20260303-00387,INV-260228-00387,2026-03-03,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,25.1,litre,294.77,251.95,6323.94,0.0,18,1138.31,1138.31,18.0,7480.25,0.0,0.0,7480.25
ENT_20260303_00401,ABNAH Cafe Saket Premium,Main Store,ops.hk,SweetBase Foods,2026-03-03,GRN-20260303-00401,INV-260301-00401,2026-03-03,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,23.79,litre,101.77,93.72,2229.6,0.0,18,401.33,401.33,18.0,2648.93,0.0,0.0,2648.93
ENT_20260304_00399,ABNAH Cafe Saket Premium,Main Store,store.manager,FreshDairy Foods NCR,2026-03-04,GRN-20260304-00399,INV-260301-00399,2026-03-04,ING002,Milk,Dairy,Raw Material,68.52,litre,79.32,70.47,4828.6,0.0,5,241.43,241.43,18.0,5088.03,0.0,0.0,5088.03
ENT_20260304_00400,ABNAH Cafe Saket Premium,Main Store,ops.saket,GreenLeaf Produce Delhi,2026-03-04,GRN-20260304-00400,INV-260301-00400,2026-03-04,ING026,Banana,Produce,Raw Material,53.52,kg,80.8,70.01,3746.94,0.0,5,187.35,187.35,0.0,3934.29,0.0,0.0,3934.29
