Deployment,Store Name,Vendor Name,PO Number,PR Number,PR Deployment,PO Date,Expected Delivery,PO Close Date/Partial Recieve Date,PO Status,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Total Processed Qty,Remaining Balance Qty,Quantity,Unit,Unit Price,Subtotal,Item Wise Discount Amount,Bill Wise Discount Amount,New Subtotal,Tax,Total Item Cost,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260101-OUT003-0003,,,2026-01-01,2026-01-03,2026-01-03,Partially Received,ING006,Cheese,,Dairy,Raw Material,,10.04,6.39,16.43,kg,502.45,8255.25,0,0,8255.25,412.76,8668.01,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260101-OUT003-0003,,,2026-01-01,2026-01-03,2026-01-02,Closed,ING012,Croissant Base,,Bakery,Raw Material,,250.0,0.0,250.0,pcs,41.35,10337.5,0,0,10337.5,516.88,10854.38,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260101-OUT003-0003,,,2026-01-01,2026-01-03,2026-01-03,Closed,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,120.0,0.0,120.0,pcs,74.41,8929.2,0,0,8929.2,1607.26,10536.46,
ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260101-OUT003-0003,,,2026-01-01,2026-01-04,2026-01-05,Closed,ING026,Banana,,Produce,Raw Material,,59.52,0.0,59.52,kg,75.23,4477.69,0,0,4477.69,223.88,4701.57,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260101-OUT003-0003,,,2026-01-01,2026-01-02,2026-01-02,Partially Received,ING037,Hot Cup,,Packaging,Consumable,,738.75,481.25,1220.0,pcs,2.94,3586.8,0,0,3586.8,645.62,4232.42,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260101-OUT003-0003,,,2026-01-01,2026-01-03,2026-01-03,Closed,ING040,Napkin,,Packaging,Consumable,,2220.0,0.0,2220.0,pcs,0.31,688.2,0,0,688.2,123.88,812.08,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260101-OUT003-0003,,,2026-01-01,2026-01-03,2026-01-02,Closed,ING042,Sandwich Box,,Packaging,Consumable,,330.0,0.0,330.0,pcs,6.66,2197.8,0,0,2197.8,395.6,2593.4,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260101-OUT003-0003,,,2026-01-01,2026-01-02,2026-01-01,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,280.0,0.0,280.0,pcs,5.76,1612.8,0,0,1612.8,290.3,1903.1,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-07,2026-01-07,Partially Received,ING005,Paneer,,Dairy,Raw Material,,10.75,12.5,23.25,kg,377.98,8788.03,0,0,8788.03,439.4,9227.43,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-05,,Cancelled,ING011,Tortilla,,Bakery,Raw Material,,0.0,0.0,335.0,pcs,14.4,4824.0,0,0,4824.0,241.2,5065.2,
ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-06,,Pending,ING028,Lettuce,,Produce,Raw Material,,0.0,26.07,26.07,kg,100.36,2616.39,0,0,2616.39,130.82,2747.21,
ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-07,2026-01-07,Closed,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,21.02,0.0,21.02,kg,290.76,6111.78,0,0,6111.78,1100.12,7211.9,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-06,2026-01-07,Partially Received,ING038,Lid,,Packaging,Consumable,,926.46,203.54,1130.0,pcs,1.16,1310.8,0,0,1310.8,235.94,1546.74,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260107-OUT003-0009,,,2026-01-07,2026-01-08,2026-01-08,Closed,ING002,Milk,,Dairy,Raw Material,,102.59,0.0,102.59,litre,72.86,7474.71,0,0,7474.71,373.74,7848.45,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260107-OUT003-0009,,,2026-01-07,2026-01-10,2026-01-12,Partially Received,ING006,Cheese,,Dairy,Raw Material,,17.12,13.99,31.11,kg,483.83,15051.95,0,0,15051.95,752.6,15804.55,
ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260107-OUT003-0009,,,2026-01-07,2026-01-09,2026-01-12,Closed,ING026,Banana,,Produce,Raw Material,,61.24,0.0,61.24,kg,71.81,4397.64,0,0,4397.64,219.88,4617.52,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260107-OUT003-0009,,,2026-01-07,2026-01-09,2026-01-10,Closed,ING027,Butter,,Dairy,Raw Material,,28.36,0.0,28.36,kg,531.94,15085.82,0,0,15085.82,1810.3,16896.12,
ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260107-OUT003-0009,,,2026-01-07,2026-01-08,2026-01-10,Closed,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,,19.86,0.0,19.86,kg,338.5,6722.61,0,0,6722.61,1210.07,7932.68,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260107-OUT003-0009,,,2026-01-07,2026-01-08,2026-01-07,Closed,ING042,Sandwich Box,,Packaging,Consumable,,350.0,0.0,350.0,pcs,6.84,2394.0,0,0,2394.0,430.92,2824.92,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260110-OUT003-0012,,,2026-01-10,2026-01-13,2026-01-13,Closed,ING006,Cheese,,Dairy,Raw Material,,18.57,0.0,18.57,kg,469.42,8717.13,0,0,8717.13,435.86,9152.99,
ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260110-OUT003-0012,,,2026-01-10,2026-01-11,2026-01-12,Closed,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,40.1,0.0,40.1,litre,231.76,9293.58,0,0,9293.58,1672.84,10966.42,
ABNAH Cafe Saket Premium,Main Store,Metro Wholesale Delhi,PO-20260110-OUT003-0012,,,2026-01-10,2026-01-11,2026-01-11,Closed,ING022,Ice,,Beverage Inputs,Raw Material,,349.44,0.0,349.44,kg,12.48,4361.01,0,0,4361.01,218.05,4579.06,
ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260110-OUT003-0012,,,2026-01-10,2026-01-11,,Cancelled,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,0.0,0.0,17.15,litre,376.43,6455.77,0,0,6455.77,1162.04,7617.81,
ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260110-OUT003-0012,,,2026-01-10,2026-01-13,2026-01-14,Closed,ING028,Lettuce,,Produce,Raw Material,,17.17,0.0,17.17,kg,91.77,1575.69,0,0,1575.69,78.78,1654.47,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260110-OUT003-0012,,,2026-01-10,2026-01-12,2026-01-11,Closed,ING039,Straw,,Packaging,Consumable,,955.0,0.0,955.0,pcs,0.56,534.8,0,0,534.8,96.26,631.06,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260110-OUT003-0012,,,2026-01-10,2026-01-12,2026-01-11,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,675.0,0.0,675.0,pcs,5.62,3793.5,0,0,3793.5,682.83,4476.33,
