Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Indent Receive Qty,Amt,Indent Dispatch Qty,Amt,InternalIndent Receive Qty,Amt,InternalIndent Dispatch Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,PhysicalGain/Loss Qty,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Saket Premium,Main Store,ING001,Coffee Beans,Coffee Inputs,Raw Material,978.23,2026-02-01,1.3676,kg,1337.83,27.07,26480.69,0,0,0,0,0,0,0,0,3.24,3169.47,30.4105,29748.46,0,0,0.0,0.0,30.4105,29748.46,0.0,0.0,0,0,0.0,0.0,2026-02-28,1.2671,1239.52,0.048,46.96,-0.0702,-68.67,1.3151,1286.47
ABNAH Cafe Saket Premium,Main Store,ING002,Milk,Dairy,Raw Material,74.71,2026-02-01,52.5999,litre,3929.74,233.43,17439.56,0,0,0,0,0,0,0,0,0.0,0.0,269.4365,20129.6,0,0,0.0,0.0,269.4365,20129.6,5.1522,384.92,0,0,0.0,0.0,2026-02-28,11.4412,854.77,0.24,17.93,0.2577,19.25,11.6812,872.7
ABNAH Cafe Saket Premium,Main Store,ING003,Oat Milk,Dairy Alternative,Raw Material,184.38,2026-02-01,7.629,litre,1406.64,23.63,4356.9,0,0,0,0,0,0,0,0,0.0,0.0,18.2194,3359.29,0,0,0.0,0.0,18.2194,3359.29,0.0,0.0,0,0,0.0,0.0,2026-02-28,13.0396,2404.24,0.0,0.0,13.484,2486.18,13.0396,2404.24
ABNAH Cafe Saket Premium,Main Store,ING004,Cream,Dairy,Raw Material,213.05,2026-02-01,84.6619,litre,18037.22,44.12,9399.77,0,0,0,0,0,0,0,0,0.0,0.0,10.2593,2185.74,0,0,5.4,1150.47,15.6593,3336.21,0.0,0.0,0,0,0.0,0.0,2026-02-28,113.1226,24100.77,-0.06,-12.78,113.6111,24204.84,113.0626,24087.99
ABNAH Cafe Saket Premium,Main Store,ING005,Paneer,Dairy,Raw Material,364.23,2026-02-01,58.214,kg,21203.29,90.37,32915.47,0,0,0,0,0,0,0,0,0.0,0.0,7.5633,2754.78,0,0,0.0,0.0,7.5633,2754.78,0.0,0.0,0,0,0.0,0.0,2026-02-28,141.0207,51363.97,0.0,0.0,141.374,51492.65,141.0207,51363.97
ABNAH Cafe Saket Premium,Main Store,ING006,Cheese,Dairy,Raw Material,499.81,2026-02-01,87.4409,kg,43703.84,82.06,41014.41,0,0,0,0,0,0,0,0,0.0,0.0,6.431,3214.28,0,0,0.0,0.0,6.431,3214.28,0.0,0.0,0,0,0.0,0.0,2026-02-28,163.0699,81503.97,0.0,0.0,163.3409,81639.42,163.0699,81503.97
ABNAH Cafe Saket Premium,Main Store,ING007,Chicken,Protein,Raw Material,348.37,2026-02-01,22.6677,kg,7896.75,154.89,53959.03,0,0,0,0,0,0,0,0,0.0,0.0,10.7017,3728.15,0,0,0.0,0.0,10.7017,3728.15,0.0,0.0,0,0,0.0,0.0,2026-02-28,166.856,58127.62,0.0,0.0,167.1677,58236.21,166.856,58127.62
ABNAH Cafe Saket Premium,Main Store,ING008,Egg,Protein,Raw Material,7.08,2026-02-01,262.512,pcs,1858.58,1055.0,7469.4,0,0,0,0,0,0,0,0,0.0,0.0,22.616,160.12,0,0,0.0,0.0,22.616,160.12,0.0,0.0,0,0,0.0,0.0,2026-02-28,1294.896,9167.86,-0.72,-5.1,1295.512,9172.22,1294.176,9162.77
ABNAH Cafe Saket Premium,Main Store,ING009,Bread,Bakery,Raw Material,12.39,2026-02-01,93.26,pcs,1155.49,1350.0,16726.5,0,0,0,0,0,0,0,0,0.0,0.0,239.305,2964.99,0,0,0.0,0.0,239.305,2964.99,2.7205,33.71,0,0,0.0,0.0,2026-02-28,1201.2345,14883.3,-0.3,-3.72,1211.5395,15010.97,1200.9345,14879.58
ABNAH Cafe Saket Premium,Main Store,ING010,Bagel,Bakery,Raw Material,29.11,2026-02-01,108.87,pcs,3169.21,215.0,6258.65,0,0,0,0,0,0,0,0,0.0,0.0,24.173,703.68,0,0,0.0,0.0,24.173,703.68,0.0,0.0,0,0,0.0,0.0,2026-02-28,299.697,8724.18,0.24,6.99,300.87,8758.33,299.937,8731.17
ABNAH Cafe Saket Premium,Main Store,ING011,Tortilla,Bakery,Raw Material,14.71,2026-02-01,524.893,pcs,7721.18,220.0,3236.2,0,0,0,0,0,0,0,0,0.0,0.0,49.397,726.63,0,0,0.0,0.0,49.397,726.63,0.0,0.0,0,0,0.0,0.0,2026-02-28,695.496,10230.75,-0.6,-8.83,697.893,10266.01,694.896,10221.92
ABNAH Cafe Saket Premium,Main Store,ING012,Croissant Base,Bakery,Raw Material,44.36,2026-02-01,468.214,pcs,20769.97,190.0,8428.4,0,0,0,0,0,0,0,0,0.0,0.0,176.774,7841.69,0,0,0.0,0.0,176.774,7841.69,2.0077,89.06,0,0,0.0,0.0,2026-02-28,479.4323,21267.62,0.13,5.77,487.2063,21612.47,479.5623,21273.38
ABNAH Cafe Saket Premium,Main Store,ING013,Brownie Base,Dessert Inputs,Raw Material,35.48,2026-02-01,223.352,pcs,7924.53,165.0,5854.2,0,0,0,0,0,0,0,0,0.0,0.0,27.274,967.68,0,0,19.44,689.73,46.714,1657.41,0.0,0.0,0,0,0.0,0.0,2026-02-28,341.638,12121.32,0.42,14.9,342.912,12166.52,342.058,12136.22
ABNAH Cafe Saket Premium,Main Store,ING014,Cake Base,Dessert Inputs,Raw Material,48.09,2026-02-01,101.0505,pcs,4859.52,415.98,20004.48,0,0,0,0,0,0,0,0,0.0,0.0,212.4485,10216.65,0,0,0.0,0.0,212.4485,10216.65,2.4152,116.15,0,0,0.0,0.0,2026-02-28,302.1668,14531.2,0.2,9.62,311.3153,14971.15,302.3668,14540.82
ABNAH Cafe Saket Premium,Main Store,ING015,Cheesecake Base,Dessert Inputs,Raw Material,76.72,2026-02-01,341.762,pcs,26219.98,75.0,5754.0,0,0,0,0,0,0,0,0,0.0,0.0,23.144,1775.61,0,0,0.0,0.0,23.144,1775.61,0.0,0.0,0,0,0.0,0.0,2026-02-28,393.618,30198.37,0.14,10.74,394.762,30286.14,393.758,30209.11
ABNAH Cafe Saket Premium,Main Store,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,265.91,2026-02-01,45.1169,litre,11997.03,104.01,27657.3,0,0,0,0,0,0,0,0,0.0,0.0,15.632,4156.71,0,0,0.0,0.0,15.632,4156.71,0.0,0.0,0,0,0.0,0.0,2026-02-28,133.4949,35497.63,-0.048,-12.76,133.9059,35606.92,133.4469,35484.87
ABNAH Cafe Saket Premium,Main Store,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,252.5,2026-02-01,60.2206,litre,15205.7,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5.6695,1431.55,0,0,0.0,0.0,5.6695,1431.55,0.0,0.0,0,0,0.0,0.0,2026-02-28,54.5511,13774.15,-0.02,-5.05,54.6786,13806.35,54.5311,13769.1
ABNAH Cafe Saket Premium,Main Store,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,250.26,2026-02-01,61.6005,litre,15416.14,64.64,16176.81,0,0,0,0,0,0,0,0,0.0,0.0,3.0172,755.08,0,0,0.0,0.0,3.0172,755.08,0.0,0.0,0,0,0.0,0.0,2026-02-28,123.2233,30837.86,0.02,5.01,123.3112,30859.86,123.2433,30842.87
ABNAH Cafe Saket Premium,Main Store,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,96.17,2026-02-01,41.9916,litre,4038.33,47.3,4548.84,0,0,0,0,0,0,0,0,0.0,0.0,32.1949,3096.18,0,0,0.0,0.0,32.1949,3096.18,0.0,0.0,0,0,0.0,0.0,2026-02-28,57.0967,5490.99,0.0,0.0,58.0344,5581.17,57.0967,5490.99
ABNAH Cafe Saket Premium,Main Store,ING020,Tea Leaves,Tea Inputs,Raw Material,640.17,2026-02-01,36.6221,kg,23444.37,60.22,38551.04,0,0,0,0,0,0,0,0,0.0,0.0,0.5318,340.44,0,0,0.0,0.0,0.5318,340.44,0.0,0.0,0,0,0.4988,319.32,2026-02-28,95.8115,61335.65,0.0,0.0,95.8229,61342.95,95.8115,61335.65
ABNAH Cafe Saket Premium,Main Store,ING021,Matcha Powder,Tea Inputs,Raw Material,2171.5,2026-02-01,6.004,kg,13037.69,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2026-02-28,6.004,13037.69,0.012,26.06,6.004,13037.69,6.016,13063.74
