row_id,outlet_name,date,super_category,category,item_number,item_name,qty,net_sale
SALE_20260201_OUT003_MENU0003,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0003,Americano - Regular,4,750.79
SALE_20260201_OUT003_MENU0004,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0004,Americano - Medium,2,424.36
SALE_20260201_OUT003_MENU0005,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0005,Americano - Large,2,460.8
SALE_20260201_OUT003_MENU0006,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0006,Latte - Regular,3,637.14
SALE_20260201_OUT003_MENU0007,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0007,Latte - Medium,1,253.18
SALE_20260201_OUT003_MENU0009,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0009,Cappuccino - Regular,3,663.22
SALE_20260201_OUT003_MENU0010,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0010,Cappuccino - Medium,5,1205.0
SALE_20260201_OUT003_MENU0011,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0011,Cappuccino - Large,3,804.13
SALE_20260201_OUT003_MENU0012,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0012,Flat White - Regular,1,232.94
SALE_20260201_OUT003_MENU0013,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0013,Flat White - Medium,2,501.67
SALE_20260201_OUT003_MENU0014,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0014,Flat White - Large,2,580.82
SALE_20260201_OUT003_MENU0015,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0015,Mocha - Regular,1,234.44
SALE_20260201_OUT003_MENU0017,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Coffee Classics,MENU0017,Mocha - Large,3,837.96
SALE_20260201_OUT003_MENU0018,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Signature Coffee,MENU0018,Sea Salt Mocha - Regular,2,536.51
SALE_20260201_OUT003_MENU0019,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Signature Coffee,MENU0019,Sea Salt Mocha - Medium,2,601.98
SALE_20260201_OUT003_MENU0021,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Signature Coffee,MENU0021,Orange Zest Mocha - Regular,1,256.39
SALE_20260201_OUT003_MENU0022,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Signature Coffee,MENU0022,Orange Zest Mocha - Medium,4,1165.07
SALE_20260201_OUT003_MENU0023,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Signature Coffee,MENU0023,Orange Zest Mocha - Large,2,635.01
SALE_20260201_OUT003_MENU0025,ABNAH Cafe Saket Premium,2026-02-01,Beverage,Signature Coffee,MENU0025,Caramel Macchiato - Medium,6,1760.12
