row_id,outlet_name,date,super_category,category,item_number,item_name,qty,net_sale
SALE_20260201_OUT001_MENU0003,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Coffee Classics,MENU0003,Americano - Regular,1,181.5
SALE_20260201_OUT001_MENU0004,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Coffee Classics,MENU0004,Americano - Medium,1,205.81
SALE_20260201_OUT001_MENU0007,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Coffee Classics,MENU0007,Latte - Medium,3,711.2
SALE_20260201_OUT001_MENU0013,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Coffee Classics,MENU0013,Flat White - Medium,5,1228.44
SALE_20260201_OUT001_MENU0014,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Coffee Classics,MENU0014,Flat White - Large,2,569.64
SALE_20260201_OUT001_MENU0015,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Coffee Classics,MENU0015,Mocha - Regular,1,245.76
SALE_20260201_OUT001_MENU0017,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Coffee Classics,MENU0017,Mocha - Large,1,292.58
SALE_20260201_OUT001_MENU0018,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Signature Coffee,MENU0018,Sea Salt Mocha - Regular,3,778.39
SALE_20260201_OUT001_MENU0019,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Signature Coffee,MENU0019,Sea Salt Mocha - Medium,1,303.29
SALE_20260201_OUT001_MENU0025,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Signature Coffee,MENU0025,Caramel Macchiato - Medium,2,599.9
SALE_20260201_OUT001_MENU0030,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Signature Coffee,MENU0030,Vegan Iced Latte - Regular,1,288.22
SALE_20260201_OUT001_MENU0031,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Signature Coffee,MENU0031,Vegan Iced Latte - Medium,1,305.93
SALE_20260201_OUT001_MENU0032,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Signature Coffee,MENU0032,Vegan Iced Latte - Large,1,325.45
SALE_20260201_OUT001_MENU0033,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Cold Brew,MENU0033,Classic Cold Brew - Regular,1,212.5
SALE_20260201_OUT001_MENU0036,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Cold Brew,MENU0036,Coffee Lemonade - Regular,1,230.82
SALE_20260201_OUT001_MENU0045,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Cold Coffee,MENU0045,Mocha Cold Coffee - Regular,1,271.78
SALE_20260201_OUT001_MENU0050,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Cold Coffee,MENU0050,Caramel Cold Coffee - Large,1,345.27
SALE_20260201_OUT001_MENU0052,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Tea,MENU0052,Masala Chai Latte - Medium,1,214.55
SALE_20260201_OUT001_MENU0055,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Tea,MENU0055,Japanese Matcha Latte - Regular,1,264.32
SALE_20260201_OUT001_MENU0057,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Tea,MENU0057,Japanese Matcha Latte - Large,1,306.88
SALE_20260201_OUT001_MENU0067,ABNAH Cafe Connaught Place,2026-02-01,Beverage,Kids Beverage,MENU0067,Babyccino - Regular,1,163.14
SALE_20260201_OUT001_MENU0081,ABNAH Cafe Connaught Place,2026-02-01,Food,Sandwiches,MENU0081,Pepper Chicken Sandwich,1,297.78
SALE_20260201_OUT001_MENU0082,ABNAH Cafe Connaught Place,2026-02-01,Food,Sandwiches,MENU0082,Tandoori Chicken Sandwich,2,629.85
SALE_20260201_OUT001_MENU0088,ABNAH Cafe Connaught Place,2026-02-01,Food,Breakfast,MENU0088,Scallion Pepper Cream Cheese Bagel,1,270.22
SALE_20260201_OUT001_MENU0089,ABNAH Cafe Connaught Place,2026-02-01,Food,Breakfast,MENU0089,Masala Egg Bun,1,223.03
SALE_20260201_OUT001_MENU0090,ABNAH Cafe Connaught Place,2026-02-01,Food,Snacks,MENU0090,Marinara Cheese Pin Wheels,1,203.99
SALE_20260201_OUT001_MENU0094,ABNAH Cafe Connaught Place,2026-02-01,Food,Baked Goods,MENU0094,Butter Croissant,1,191.21
SALE_20260201_OUT001_MENU0106,ABNAH Cafe Connaught Place,2026-02-01,Dessert,Desserts,MENU0106,Death by Chocolate Cookie,1,181.56
SALE_20260201_OUT001_MENU0107,ABNAH Cafe Connaught Place,2026-02-01,Dessert,Desserts,MENU0107,Jaggery Parmesan Cookie,2,330.74
SALE_20260201_OUT001_MENU0109,ABNAH Cafe Connaught Place,2026-02-01,Dessert,Desserts,MENU0109,Basque Cheesecake,1,315.34
SALE_20260202_OUT001_MENU0004,ABNAH Cafe Connaught Place,2026-02-02,Beverage,Coffee Classics,MENU0004,Americano - Medium,3,628.34
SALE_20260202_OUT001_MENU0005,ABNAH Cafe Connaught Place,2026-02-02,Beverage,Coffee Classics,MENU0005,Americano - Large,4,941.75
SALE_20260202_OUT001_MENU0006,ABNAH Cafe Connaught Place,2026-02-02,Beverage,Coffee Classics,MENU0006,Latte - Regular,2,447.32
SALE_20260202_OUT001_MENU0007,ABNAH Cafe Connaught Place,2026-02-02,Beverage,Coffee Classics,MENU0007,Latte - Medium,3,729.53
SALE_20260202_OUT001_MENU0009,ABNAH Cafe Connaught Place,2026-02-02,Beverage,Coffee Classics,MENU0009,Cappuccino - Regular,5,1133.05
SALE_20260202_OUT001_MENU0010,ABNAH Cafe Connaught Place,2026-02-02,Beverage,Coffee Classics,MENU0010,Cappuccino - Medium,4,1008.47
SALE_20260202_OUT001_MENU0011,ABNAH Cafe Connaught Place,2026-02-02,Beverage,Coffee Classics,MENU0011,Cappuccino - Large,2,550.65
