row_id,outlet_name,date,super_category,category,item_number,item_name,qty,net_sale
SALE_20260201_OUT002_MENU0003,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0003,Americano - Regular,4,732.92
SALE_20260201_OUT002_MENU0004,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0004,Americano - Medium,1,207.34
SALE_20260201_OUT002_MENU0005,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0005,Americano - Large,3,690.85
SALE_20260201_OUT002_MENU0006,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0006,Latte - Regular,3,685.02
SALE_20260201_OUT002_MENU0007,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0007,Latte - Medium,2,476.47
SALE_20260201_OUT002_MENU0008,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0008,Latte - Large,1,271.22
SALE_20260201_OUT002_MENU0009,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0009,Cappuccino - Regular,1,218.73
SALE_20260201_OUT002_MENU0010,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0010,Cappuccino - Medium,2,481.79
SALE_20260201_OUT002_MENU0011,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0011,Cappuccino - Large,2,533.74
SALE_20260201_OUT002_MENU0012,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0012,Flat White - Regular,2,448.19
SALE_20260201_OUT002_MENU0013,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0013,Flat White - Medium,1,247.79
SALE_20260201_OUT002_MENU0014,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0014,Flat White - Large,1,286.57
SALE_20260201_OUT002_MENU0015,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0015,Mocha - Regular,3,731.71
SALE_20260201_OUT002_MENU0017,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Coffee Classics,MENU0017,Mocha - Large,2,557.7
SALE_20260201_OUT002_MENU0018,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Signature Coffee,MENU0018,Sea Salt Mocha - Regular,1,278.94
SALE_20260201_OUT002_MENU0022,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Signature Coffee,MENU0022,Orange Zest Mocha - Medium,1,293.31
SALE_20260201_OUT002_MENU0023,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Signature Coffee,MENU0023,Orange Zest Mocha - Large,1,316.41
SALE_20260201_OUT002_MENU0027,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Signature Coffee,MENU0027,French Vanilla Latte - Regular,1,270.28
SALE_20260201_OUT002_MENU0029,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Signature Coffee,MENU0029,French Vanilla Latte - Large,1,323.83
SALE_20260201_OUT002_MENU0030,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Signature Coffee,MENU0030,Vegan Iced Latte - Regular,1,284.37
SALE_20260201_OUT002_MENU0033,ABNAH Cafe Hauz Khas,2026-02-01,Beverage,Cold Brew,MENU0033,Classic Cold Brew - Regular,1,220.79
