row_id,outlet_name,date,super_category,category,item_number,item_name,qty,net_sale
SALE_20260301_OUT001_MENU0003,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0003,Americano - Regular,1,174.68
SALE_20260301_OUT001_MENU0004,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0004,Americano - Medium,3,629.7
SALE_20260301_OUT001_MENU0006,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0006,Latte - Regular,1,217.15
SALE_20260301_OUT001_MENU0007,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0007,Latte - Medium,1,239.88
SALE_20260301_OUT001_MENU0008,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0008,Latte - Large,2,548.94
SALE_20260301_OUT001_MENU0009,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0009,Cappuccino - Regular,3,677.01
SALE_20260301_OUT001_MENU0011,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0011,Cappuccino - Large,1,277.06
SALE_20260301_OUT001_MENU0013,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0013,Flat White - Medium,2,517.58
SALE_20260301_OUT001_MENU0014,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0014,Flat White - Large,1,286.42
SALE_20260301_OUT001_MENU0015,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0015,Mocha - Regular,1,234.97
SALE_20260301_OUT001_MENU0016,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0016,Mocha - Medium,3,781.27
SALE_20260301_OUT001_MENU0017,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Coffee Classics,MENU0017,Mocha - Large,1,287.75
SALE_20260301_OUT001_MENU0019,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Signature Coffee,MENU0019,Sea Salt Mocha - Medium,1,306.79
SALE_20260301_OUT001_MENU0023,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Signature Coffee,MENU0023,Orange Zest Mocha - Large,1,330.7
SALE_20260301_OUT001_MENU0024,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Signature Coffee,MENU0024,Caramel Macchiato - Regular,1,250.28
SALE_20260301_OUT001_MENU0025,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Signature Coffee,MENU0025,Caramel Macchiato - Medium,2,561.75
SALE_20260301_OUT001_MENU0028,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Signature Coffee,MENU0028,French Vanilla Latte - Medium,1,300.33
SALE_20260301_OUT001_MENU0029,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Signature Coffee,MENU0029,French Vanilla Latte - Large,2,614.83
SALE_20260301_OUT001_MENU0030,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Signature Coffee,MENU0030,Vegan Iced Latte - Regular,1,285.86
SALE_20260301_OUT001_MENU0031,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Signature Coffee,MENU0031,Vegan Iced Latte - Medium,1,309.62
SALE_20260301_OUT001_MENU0034,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Cold Brew,MENU0034,Classic Cold Brew - Medium,1,252.19
SALE_20260301_OUT001_MENU0036,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Cold Brew,MENU0036,Coffee Lemonade - Regular,1,223.5
SALE_20260301_OUT001_MENU0037,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Cold Brew,MENU0037,Coffee Lemonade - Medium,2,517.77
SALE_20260301_OUT001_MENU0039,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Cold Brew,MENU0039,Vietnamese Shakerato - Regular,1,249.27
SALE_20260301_OUT001_MENU0042,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Cold Coffee,MENU0042,Classic Cold Coffee - Regular,1,251.1
SALE_20260301_OUT001_MENU0043,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Cold Coffee,MENU0043,Classic Cold Coffee - Medium,1,280.08
SALE_20260301_OUT001_MENU0046,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Cold Coffee,MENU0046,Mocha Cold Coffee - Medium,1,322.89
SALE_20260301_OUT001_MENU0054,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Tea,MENU0054,Himalayan Green Tea,1,200.34
SALE_20260301_OUT001_MENU0058,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Iced Tea,MENU0058,Lemon Iced Tea - Regular,1,206.28
SALE_20260301_OUT001_MENU0065,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Kids Beverage,MENU0065,Hot Chocolate - Medium,1,237.73
SALE_20260301_OUT001_MENU0069,ABNAH Cafe Connaught Place,2026-03-01,Beverage,Shake,MENU0069,Choco Chip Shake - Medium,1,321.84
