row_id,deployment,date,generation_date,generation_time,item_code,item_name,super_category_code,super_category_name,category_code,category_name,unit_name,average_price,store_stock_qty,total_qty,total_amt
INV_20260201_OUT001_ING001,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING001,Coffee Beans,SUP001,Raw Material,CAT001,Coffee Inputs,kg,1015.16,0.3612,0.3612,366.68
INV_20260201_OUT001_ING002,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,71.09,273.3805,273.3805,19434.62
INV_20260201_OUT001_ING003,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,185.03,110.5988,110.5988,20464.1
INV_20260201_OUT001_ING004,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,206.4,95.0069,95.0069,19609.42
INV_20260201_OUT001_ING005,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,351.1,54.4193,54.4193,19106.62
INV_20260201_OUT001_ING006,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,495.72,16.7858,16.7858,8321.06
INV_20260201_OUT001_ING007,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,329.93,194.5414,194.5414,64185.04
INV_20260201_OUT001_ING008,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,7.13,1410.3522,1410.3522,10055.81
INV_20260201_OUT001_ING009,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING009,Bread,SUP001,Raw Material,CAT005,Bakery,pcs,12.16,1432.0384,1432.0384,17413.59
INV_20260201_OUT001_ING010,ABNAH Cafe Connaught Place,2026-02-01,2026-02-01,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,27.51,763.8277,763.8277,21012.9
