row_id,deployment,date,generation_date,generation_time,item_code,item_name,super_category_code,super_category_name,category_code,category_name,unit_name,average_price,store_stock_qty,total_qty,total_amt
INV_20260201_OUT003_ING001,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING001,Coffee Beans,,Raw Material,CAT001,Coffee Inputs,kg,985.12,1.1612,1.1612,1143.92
INV_20260201_OUT003_ING002,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING002,Milk,SUP001,Raw Material,,Dairy,litre,70.29,7.5118,7.5118,528.0
INV_20260201_OUT003_ING003,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,187.71,30.8332,30.8332,5787.7
INV_20260201_OUT003_ING004,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,207.69,106.9756,106.9756,22217.76
INV_20260201_OUT003_ING005,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,370.37,86.4015,86.4015,32000.52
INV_20260201_OUT003_ING006,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,482.01,100.204,100.204,48299.33
INV_20260201_OUT003_ING007,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,342.7,77.082,77.082,26416.0
INV_20260201_OUT003_ING008,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,6.8,562.1549,562.1549,3822.65
INV_20260201_OUT003_ING009,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING009,Bread,SUP001,Raw Material,,Bakery,pcs,12.41,711.8197,711.8197,8833.68
INV_20260201_OUT003_ING010,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,27.41,367.6509,367.6509,10077.31
INV_20260201_OUT003_ING011,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING011,Tortilla,SUP001,Raw Material,CAT005,Bakery,pcs,15.31,694.6175,694.6175,10634.59
INV_20260201_OUT003_ING012,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,23:55:00,ING012,Croissant Base,SUP001,Raw Material,CAT005,Bakery,pcs,41.93,759.8574,759.8574,31860.82
