Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Sub Total,Source
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING001,ING001,Coffee Beans,Coffee Inputs,Raw Material,,6.8135,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING002,ING002,Milk,Dairy,Raw Material,,10.0379,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING003,ING003,Oat Milk,Dairy Alternative,Raw Material,,17.3195,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING004,ING004,Cream,Dairy,Raw Material,,33.7453,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING005,ING005,Paneer,Dairy,Raw Material,,88.1513,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING006,ING006,Cheese,Dairy,Raw Material,,15.037,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING007,ING007,Chicken,Protein,Raw Material,,182.7042,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING008,ING008,Egg,Protein,Raw Material,,657.292,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING009,ING009,Bread,Bakery,Raw Material,,1162.032,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING010,ING010,Bagel,Bakery,Raw Material,,676.056,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING011,ING011,Tortilla,Bakery,Raw Material,,1492.065,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING012,ING012,Croissant Base,Bakery,Raw Material,,587.11,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING013,ING013,Brownie Base,Dessert Inputs,Raw Material,,163.679,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING014,ING014,Cake Base,Dessert Inputs,Raw Material,,191.383,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING015,ING015,Cheesecake Base,Dessert Inputs,Raw Material,,60.534,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING016,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,,72.9135,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING017,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,,19.4036,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING018,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,,73.466,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING019,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,,49.35,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING020,ING020,Tea Leaves,Tea Inputs,Raw Material,,12.7627,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING021,ING021,Matcha Powder,Tea Inputs,Raw Material,,22.618,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING022,ING022,Ice,Beverage Inputs,Raw Material,,986.5335,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING023,ING023,Lemon,Produce,Raw Material,,49.4892,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING024,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,,28.1315,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING025,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,,108.5661,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING026,ING026,Banana,Produce,Raw Material,,181.7283,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING027,ING027,Butter,Dairy,Raw Material,,26.3201,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING028,ING028,Lettuce,Produce,Raw Material,,14.4577,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING029,ING029,Onion,Produce,Raw Material,,43.672,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING030,ING030,Capsicum,Produce,Raw Material,,69.512,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING031,ING031,Tomato,Produce,Raw Material,,42.0315,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING032,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,,16.994,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING033,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,,67.3151,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-01,OPEN-OUT002-02-ING034,ING034,Salsa,Syrups & Sauces,Raw Material,,40.5281,kg,0,0,
