row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260201_00188,ABNAH Cafe Connaught Place,Main Store,ops.saket,FreshDairy Foods NCR,2026-02-01,GRN-20260201-00188,INV-260131-00188,2026-02-01,ING002,Milk,Dairy,Raw Material,56.8,litre,85.04,72.41,4112.89,41.13,5,203.59,203.59,25.0,4300.35,0.0,0.0,4300.35
ENT_20260202_00183,ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-02-02,GRN-20260202-00183,INV-260131-00183,2026-02-02,ING037,Hot Cup,Packaging,Consumable,1685.0,pcs,3.22,2.77,4667.45,46.67,18,831.74,831.74,0.0,5452.52,0.0,0.0,5452.52
ENT_20260202_00184,ABNAH Cafe Connaught Place,Main Store,ops.cp,PackPro Disposables,2026-02-02,GRN-20260202-00184,INV-260131-00184,2026-02-02,ING036,Cold Cup,Packaging,Consumable,1665.0,pcs,3.59,3.26,5427.9,54.28,18,967.25,967.25,25.0,6365.87,0.0,0.0,6365.87
ENT_20260202_00203,ABNAH Cafe Connaught Place,Main Store,ops.hk,Delhi Bakery Supply Co,2026-02-02,GRN-20260202-00203,INV-260201-00203,2026-02-02,ING010,Bagel,Bakery,Raw Material,140.0,pcs,31.52,28.56,3998.4,0.0,5,199.92,199.92,12.0,4210.32,0.0,0.0,4210.32
ENT_20260203_00181,ABNAH Cafe Connaught Place,Main Store,store.manager,GreenLeaf Produce Delhi,2026-02-03,GRN-20260203-00181,INV-260131-00181,2026-02-03,ING029,Onion,Produce,Raw Material,39.36,kg,48.67,44.05,1733.81,0.0,5,86.69,86.69,0.0,1820.5,0.0,0.0,1820.5
ENT_20260203_00182,ABNAH Cafe Connaught Place,Main Store,ops.cp,FreshDairy Foods NCR,2026-02-03,GRN-20260203-00182,INV-260131-00182,2026-02-03,ING027,Butter,Dairy,Raw Material,21.58,kg,594.59,510.82,11023.5,165.35,12,1302.98,1302.98,25.0,12186.13,0.0,0.0,12186.13
ENT_20260203_00185,ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-02-03,GRN-20260203-00185,INV-260131-00185,2026-02-03,ING043,Wrap Packaging,Packaging,Consumable,385.0,pcs,6.43,5.7,2194.5,0.0,18,395.01,395.01,12.0,2601.51,0.0,0.0,2601.51
ENT_20260203_00186,ABNAH Cafe Connaught Place,Main Store,ops.hk,SpiceRoot Foods,2026-02-03,GRN-20260203-00186,INV-260131-00186,2026-02-03,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,18.68,kg,316.19,285.24,5328.28,0.0,18,959.09,959.09,0.0,6287.37,0.0,0.0,6287.37
ENT_20260203_00187,ABNAH Cafe Connaught Place,Main Store,ops.cp,ChocoCraft Ingredients,2026-02-03,GRN-20260203-00187,INV-260131-00187,2026-02-03,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,26.88,litre,282.9,252.9,6797.95,0.0,18,1223.63,1223.63,25.0,8046.58,0.0,0.0,8046.58
ENT_20260203_00204,ABNAH Cafe Connaught Place,Main Store,ops.cp,PackPro Disposables,2026-02-03,GRN-20260203-00204,INV-260201-00204,2026-02-03,ING039,Straw,Packaging,Consumable,1140.0,pcs,0.66,0.57,649.8,0.0,18,116.96,116.96,25.0,791.76,0.0,0.0,791.76
ENT_20260203_00205,ABNAH Cafe Connaught Place,Main Store,inventory.lead,GreenLeaf Produce Delhi,2026-02-03,GRN-20260203-00205,INV-260201-00205,2026-02-03,ING030,Capsicum,Produce,Raw Material,47.56,kg,97.22,87.46,4159.6,0.0,5,207.98,207.98,18.0,4385.58,0.0,0.0,4385.58
