row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260201_00195,ABNAH Cafe Saket Premium,Main Store,ops.cp,PackPro Disposables,2026-02-01,GRN-20260201-00195,INV-260131-00195,2026-02-01,ING041,Dessert Box,Packaging,Consumable,290.0,pcs,5.97,5.34,1548.6,0.0,18,278.75,278.75,25.0,1852.35,0.0,0.0,1852.35
ENT_20260201_00201,ABNAH Cafe Saket Premium,Main Store,ops.saket,PackPro Disposables,2026-02-01,GRN-20260201-00201,INV-260131-00201,2026-02-01,ING039,Straw,Packaging,Consumable,441.15,pcs,0.63,0.55,242.63,0.0,18,43.67,43.67,0.0,286.3,0.0,0.0,286.3
ENT_20260202_00197,ABNAH Cafe Saket Premium,Main Store,ops.hk,PackPro Disposables,2026-02-02,GRN-20260202-00197,INV-260131-00197,2026-02-02,ING042,Sandwich Box,Packaging,Consumable,426.11,pcs,7.45,6.68,2846.41,28.46,18,507.23,507.23,0.0,3325.18,0.0,0.0,3325.18
ENT_20260202_00199,ABNAH Cafe Saket Premium,Main Store,inventory.lead,NorthStar Poultry,2026-02-02,GRN-20260202-00199,INV-260131-00199,2026-02-02,ING008,Egg,Protein,Raw Material,290.0,pcs,8.32,7.22,2093.8,0.0,5,104.69,104.69,25.0,2223.49,0.0,0.0,2223.49
ENT_20260202_00200,ABNAH Cafe Saket Premium,Main Store,ops.cp,SweetBase Foods,2026-02-02,GRN-20260202-00200,INV-260131-00200,2026-02-02,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,22.82,litre,276.74,245.45,5601.17,0.0,18,1008.21,1008.21,0.0,6609.38,0.0,0.0,6609.38
ENT_20260202_00217,ABNAH Cafe Saket Premium,Main Store,store.manager,SweetBase Foods,2026-02-02,GRN-20260202-00217,INV-260201-00217,2026-02-02,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,12.97,litre,444.16,385.84,5004.34,0.0,5,250.22,250.22,0.0,5254.56,0.0,0.0,5254.56
ENT_20260202_00218,ABNAH Cafe Saket Premium,Main Store,ops.hk,Delhi Bakery Supply Co,2026-02-02,GRN-20260202-00218,INV-260201-00218,2026-02-02,ING009,Bread,Bakery,Raw Material,600.0,pcs,13.99,12.54,7524.0,112.86,5,370.56,370.56,0.0,7781.7,0.0,0.0,7781.7
ENT_20260203_00196,ABNAH Cafe Saket Premium,Main Store,store.manager,NorthStar Poultry,2026-02-03,GRN-20260203-00196,INV-260131-00196,2026-02-03,ING007,Chicken,Protein,Raw Material,50.66,kg,374.55,335.48,16995.42,0.0,5,849.77,849.77,18.0,17863.19,0.0,0.0,17863.19
ENT_20260203_00198,ABNAH Cafe Saket Premium,Main Store,store.manager,SpiceRoot Foods,2026-02-03,GRN-20260203-00198,INV-260131-00198,2026-02-03,ING034,Salsa,Syrups & Sauces,Raw Material,29.6,kg,207.28,188.57,5581.67,0.0,18,1004.7,1004.7,12.0,6598.37,0.0,0.0,6598.37
ENT_20260203_00220,ABNAH Cafe Saket Premium,Main Store,inventory.lead,TeaLeaf Traders NCR,2026-02-03,GRN-20260203-00220,INV-260201-00220,2026-02-03,ING020,Tea Leaves,Tea Inputs,Raw Material,19.95,kg,687.37,625.29,12474.54,0.0,5,623.73,623.73,0.0,13098.27,0.0,0.0,13098.27
ENT_20260204_00219,ABNAH Cafe Saket Premium,Main Store,ops.hk,SpiceRoot Foods,2026-02-04,GRN-20260204-00219,INV-260201-00219,2026-02-04,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,30.43,kg,372.89,343.89,10464.57,0.0,18,1883.62,1883.62,0.0,12348.19,0.0,0.0,12348.19
