row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260201_00190,ABNAH Cafe Hauz Khas,Main Store,store.manager,FreshDairy Foods NCR,2026-02-01,GRN-20260201-00190,INV-260131-00190,2026-02-01,ING004,Cream,Dairy,Raw Material,29.66,litre,243.93,211.06,6260.04,0.0,5,313.0,313.0,18.0,6591.04,0.0,0.0,6591.04
ENT_20260201_00191,ABNAH Cafe Hauz Khas,Main Store,ops.saket,FreshDairy Foods NCR,2026-02-01,GRN-20260201-00191,INV-260131-00191,2026-02-01,ING002,Milk,Dairy,Raw Material,112.52,litre,82.12,72.82,8193.71,122.91,5,403.54,403.54,12.0,8486.34,0.0,0.0,8486.34
ENT_20260201_00192,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,GreenLeaf Produce Delhi,2026-02-01,GRN-20260201-00192,INV-260131-00192,2026-02-01,ING030,Capsicum,Produce,Raw Material,34.42,kg,101.68,87.86,3024.14,30.24,5,149.69,149.69,0.0,3143.59,0.0,0.0,3143.59
ENT_20260201_00193,ABNAH Cafe Hauz Khas,Main Store,ops.hk,BeanCraft Roasters Delhi,2026-02-01,GRN-20260201-00193,INV-260131-00193,2026-02-01,ING001,Coffee Beans,Coffee Inputs,Raw Material,11.64,kg,1182.66,1029.77,11986.52,0.0,5,599.33,599.33,0.0,12585.85,0.0,0.0,12585.85
ENT_20260201_00194,ABNAH Cafe Hauz Khas,Main Store,ops.hk,FreshDairy Foods NCR,2026-02-01,GRN-20260201-00194,INV-260131-00194,2026-02-01,ING005,Paneer,Dairy,Raw Material,18.39,kg,405.96,369.15,6788.67,0.0,5,339.43,339.43,25.0,7153.1,0.0,0.0,7153.1
ENT_20260202_00189,ABNAH Cafe Hauz Khas,Main Store,ops.cp,SweetBase Foods,2026-02-02,GRN-20260202-00189,INV-260131-00189,2026-02-02,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,31.13,litre,257.56,237.29,7386.84,73.87,18,1316.33,1316.33,18.0,8647.3,0.0,0.0,8647.3
ENT_20260202_00209,ABNAH Cafe Hauz Khas,Main Store,ops.hk,Delhi Bakery Supply Co,2026-02-02,GRN-20260202-00209,INV-260201-00209,2026-02-02,ING010,Bagel,Bakery,Raw Material,145.0,pcs,32.72,27.98,4057.1,0.0,5,202.85,202.85,12.0,4271.95,0.0,0.0,4271.95
ENT_20260202_00210,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-02-02,GRN-20260202-00210,INV-260201-00210,2026-02-02,ING042,Sandwich Box,Packaging,Consumable,340.0,pcs,7.39,6.47,2199.8,33.0,18,390.02,390.02,0.0,2556.82,0.0,0.0,2556.82
ENT_20260202_00216,ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-02-02,GRN-20260202-00216,INV-260201-00216,2026-02-02,ING043,Wrap Packaging,Packaging,Consumable,660.0,pcs,6.94,6.14,4052.4,0.0,18,729.43,729.43,0.0,4781.83,0.0,0.0,4781.83
ENT_20260203_00212,ABNAH Cafe Hauz Khas,Main Store,ops.cp,SweetBase Foods,2026-02-03,GRN-20260203-00212,INV-260201-00212,2026-02-03,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,10.8,litre,474.37,412.66,4456.73,0.0,5,222.84,222.84,25.0,4704.57,0.0,0.0,4704.57
