Item Code,Item Name,Company,Deployment,Date,Invoice Date,PO Date,Po Number,Transaction Number,Vendor Code,Vendor Name,Invoice Number,Batch Number,Category Code,Category Name,Super Category Code,Super Category Name,PO Qty,PO Unit,PO Unit Price,PO Amount,PO Comment,Purchase Quantity,Purchase Unit,Purchase Unit Price,Purchase Amount,Discount,CGST Tax,SGST Tax,IGST Tax,Other Taxes,Total
ING007,Chicken,,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260201-00176,VEND007,NorthStar Poultry,INV-2602-00176,,CAT-PRO,Protein,SUP-RAW,Raw Material,45.92,kg,342.28,15717.5,,45.92,kg,342.28,15717.5,0.0,392.94,392.94,0,0,16503.38
ING007,Chicken,,ABNAH Cafe Saket Premium,2026-02-05,2026-02-05,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260205-00195,VEND007,NorthStar Poultry,INV-2602-00195,,CAT-PRO,Protein,SUP-RAW,Raw Material,50.66,kg,330.19,16727.43,,50.66,kg,330.19,16727.43,0.0,418.19,418.18,0,0,17563.8
ING008,Egg,,ABNAH Cafe Saket Premium,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260203-00196,VEND007,NorthStar Poultry,INV-2602-00196,,CAT-PRO,Protein,SUP-RAW,Raw Material,290.0,pcs,7.09,2056.1,,290.0,pcs,7.09,2056.1,0.0,51.41,51.4,0,0,2158.91
ING018,Vanilla Syrup,,ABNAH Cafe Saket Premium,2026-02-05,2026-02-05,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260205-00197,VEND012,SweetBase Foods,INV-2602-00197,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,22.82,litre,248.23,5607.96,,22.82,litre,248.23,5664.61,0.0,509.81,509.82,0,0,6684.24
ING034,Salsa,,ABNAH Cafe Saket Premium,2026-02-04,2026-02-04,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260204-00198,VEND006,SpiceRoot Foods,INV-2602-00198,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,29.6,kg,187.35,5545.56,,29.6,kg,187.35,5545.56,0.0,499.1,499.1,0,0,6543.76
ING039,Straw,,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260201-00199,VEND004,PackPro Disposables,INV-2602-00199,,CAT-PAC,Packaging,SUP-CON,Consumable,715.0,pcs,0.54,386.1,,441.15,pcs,0.54,238.22,0.0,21.44,21.44,0,0,281.1
ING041,Dessert Box,,ABNAH Cafe Saket Premium,2026-02-01,2026-02-01,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260201-00200,VEND004,PackPro Disposables,INV-2602-00200,,CAT-PAC,Packaging,SUP-CON,Consumable,290.0,pcs,5.29,1534.1,,290.0,pcs,5.29,1534.1,0.0,138.07,138.07,0,0,1810.24
ING042,Sandwich Box,,ABNAH Cafe Saket Premium,2026-02-03,2026-02-03,2026-01-31,PO-20260131-OUT003-0033,GRN-OUT003-260203-00201,VEND004,PackPro Disposables,INV-2602-00201,,CAT-PAC,Packaging,SUP-CON,Consumable,600.0,pcs,6.56,3936.0,,426.11,pcs,6.56,2795.28,0.0,251.57,251.58,0,0,3298.43
ING009,Bread,,ABNAH Cafe Saket Premium,2026-02-03,2026-02-03,2026-02-01,PO-20260201-OUT003-0036,GRN-OUT003-260203-00217,VEND003,Delhi Bakery Supply Co,INV-2602-00217,,CAT-BAK,Bakery,SUP-RAW,Raw Material,600.0,pcs,12.74,7644.0,,600.0,pcs,12.74,7644.0,0.0,191.1,191.1,0,0,8026.2
ING020,Tea Leaves,,ABNAH Cafe Saket Premium,2026-02-02,2026-02-02,2026-02-01,PO-20260201-OUT003-0036,GRN-OUT003-260202-00218,VEND011,TeaLeaf Traders NCR,INV-2602-00218,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,19.95,kg,639.58,12759.62,,19.95,kg,639.58,12759.62,0.0,318.99,318.99,0,0,13397.6
ING024,Hibiscus Concentrate,,ABNAH Cafe Saket Premium,2026-02-04,2026-02-04,2026-02-01,PO-20260201-OUT003-0036,GRN-OUT003-260204-00219,VEND012,SweetBase Foods,INV-2602-00219,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,12.97,litre,390.92,5070.23,,12.97,litre,390.92,5070.23,0.0,456.32,456.32,0,0,5982.87
ING032,Pesto Sauce,,ABNAH Cafe Saket Premium,2026-02-03,2026-02-03,2026-02-01,PO-20260201-OUT003-0036,GRN-OUT003-260203-00220,VEND006,SpiceRoot Foods,INV-2602-00220,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,30.43,kg,352.48,10725.97,,30.43,kg,352.48,10725.97,0.0,965.34,965.33,0,0,12656.64
ING004,Cream,,ABNAH Cafe Saket Premium,2026-02-05,2026-02-05,2026-02-04,PO-20260204-OUT003-0039,GRN-OUT003-260205-00234,VEND002,FreshDairy Foods NCR,INV-2602-00234,,CAT-DAI,Dairy,SUP-RAW,Raw Material,26.78,litre,215.59,5773.5,,26.78,litre,215.59,5773.5,0.0,144.34,144.34,0,0,6062.18
ING007,Chicken,,ABNAH Cafe Saket Premium,2026-02-05,2026-02-05,2026-02-04,PO-20260204-OUT003-0039,GRN-OUT003-260205-00235,VEND007,NorthStar Poultry,INV-2602-00235,,CAT-PRO,Protein,SUP-RAW,Raw Material,58.31,kg,348.37,20313.45,,58.31,kg,348.37,20313.45,0.0,507.83,507.84,0,0,21329.12
ING009,Bread,,ABNAH Cafe Saket Premium,2026-02-07,2026-02-07,2026-02-04,PO-20260204-OUT003-0039,GRN-OUT003-260207-00236,VEND003,Delhi Bakery Supply Co,INV-2602-00236,,CAT-BAK,Bakery,SUP-RAW,Raw Material,265.0,pcs,12.22,3238.3,,265.0,pcs,12.22,3238.3,0.0,80.95,80.96,0,0,3400.21
ING015,Cheesecake Base,,ABNAH Cafe Saket Premium,2026-02-05,2026-02-05,2026-02-04,PO-20260204-OUT003-0039,GRN-OUT003-260205-00237,VEND003,Delhi Bakery Supply Co,INV-2602-00237,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,75.0,pcs,76.72,5754.0,,75.0,pcs,76.72,5754.0,0.0,517.86,517.86,0,0,6789.72
ING026,Banana,,ABNAH Cafe Saket Premium,2026-02-08,2026-02-08,2026-02-04,PO-20260204-OUT003-0039,GRN-OUT003-260208-00238,VEND005,GreenLeaf Produce Delhi,INV-2602-00238,,CAT-PRO,Produce,SUP-RAW,Raw Material,43.74,kg,69.22,3027.68,,43.74,kg,69.22,3027.68,0.0,75.69,75.69,0,0,3179.06
ING036,Cold Cup,,ABNAH Cafe Saket Premium,2026-02-05,2026-02-05,2026-02-04,PO-20260204-OUT003-0039,GRN-OUT003-260205-00239,VEND004,PackPro Disposables,INV-2602-00239,,CAT-PAC,Packaging,SUP-CON,Consumable,1895.0,pcs,3.4,6443.0,,1895.0,pcs,3.4,6443.0,0.0,579.87,579.87,0,0,7602.74
ING039,Straw,,ABNAH Cafe Saket Premium,2026-02-05,2026-02-05,2026-02-04,PO-20260204-OUT003-0039,GRN-OUT003-260205-00240,VEND004,PackPro Disposables,INV-2602-00240,,CAT-PAC,Packaging,SUP-CON,Consumable,1280.0,pcs,0.56,716.8,,1280.0,pcs,0.56,716.8,0.0,64.51,64.51,0,0,845.82
