Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,6.8135,kg,1005.92,6853.84,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,10.0379,litre,71.95,722.23,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,17.3195,litre,185.0,3204.11,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,33.7453,litre,215.36,7267.39,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,88.1513,kg,362.26,31933.69,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,15.037,kg,0.0,0.0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,182.7042,kg,327.71,59873.99,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,657.292,pcs,7.1,4666.77,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,1162.032,pcs,11.84,13758.46,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,676.056,pcs,27.8,18794.36,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,1492.065,pcs,15.47,23082.25,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,587.11,pcs,42.5,24952.17,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,163.679,pcs,34.0,5565.09,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,191.383,pcs,45.71,8748.12,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,60.534,pcs,72.0,4358.45,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,72.9135,litre,262.64,19150.0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,19.4036,litre,250.0,4850.9,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,73.466,litre,241.71,17757.47,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,49.35,litre,89.48,4415.84,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,12.7627,kg,620.0,7912.87,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,22.618,kg,2085.57,47171.42,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,986.5335,kg,12.14,11976.52,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING023,ING023,Lemon,,Produce,Raw Material,Month-end physical stock take,49.4892,kg,105.67,5229.52,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING024,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,Month-end physical stock take,28.1315,litre,405.03,11394.1,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING025,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,Month-end physical stock take,108.5661,kg,417.53,45329.6,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING026,ING026,Banana,,Produce,Raw Material,Month-end physical stock take,181.7283,kg,71.94,13073.53,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING027,ING027,Butter,,Dairy,Raw Material,Month-end physical stock take,26.3201,kg,537.38,14143.9,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING028,ING028,Lettuce,,Produce,Raw Material,Month-end physical stock take,14.4577,kg,95.0,1373.48,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING029,ING029,Onion,,Produce,Raw Material,Month-end physical stock take,43.672,kg,42.0,1834.22,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING030,ING030,Capsicum,,Produce,Raw Material,Month-end physical stock take,69.512,kg,84.33,5861.95,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING031,ING031,Tomato,,Produce,Raw Material,Month-end physical stock take,42.0315,kg,54.0,2269.7,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-31,PHY-OUT002-01-ING032,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,16.994,kg,340.0,5777.96,
