Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,0.6035,kg,956.95,577.52,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,288.8924,litre,73.97,21369.37,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,96.8686,litre,182.7,17697.89,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,84.3683,litre,215.11,18148.47,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,40.9915,kg,369.94,15164.4,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,15.4808,kg,480.0,7430.78,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,161.3648,kg,329.06,53098.7,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,1003.412,pcs,7.06,7084.09,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,978.22,pcs,11.86,11601.69,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,666.99,pcs,28.46,18982.54,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,667.096,pcs,15.24,10166.54,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,37.818,pcs,0.0,0.0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,640.836,pcs,33.56,21506.46,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,324.5111,pcs,46.49,15086.52,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,316.622,pcs,70.96,22467.5,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,13.7673,litre,254.25,3500.34,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,100.4079,litre,243.9,24489.49,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,21.4272,litre,240.0,5142.53,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,42.0548,litre,89.51,3764.33,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,25.2787,kg,615.77,15565.87,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,13.288,kg,2158.58,28683.21,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,217.3175,kg,12.0,2607.81,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING023,ING023,Lemon,,Produce,Raw Material,Month-end physical stock take,71.6012,kg,116.37,8332.23,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING024,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,Month-end physical stock take,46.8809,litre,391.4,18349.18,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING025,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,Month-end physical stock take,18.7977,kg,420.0,7895.03,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING026,ING026,Banana,,Produce,Raw Material,Month-end physical stock take,42.069,kg,72.0,3028.97,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING027,ING027,Butter,,Dairy,Raw Material,Month-end physical stock take,42.2055,kg,525.55,22181.1,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING028,ING028,Lettuce,,Produce,Raw Material,Month-end physical stock take,14.9599,kg,95.0,1421.19,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING029,ING029,Onion,,Produce,Raw Material,Month-end physical stock take,260.7343,kg,41.9,10924.77,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING030,ING030,Capsicum,,Produce,Raw Material,Month-end physical stock take,57.8796,kg,85.17,4929.61,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING031,ING031,Tomato,,Produce,Raw Material,Month-end physical stock take,140.5751,kg,54.97,7727.41,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING032,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,32.5732,kg,341.63,11127.98,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING033,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,15.6122,kg,280.19,4374.38,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING034,ING034,Salsa,,Syrups & Sauces,Raw Material,Month-end physical stock take,36.0619,kg,187.86,6774.59,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING035,ING035,Aioli,,Syrups & Sauces,Raw Material,Month-end physical stock take,17.3959,kg,310.0,5392.73,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING036,ING036,Cold Cup,,Packaging,Consumable,Month-end physical stock take,5027.714,pcs,3.18,15988.13,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING037,ING037,Hot Cup,,Packaging,Consumable,Month-end physical stock take,2551.6,pcs,2.88,7348.61,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING038,ING038,Lid,,Packaging,Consumable,Month-end physical stock take,67.756,pcs,1.1,74.53,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING039,ING039,Straw,,Packaging,Consumable,Month-end physical stock take,1654.676,pcs,0.55,910.07,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING040,ING040,Napkin,,Packaging,Consumable,Month-end physical stock take,2530.193,pcs,0.33,834.96,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING041,ING041,Dessert Box,,Packaging,Consumable,Month-end physical stock take,1880.809,pcs,5.17,9723.78,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING042,ING042,Sandwich Box,,Packaging,Consumable,Month-end physical stock take,626.38,pcs,6.73,4215.54,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-31,PHY-OUT001-01-ING043,ING043,Wrap Packaging,,Packaging,Consumable,Month-end physical stock take,1024.304,pcs,5.89,6033.15,
