Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,1.3676,kg,980.0,1340.25,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,52.5999,litre,72.86,3832.43,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,7.629,litre,185.0,1411.37,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,84.6619,litre,210.37,17810.32,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,58.214,kg,360.28,20973.34,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,87.4409,kg,485.59,42460.43,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,22.6677,kg,335.94,7614.99,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,262.512,pcs,7.09,1861.21,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,93.26,pcs,12.0,1119.12,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,108.87,pcs,28.0,3048.36,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,524.893,pcs,14.44,7579.45,
