Type,Item Code,Item Name,Parent Item Quantity,Parent Price Per Unit,Parent Subtotal,Consumed Quantity,Unit,Price Per Unit,Subtotal,Consumption Source
Menu Item,MENU0001,Espresso Shot - Solo,,,,0.0384,kg,980.0,37.63,Recipe:ING001
Menu Item,MENU0001,Espresso Shot - Solo,,,,4.0,pcs,2.8,11.2,Recipe:ING037
Menu Item,MENU0001,Espresso Shot - Solo,,,,4.0,pcs,1.1,4.4,Recipe:ING038
Menu Item,MENU0001,Espresso Shot - Solo,,,,4.0,pcs,0.32,1.28,Recipe:ING040
Menu Item,MENU0002,Espresso Shot - Doppio,,,,0.0522,kg,980.0,51.16,Recipe:ING001
Menu Item,MENU0002,Espresso Shot - Doppio,,,,3.0,pcs,2.8,8.4,Recipe:ING037
Menu Item,MENU0002,Espresso Shot - Doppio,,,,3.0,pcs,1.1,3.3,Recipe:ING038
Menu Item,MENU0002,Espresso Shot - Doppio,,,,3.0,pcs,0.32,0.96,Recipe:ING040
Menu Item,MENU0003,Americano - Regular,,,,1.53,kg,980.0,1499.4,Recipe:ING001
Menu Item,MENU0003,Americano - Regular,,,,85.0,pcs,2.8,238.0,Recipe:ING037
Menu Item,MENU0003,Americano - Regular,,,,85.0,pcs,1.1,93.5,Recipe:ING038
Menu Item,MENU0003,Americano - Regular,,,,85.0,pcs,0.32,27.2,Recipe:ING040
Menu Item,MENU0003,Americano - Regular,,,,1.275,litre,90.0,114.75,Recipe:ING019
Menu Item,MENU0004,Americano - Medium,,,,1.4283,kg,980.0,1399.73,Recipe:ING001
Menu Item,MENU0004,Americano - Medium,,,,69.0,pcs,2.8,193.2,Recipe:ING037
Menu Item,MENU0004,Americano - Medium,,,,69.0,pcs,1.1,75.9,Recipe:ING038
Menu Item,MENU0004,Americano - Medium,,,,69.0,pcs,0.32,22.08,Recipe:ING040
Menu Item,MENU0004,Americano - Medium,,,,1.1868,litre,90.0,106.81,Recipe:ING019
Menu Item,MENU0005,Americano - Large,,,,1.287,kg,980.0,1261.26,Recipe:ING001
Menu Item,MENU0005,Americano - Large,,,,55.0,pcs,2.8,154.0,Recipe:ING037
Menu Item,MENU0005,Americano - Large,,,,55.0,pcs,1.1,60.5,Recipe:ING038
Menu Item,MENU0005,Americano - Large,,,,55.0,pcs,0.32,17.6,Recipe:ING040
Menu Item,MENU0005,Americano - Large,,,,1.0725,litre,90.0,96.53,Recipe:ING019
Menu Item,MENU0006,Latte - Regular,,,,1.17,kg,980.0,1146.6,Recipe:ING001
Menu Item,MENU0006,Latte - Regular,,,,65.0,pcs,2.8,182.0,Recipe:ING037
Menu Item,MENU0006,Latte - Regular,,,,65.0,pcs,1.1,71.5,Recipe:ING038
Menu Item,MENU0006,Latte - Regular,,,,11.7,litre,72.0,842.4,Recipe:ING002
Menu Item,MENU0006,Latte - Regular,,,,65.0,pcs,0.32,20.8,Recipe:ING040
Menu Item,MENU0006,Latte - Regular,,,,0.975,litre,90.0,87.75,Recipe:ING019
Menu Item,MENU0007,Latte - Medium,,,,1.3248,kg,980.0,1298.3,Recipe:ING001
Menu Item,MENU0007,Latte - Medium,,,,64.0,pcs,2.8,179.2,Recipe:ING037
Menu Item,MENU0007,Latte - Medium,,,,64.0,pcs,1.1,70.4,Recipe:ING038
Menu Item,MENU0007,Latte - Medium,,,,13.248,litre,72.0,953.86,Recipe:ING002
Menu Item,MENU0007,Latte - Medium,,,,64.0,pcs,0.32,20.48,Recipe:ING040
Menu Item,MENU0007,Latte - Medium,,,,1.1008,litre,90.0,99.07,Recipe:ING019
Menu Item,MENU0008,Latte - Large,,,,1.053,kg,980.0,1031.94,Recipe:ING001
Menu Item,MENU0008,Latte - Large,,,,45.0,pcs,2.8,126.0,Recipe:ING037
Menu Item,MENU0008,Latte - Large,,,,45.0,pcs,1.1,49.5,Recipe:ING038
Menu Item,MENU0008,Latte - Large,,,,10.53,litre,72.0,758.16,Recipe:ING002
Menu Item,MENU0008,Latte - Large,,,,45.0,pcs,0.32,14.4,Recipe:ING040
Menu Item,MENU0008,Latte - Large,,,,0.8775,litre,90.0,78.97,Recipe:ING019
Menu Item,MENU0009,Cappuccino - Regular,,,,1.17,kg,980.0,1146.6,Recipe:ING001
Menu Item,MENU0009,Cappuccino - Regular,,,,65.0,pcs,2.8,182.0,Recipe:ING037
Menu Item,MENU0009,Cappuccino - Regular,,,,65.0,pcs,1.1,71.5,Recipe:ING038
Menu Item,MENU0009,Cappuccino - Regular,,,,11.7,litre,72.0,842.4,Recipe:ING002
Menu Item,MENU0009,Cappuccino - Regular,,,,65.0,pcs,0.32,20.8,Recipe:ING040
Menu Item,MENU0009,Cappuccino - Regular,,,,0.975,litre,90.0,87.75,Recipe:ING019
Menu Item,MENU0010,Cappuccino - Medium,,,,1.5111,kg,980.0,1480.88,Recipe:ING001
Menu Item,MENU0010,Cappuccino - Medium,,,,73.0,pcs,2.8,204.4,Recipe:ING037
Menu Item,MENU0010,Cappuccino - Medium,,,,73.0,pcs,1.1,80.3,Recipe:ING038
Menu Item,MENU0010,Cappuccino - Medium,,,,15.111,litre,72.0,1087.99,Recipe:ING002
Menu Item,MENU0010,Cappuccino - Medium,,,,73.0,pcs,0.32,23.36,Recipe:ING040
Menu Item,MENU0010,Cappuccino - Medium,,,,1.2556,litre,90.0,113.0,Recipe:ING019
Menu Item,MENU0011,Cappuccino - Large,,,,0.9594,kg,980.0,940.21,Recipe:ING001
Menu Item,MENU0011,Cappuccino - Large,,,,41.0,pcs,2.8,114.8,Recipe:ING037
Menu Item,MENU0011,Cappuccino - Large,,,,41.0,pcs,1.1,45.1,Recipe:ING038
Menu Item,MENU0011,Cappuccino - Large,,,,9.594,litre,72.0,690.77,Recipe:ING002
Menu Item,MENU0011,Cappuccino - Large,,,,41.0,pcs,0.32,13.12,Recipe:ING040
Menu Item,MENU0011,Cappuccino - Large,,,,0.7995,litre,90.0,71.95,Recipe:ING019
Menu Item,MENU0012,Flat White - Regular,,,,1.062,kg,980.0,1040.76,Recipe:ING001
Menu Item,MENU0012,Flat White - Regular,,,,59.0,pcs,2.8,165.2,Recipe:ING037
Menu Item,MENU0012,Flat White - Regular,,,,59.0,pcs,1.1,64.9,Recipe:ING038
Menu Item,MENU0012,Flat White - Regular,,,,10.62,litre,72.0,764.64,Recipe:ING002
Menu Item,MENU0012,Flat White - Regular,,,,59.0,pcs,0.32,18.88,Recipe:ING040
Menu Item,MENU0012,Flat White - Regular,,,,0.885,litre,90.0,79.65,Recipe:ING019
Menu Item,MENU0013,Flat White - Medium,,,,1.3248,kg,980.0,1298.3,Recipe:ING001
Menu Item,MENU0013,Flat White - Medium,,,,64.0,pcs,2.8,179.2,Recipe:ING037
Menu Item,MENU0013,Flat White - Medium,,,,64.0,pcs,1.1,70.4,Recipe:ING038
Menu Item,MENU0013,Flat White - Medium,,,,13.248,litre,72.0,953.86,Recipe:ING002
Menu Item,MENU0013,Flat White - Medium,,,,64.0,pcs,0.32,20.48,Recipe:ING040
Menu Item,MENU0013,Flat White - Medium,,,,1.1008,litre,90.0,99.07,Recipe:ING019
Menu Item,MENU0014,Flat White - Large,,,,0.8892,kg,980.0,871.42,Recipe:ING001
Menu Item,MENU0014,Flat White - Large,,,,38.0,pcs,2.8,106.4,Recipe:ING037
Menu Item,MENU0014,Flat White - Large,,,,38.0,pcs,1.1,41.8,Recipe:ING038
Menu Item,MENU0014,Flat White - Large,,,,8.892,litre,72.0,640.22,Recipe:ING002
Menu Item,MENU0014,Flat White - Large,,,,38.0,pcs,0.32,12.16,Recipe:ING040
Menu Item,MENU0014,Flat White - Large,,,,0.741,litre,90.0,66.69,Recipe:ING019
Menu Item,MENU0015,Mocha - Regular,,,,1.625,litre,260.0,422.5,Recipe:ING016
Menu Item,MENU0015,Mocha - Regular,,,,1.17,kg,980.0,1146.6,Recipe:ING001
Menu Item,MENU0015,Mocha - Regular,,,,65.0,pcs,2.8,182.0,Recipe:ING037
Menu Item,MENU0015,Mocha - Regular,,,,65.0,pcs,1.1,71.5,Recipe:ING038
Menu Item,MENU0015,Mocha - Regular,,,,11.7,litre,72.0,842.4,Recipe:ING002
Menu Item,MENU0015,Mocha - Regular,,,,65.0,pcs,0.32,20.8,Recipe:ING040
Menu Item,MENU0015,Mocha - Regular,,,,0.975,litre,90.0,87.75,Recipe:ING019
Menu Item,MENU0016,Mocha - Medium,,,,1.6933,litre,260.0,440.26,Recipe:ING016
Menu Item,MENU0016,Mocha - Medium,,,,1.2213,kg,980.0,1196.87,Recipe:ING001
Menu Item,MENU0016,Mocha - Medium,,,,59.0,pcs,2.8,165.2,Recipe:ING037
Menu Item,MENU0016,Mocha - Medium,,,,59.0,pcs,1.1,64.9,Recipe:ING038
Menu Item,MENU0016,Mocha - Medium,,,,12.213,litre,72.0,879.34,Recipe:ING002
Menu Item,MENU0016,Mocha - Medium,,,,59.0,pcs,0.32,18.88,Recipe:ING040
Menu Item,MENU0016,Mocha - Medium,,,,1.0148,litre,90.0,91.33,Recipe:ING019
Menu Item,MENU0017,Mocha - Large,,,,0.91,litre,260.0,236.6,Recipe:ING016
Menu Item,MENU0017,Mocha - Large,,,,0.6552,kg,980.0,642.1,Recipe:ING001
Menu Item,MENU0017,Mocha - Large,,,,28.0,pcs,2.8,78.4,Recipe:ING037
Menu Item,MENU0017,Mocha - Large,,,,28.0,pcs,1.1,30.8,Recipe:ING038
Menu Item,MENU0017,Mocha - Large,,,,6.552,litre,72.0,471.74,Recipe:ING002
Menu Item,MENU0017,Mocha - Large,,,,28.0,pcs,0.32,8.96,Recipe:ING040
Menu Item,MENU0017,Mocha - Large,,,,0.546,litre,90.0,49.14,Recipe:ING019
Menu Item,MENU0018,Sea Salt Mocha - Regular,,,,0.875,litre,260.0,227.5,Recipe:ING016
Menu Item,MENU0018,Sea Salt Mocha - Regular,,,,0.63,kg,980.0,617.4,Recipe:ING001
Menu Item,MENU0018,Sea Salt Mocha - Regular,,,,35.0,pcs,2.8,98.0,Recipe:ING037
Menu Item,MENU0018,Sea Salt Mocha - Regular,,,,35.0,pcs,1.1,38.5,Recipe:ING038
Menu Item,MENU0018,Sea Salt Mocha - Regular,,,,6.3,litre,72.0,453.6,Recipe:ING002
Menu Item,MENU0018,Sea Salt Mocha - Regular,,,,35.0,pcs,0.32,11.2,Recipe:ING040
Menu Item,MENU0018,Sea Salt Mocha - Regular,,,,0.525,litre,90.0,47.25,Recipe:ING019
Menu Item,MENU0019,Sea Salt Mocha - Medium,,,,0.574,litre,260.0,149.24,Recipe:ING016
Menu Item,MENU0019,Sea Salt Mocha - Medium,,,,0.414,kg,980.0,405.72,Recipe:ING001
Menu Item,MENU0019,Sea Salt Mocha - Medium,,,,20.0,pcs,2.8,56.0,Recipe:ING037
Menu Item,MENU0019,Sea Salt Mocha - Medium,,,,20.0,pcs,1.1,22.0,Recipe:ING038
Menu Item,MENU0019,Sea Salt Mocha - Medium,,,,4.14,litre,72.0,298.08,Recipe:ING002
