Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,0.1829,kg,989.38,180.96,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,343.8342,litre,73.48,25264.94,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,83.0674,litre,0.0,0.0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,169.1757,litre,215.81,36509.81,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,88.0528,kg,374.74,32996.91,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,53.0157,kg,485.15,25720.57,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,180.0519,kg,321.49,57884.89,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,971.684,pcs,7.07,6869.81,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,862.4632,pcs,12.62,10884.29,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,1271.046,pcs,28.82,36631.55,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,1618.116,pcs,15.19,24579.18,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,354.2726,pcs,41.1,14560.6,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,1366.344,pcs,34.92,47712.73,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,334.1203,pcs,45.5,15202.47,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,370.49,pcs,71.1,26341.84,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,27.2446,litre,262.6,7154.43,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,96.4014,litre,252.5,24341.35,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,87.4334,litre,236.39,20668.38,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,74.5051,litre,91.12,6788.9,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,61.9829,kg,631.58,39147.16,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,13.292,kg,2171.5,28863.58,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,595.5366,kg,12.48,7432.3,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING023,ING023,Lemon,,Produce,Raw Material,Month-end physical stock take,67.2166,kg,107.8,7245.95,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING024,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,Month-end physical stock take,54.9526,litre,397.19,21826.62,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING025,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,Month-end physical stock take,15.2881,kg,424.2,6485.21,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING026,ING026,Banana,,Produce,Raw Material,Month-end physical stock take,118.1598,kg,71.68,8469.69,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING027,ING027,Butter,,Dairy,Raw Material,Month-end physical stock take,140.3706,kg,531.18,74562.06,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING028,ING028,Lettuce,,Produce,Raw Material,Month-end physical stock take,11.7826,kg,93.1,1096.96,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING029,ING029,Onion,,Produce,Raw Material,Month-end physical stock take,299.4719,kg,41.16,12326.26,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING030,ING030,Capsicum,,Produce,Raw Material,Month-end physical stock take,104.6481,kg,85.12,8907.65,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING031,ING031,Tomato,,Produce,Raw Material,Month-end physical stock take,331.7737,kg,52.97,17574.05,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING032,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,31.8774,kg,343.4,10946.7,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING033,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,31.8559,kg,0.0,0.0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING034,ING034,Salsa,,Syrups & Sauces,Raw Material,Month-end physical stock take,35.8813,kg,191.9,6885.62,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING035,ING035,Aioli,,Syrups & Sauces,Raw Material,Month-end physical stock take,38.2647,kg,308.98,11823.03,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING036,ING036,Cold Cup,,Packaging,Consumable,Month-end physical stock take,6993.8068,pcs,3.3,23079.56,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING037,ING037,Hot Cup,,Packaging,Consumable,Month-end physical stock take,2821.8376,pcs,2.81,7929.36,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING038,ING038,Lid,,Packaging,Consumable,Month-end physical stock take,77.9102,pcs,1.09,84.92,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING039,ING039,Straw,,Packaging,Consumable,Month-end physical stock take,2174.7248,pcs,0.57,1239.59,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING040,ING040,Napkin,,Packaging,Consumable,Month-end physical stock take,1050.9197,pcs,0.32,336.29,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING041,ING041,Dessert Box,,Packaging,Consumable,Month-end physical stock take,2043.7163,pcs,5.04,10300.33,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING042,ING042,Sandwich Box,,Packaging,Consumable,Month-end physical stock take,2796.664,pcs,6.58,18402.05,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING043,ING043,Wrap Packaging,,Packaging,Consumable,Month-end physical stock take,1847.872,pcs,5.89,10883.97,
