Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,1.3151,kg,978.23,1286.47,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,11.6812,litre,74.71,872.7,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,13.0396,litre,184.38,2404.24,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,113.0626,litre,213.05,24087.99,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,141.0207,kg,364.23,51363.97,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,163.0699,kg,499.81,81503.97,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,166.856,kg,348.37,58127.62,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,1294.176,pcs,7.08,9162.77,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,1200.9345,pcs,12.39,14879.58,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,299.937,pcs,29.11,8731.17,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,694.896,pcs,14.71,10221.92,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,479.5623,pcs,44.36,21273.38,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,342.058,pcs,35.48,12136.22,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,302.3668,pcs,48.09,14540.82,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,393.758,pcs,76.72,30209.11,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,133.4469,litre,265.91,35484.87,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,54.5311,litre,252.5,13769.1,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,123.2433,litre,250.26,30842.87,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,57.0967,litre,96.17,5490.99,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,95.8115,kg,640.17,61335.65,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,6.016,kg,2171.5,13063.74,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,946.8534,kg,12.39,11731.51,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING023,ING023,Lemon,,Produce,Raw Material,Month-end physical stock take,47.4697,kg,110.72,5255.85,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING024,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,Month-end physical stock take,37.6837,litre,401.32,15123.22,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING025,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,Month-end physical stock take,12.908,kg,424.2,5475.57,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING026,ING026,Banana,,Produce,Raw Material,Month-end physical stock take,246.0379,kg,69.22,17030.74,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING027,ING027,Butter,,Dairy,Raw Material,Month-end physical stock take,152.5439,kg,550.71,84007.45,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING028,ING028,Lettuce,,Produce,Raw Material,Month-end physical stock take,28.8009,kg,94.01,2707.57,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING029,ING029,Onion,,Produce,Raw Material,Month-end physical stock take,122.4831,kg,41.16,5041.4,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING030,ING030,Capsicum,,Produce,Raw Material,Month-end physical stock take,24.2123,kg,0.0,0.0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING031,ING031,Tomato,,Produce,Raw Material,Month-end physical stock take,150.9243,kg,54.21,8181.61,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING032,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,117.4977,kg,345.31,40573.13,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING033,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,60.3548,kg,295.8,17852.95,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING034,ING034,Salsa,,Syrups & Sauces,Raw Material,Month-end physical stock take,47.0553,kg,191.9,9029.91,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING035,ING035,Aioli,,Syrups & Sauces,Raw Material,Month-end physical stock take,66.3155,kg,324.02,21487.55,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING036,ING036,Cold Cup,,Packaging,Consumable,Month-end physical stock take,4666.705,pcs,3.4,15866.8,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING037,ING037,Hot Cup,,Packaging,Consumable,Month-end physical stock take,4171.0682,pcs,2.87,11970.97,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING038,ING038,Lid,,Packaging,Consumable,Month-end physical stock take,4951.2606,pcs,1.12,5545.41,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING039,ING039,Straw,,Packaging,Consumable,Month-end physical stock take,3102.691,pcs,0.56,1737.51,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING040,ING040,Napkin,,Packaging,Consumable,Month-end physical stock take,8949.3885,pcs,0.33,2953.3,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING041,ING041,Dessert Box,,Packaging,Consumable,Month-end physical stock take,812.4979,pcs,5.02,4078.74,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING042,ING042,Sandwich Box,,Packaging,Consumable,Month-end physical stock take,2455.5718,pcs,6.46,15862.99,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-28,PHY-OUT003-02-ING043,ING043,Wrap Packaging,,Packaging,Consumable,Month-end physical stock take,1244.438,pcs,5.83,7255.07,
